Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
AADAC	"CES5A1, DAC"	ENSG00000114771	"Arylacetamide deacetylase"	P22760	3	151814073-151828488	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Lipid metabolism"	Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adrenal gland: 217.8;intestine: 235.1;liver: 917.3"	"Group enriched"	"Detected in many"	7	"Hepatocytes: 594.9;Proximal enterocytes: 435.0"	"Cancer enriched"	"Detected in many"	22	"liver cancer: 153.4"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 68.3;liver cancer: 39.2"	"Adipose visceral - Mesothelial cells, Lung - Alveolar cells type 2, Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA002911	Approved						NA	NA				"Cluster 83: Liver - Metabolism"		"Cluster 7: Liver cancer - Metabolism"	"Cluster 43: Hepatocytes - Metabolism"	1			"HPA002911: AB_1078074"	"unprognostic (1.26e-1)"	"unprognostic (1.82e-2)"	"unprognostic (8.11e-2)"	"unprognostic (4.41e-2)"		"unprognostic (9.23e-2)"	"unprognostic (7.82e-2)"	"unprognostic (2.15e-1)"	"unprognostic (9.89e-2)"	"prognostic favorable (5.58e-6)"	"prognostic unfavorable (5.02e-4)"			"prognostic unfavorable (2.19e-4)"	"unprognostic (1.22e-1)"		"unprognostic (1.27e-1)"
ABCB11	"ABC16, BSEP, PFIC-2, PFIC2, PGY4, SPGP"	ENSG00000073734	"ATP binding cassette subfamily B member 11"	O95342	2	168915498-169031324	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Lipid transport, Transport"	Translocase	"Disease variant, Intrahepatic cholestasis"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	13	"liver: 78.1"	"Group enriched"	"Detected in some"	5	"Early spermatids: 45.5;Hepatocytes: 122.9"	"Cancer enriched"	"Detected in single"	87	"liver cancer: 6.7"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"liver cancer: 1.8"	"Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA019035	Enhanced		Uncertain	"Nucleoplasm,Plasma membrane,Cytosol"			NA	NA				"Cluster 83: Liver - Metabolism"	"Cluster 46: Brainstem - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 43: Hepatocytes - Metabolism"	1	"Nucleoplasm, Plasma membrane, Cytosol"		"HPA019035: AB_1844429"	"unprognostic (7.78e-2)"	"unprognostic (3.92e-1)"	"unprognostic (8.31e-2)"	"unprognostic (2.56e-1)"	"unprognostic (1.13e-1)"	"unprognostic (5.10e-2)"	"unprognostic (1.00e-2)"	"unprognostic (9.71e-2)"	"unprognostic (1.18e-1)"	"unprognostic (1.72e-2)"	"unprognostic (5.64e-3)"	"unprognostic (3.71e-1)"	"unprognostic (5.26e-6)"	"unprognostic (7.12e-2)"	"unprognostic (1.82e-1)"		"unprognostic (1.94e-1)"
ABCB6	"EST45597, MTABC3, umat"	ENSG00000115657	"ATP binding cassette subfamily B member 6 (Langereis blood group)"	Q9NP58	2	219209772-219218994	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	Transport	Translocase	"Disease variant, Dyskeratosis congenita, Microphthalmia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in some"		"Astrocytes: 13.9;Excitatory neurons: 12.5;Gastric mucus-secreting cells: 4.7;Inhibitory neurons: 10.4;Oligodendrocyte precursor cells: 12.7;Oligodendrocytes: 5.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA046723, HPA058011"	Approved		Supported	"Nucleoplasm,Golgi apparatus,Plasma membrane,Mitochondria,Cytosol"	"Intracellular and membrane"	Transport	NA	NA			"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 56: Non-specific - Unknown function"	"Cluster 27: Non-specific - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 34: Neurons - Neuronal signaling"		"Golgi apparatus"	"Nucleoplasm, Plasma membrane, Mitochondria, Cytosol"	"HPA046723: AB_10960288, HPA058011: AB_2683578"	"unprognostic (8.04e-2)"	"unprognostic (3.22e-2)"	"unprognostic (4.53e-3)"	"unprognostic (3.19e-2)"	"unprognostic (2.55e-1)"	"unprognostic (9.11e-2)"	"prognostic unfavorable (9.45e-7)"	"unprognostic (2.26e-1)"	"unprognostic (3.62e-2)"	"unprognostic (1.53e-1)"	"unprognostic (1.18e-4)"	"unprognostic (3.02e-3)"	"prognostic unfavorable (1.52e-7)"	"unprognostic (1.51e-1)"	"unprognostic (9.55e-2)"	"unprognostic (7.75e-2)"	"unprognostic (2.30e-1)"
ABCC1	"GS-X, MRP, MRP1"	ENSG00000103222	"ATP binding cassette subfamily C member 1"	P33527	16	15949138-16143257	"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters"	"Lipid transport, Transport"	"Hydrolase, Translocase"	"Cancer-related genes, Deafness, FDA approved drug targets, Non-syndromic deafness"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Breast - Fibroblasts, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA002380, HPA076011"	Uncertain		Supported	"Plasma membrane,Cell Junctions"			NA	NA				"Cluster 66: Non-specific - Transcription"	"Cluster 21: Non-specific - Metabolism"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"		"Plasma membrane"	"Cell Junctions"	"HPA002380: AB_1844432, HPA076011: "	"unprognostic (9.97e-2)"	"unprognostic (2.06e-1)"	"unprognostic (2.05e-2)"	"unprognostic (2.94e-1)"	"unprognostic (4.89e-2)"	"unprognostic (1.15e-1)"	"prognostic unfavorable (5.42e-5)"	"unprognostic (3.42e-1)"	"unprognostic (3.31e-1)"	"unprognostic (4.07e-2)"	"unprognostic (9.78e-3)"	"unprognostic (7.19e-2)"	"prognostic unfavorable (1.55e-6)"	"unprognostic (1.84e-1)"	"unprognostic (1.15e-1)"	"unprognostic (1.43e-2)"	"unprognostic (1.80e-2)"
ABCC2	"CMOAT, cMRP, DJS, MRP2"	ENSG00000023839	"ATP binding cassette subfamily C member 2"	Q92887	10	99782640-99852594	"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters"	"Lipid transport, Transport"	Translocase	"Cancer-related genes, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 39.1;liver: 118.0"	"Cell type enriched"	"Detected in many"	6	"Hepatocytes: 213.3"	"Cancer enriched"	"Detected in many"	5	"liver cancer: 24.0"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"liver cancer: 63.3;Rhabdoid: 79.2"	"Kidney - Proximal tubular cells, Testis - Early spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA071145	Enhanced						NA	NA				"Cluster 37: Liver & Intestine - Lipid metabolism"	"Cluster 6: Non-specific - Immune response"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 43: Hepatocytes - Metabolism"	1			"HPA071145: "	"unprognostic (1.49e-3)"	"unprognostic (5.92e-2)"	"unprognostic (1.59e-1)"	"unprognostic (3.67e-1)"	"unprognostic (1.93e-2)"	"unprognostic (2.33e-1)"	"unprognostic (2.51e-1)"	"unprognostic (7.15e-3)"	"unprognostic (5.68e-2)"	"unprognostic (2.01e-1)"	"unprognostic (4.30e-1)"	"unprognostic (1.40e-3)"	"prognostic unfavorable (1.93e-5)"	"unprognostic (1.31e-1)"	"unprognostic (3.22e-2)"	"unprognostic (2.95e-1)"	"unprognostic (1.26e-2)"
ABCC3	"cMOAT2, EST90757, MLP2, MOAT-D, MRP3"	ENSG00000108846	"ATP binding cassette subfamily C member 3"	O15438	17	50634777-50692253	"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Lipid transport, Transport"	Translocase	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adrenal gland: 57.3;liver: 49.1"	"Cell type enhanced"	"Detected in many"		"Cholangiocytes: 221.3;Distal enterocytes: 227.9;Exocrine glandular cells: 119.5;Gastric mucus-secreting cells: 229.3;Hepatocytes: 150.5;Late spermatids: 128.5;Paneth cells: 182.8"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"intermediate monocyte: 5.1;non-classical monocyte: 6.4"	"Lineage enriched"	"Detected in many"	5	"monocytes: 6.4"	"Low cancer specificity"	"Detected in many"			"Prostate - Prostate basal glandular cells, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"CAB037136, HPA048483"	Enhanced		Supported	"Plasma membrane"			NA	NA			"Cluster 40: Monocytes - Innate immune response"	"Cluster 68: Non-specific - Protein processing"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 5: Enterocytes - Absorption"		"Plasma membrane"		"CAB037136: AB_477165, HPA048483: AB_2680414"	"unprognostic (1.57e-2)"	"unprognostic (1.60e-1)"	"unprognostic (1.53e-1)"	"unprognostic (1.65e-2)"	"unprognostic (9.67e-3)"	"unprognostic (6.19e-3)"	"unprognostic (7.44e-3)"	"unprognostic (8.20e-2)"	"unprognostic (3.18e-1)"	"unprognostic (5.13e-2)"	"prognostic unfavorable (9.57e-4)"	"unprognostic (1.60e-3)"	"prognostic unfavorable (4.68e-6)"	"unprognostic (3.42e-1)"	"unprognostic (4.77e-2)"	"unprognostic (4.44e-2)"	"unprognostic (1.57e-3)"
ABHD4	FLJ12816	ENSG00000100439	"Abhydrolase domain containing 4, N-acyl phospholipase B"	Q8TB40	14	22598290-22612963	"Enzymes, Predicted intracellular proteins"	"Lipid degradation, Lipid metabolism"	Hydrolase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Syncytiotrophoblasts: 32.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"basophil: 39.4"	"Lineage enriched"	"Detected in all"	4	"granulocytes: 39.4"	"Low cancer specificity"	"Detected in all"			"Testis - Sertoli cells, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA000600	Uncertain		Approved	Nucleoplasm			NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 46: Brainstem - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 12: Squamous epithelial cells - Keratinization"	9	Nucleoplasm		"HPA000600: AB_1078081"	"unprognostic (5.04e-2)"	"unprognostic (5.15e-2)"	"unprognostic (2.68e-3)"	"unprognostic (8.17e-2)"	"unprognostic (1.17e-1)"	"unprognostic (5.24e-2)"	"unprognostic (1.19e-3)"	"unprognostic (3.69e-2)"	"unprognostic (1.28e-1)"	"unprognostic (5.72e-2)"	"unprognostic (1.32e-3)"	"unprognostic (3.73e-1)"	"unprognostic (1.56e-2)"	"unprognostic (5.18e-2)"	"unprognostic (1.37e-1)"	"unprognostic (4.51e-2)"	"unprognostic (1.03e-2)"
ACMSD		ENSG00000153086	"Aminocarboxymuconate semialdehyde decarboxylase"	Q8TDX5	2	134838616-134902034	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Decarboxylase, Lyase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	21	"kidney: 135.9;liver: 157.5"	"Group enriched"	"Detected in some"	4	"Hepatocytes: 130.4;Proximal tubular cells: 288.7"	"Group enriched"	"Detected in some"	23	"liver cancer: 21.2;renal cancer: 19.8"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Kidney cancer: 3.6"	"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA010533, HPA011179"	Enhanced		Approved	Cytosol			NA	NA		12000		"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"		Cytosol		"HPA010533: AB_1844517, HPA011179: AB_1844516"	"unprognostic (1.06e-2)"	"unprognostic (5.30e-2)"	"unprognostic (1.40e-1)"	"unprognostic (7.50e-2)"	"unprognostic (3.79e-2)"	"unprognostic (1.36e-2)"	"unprognostic (4.40e-3)"	"unprognostic (1.15e-1)"	"unprognostic (5.35e-4)"	"unprognostic (7.60e-2)"	"unprognostic (5.17e-2)"	"unprognostic (2.44e-3)"	"prognostic favorable (2.39e-4)"	"unprognostic (1.26e-1)"	"unprognostic (1.70e-1)"	"unprognostic (2.93e-2)"	"unprognostic (2.65e-5)"
ACOT13	"HT012, THEM2"	ENSG00000112304	"Acyl-CoA thioesterase 13"	Q9NPJ3	6	24667035-24705065	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Lipid metabolism"	Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 29.7"	"Cell type enhanced"	"Detected in all"		"Early spermatids: 815.0;Hepatocytes: 292.3;Late spermatids: 298.1;Proximal tubular cells: 487.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA019881, HPA057134"	Enhanced		Approved	"Cell Junctions"			NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 3: Non-specific - Unknown function"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	5	"Cell Junctions"		"HPA019881: AB_1857978, HPA057134: "	"unprognostic (3.61e-1)"	"unprognostic (1.62e-1)"	"unprognostic (6.02e-2)"	"unprognostic (1.80e-2)"	"unprognostic (9.57e-2)"	"unprognostic (1.21e-1)"	"unprognostic (1.19e-1)"	"unprognostic (1.19e-1)"	"unprognostic (1.71e-1)"	"prognostic favorable (2.53e-6)"	"unprognostic (3.67e-2)"	"unprognostic (1.64e-2)"	"unprognostic (7.16e-2)"	"unprognostic (5.97e-2)"	"unprognostic (4.86e-2)"	"unprognostic (1.50e-1)"	"unprognostic (2.13e-2)"
ACP2	LAP	ENSG00000134575	"Acid phosphatase 2, lysosomal"	P11117	11	47239302-47248906	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"		Hydrolase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Hepatocytes: 77.2;Hofbauer cells: 100.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"intermediate monocyte: 69.9"	"Lineage enriched"	"Detected in all"	5	"monocytes: 69.9"	"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Macrophages, Prostate - Prostate glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA		12000	"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 68: Non-specific - Protein processing"	"Cluster 44: Non-specific - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 58: Macrophages - Innate immune response"	3				"unprognostic (5.27e-3)"	"unprognostic (1.56e-1)"	"unprognostic (3.86e-2)"	"prognostic favorable (1.04e-4)"	"unprognostic (7.90e-3)"	"unprognostic (2.93e-1)"	"unprognostic (6.16e-3)"	"unprognostic (1.09e-1)"	"unprognostic (2.63e-1)"	"unprognostic (3.28e-3)"	"unprognostic (2.64e-3)"	"unprognostic (5.42e-2)"	"unprognostic (1.07e-2)"	"unprognostic (1.79e-1)"	"unprognostic (1.20e-1)"	"unprognostic (8.68e-3)"	"unprognostic (1.57e-1)"
