Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABI3BP	"DKFZP586L2024, NESHBP, TARSH"	ENSG00000154175	"ABI family member 3 binding protein"	Q7Z7G0	3	100749156-100993515	"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"			"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Fibroblasts: 211.2;Leydig cells: 97.9;Lymphatic endothelial cells: 155.1;Muller glia cells: 78.9"	"Cancer enhanced"	"Detected in many"		"renal cancer: 10.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Sarcoma: 43.0;thyroid cancer: 49.9"	"Adipose subcutaneous - Adipose progenitor cells, Breast - Fibroblasts, Colon - Fibroblasts, Heart muscle - Fibroblasts, Liver - Hepatic stellate cells, Pancreas - Fibroblasts, Prostate - Fibroblasts, Skeletal muscle - Fibroblasts, Thyroid - Fibroblasts"	"Group enriched"	"Detected in many"	4	"amygdala: 4.2;basal ganglia: 15.9;cerebellum: 5.5;cerebral cortex: 13.9;olfactory bulb: 12.0"	"Low region specificity"	"Detected in all"			HPA044127	Uncertain				"Secreted in other tissues"	"No annotated function"	NA	NA		550000000		"Cluster 62: Connective tissue - ECM organization"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 53: Fibroblasts - ECM organization"				"HPA044127: AB_2678823"	"unprognostic (4.32e-2)"	"unprognostic (3.32e-2)"	"unprognostic (6.36e-2)"	"unprognostic (3.41e-1)"	"unprognostic (1.70e-1)"	"unprognostic (7.20e-2)"	"unprognostic (7.58e-2)"	"unprognostic (6.25e-2)"	"unprognostic (1.61e-1)"	"unprognostic (2.36e-1)"	"unprognostic (1.08e-1)"	"unprognostic (9.46e-2)"	"prognostic favorable (6.14e-4)"	"unprognostic (2.27e-2)"	"unprognostic (2.69e-2)"	"unprognostic (6.59e-2)"	"unprognostic (1.07e-3)"
ACAN	"AGC1, CSPG1, CSPGCP, MSK16"	ENSG00000157766	Aggrecan	P16112	15	88803436-88875353	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins"			"Disease variant, Dwarfism"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"seminal vesicle: 3.0"	"Cell type enriched"	"Detected in some"	16	"Extravillous trophoblasts: 152.8"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"Bone cancer: 7.5;skin cancer: 8.0"	"Adipose visceral - Smooth muscle cells, Heart muscle - Smooth muscle cells, Testis - Spermatocytes, Testis - Spermatogonia, Thyroid - Smooth muscle cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"CAB016377, HPA038241, HPA038242"	Enhanced				"Secreted to extracellular matrix"	"No annotated function"	NA	NA		17000000		"Cluster 64: Neuronal - Transcription"	"Cluster 1: Neurons - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 4: Extravillous trophoblasts - Unknown function"	1			"CAB016377: AB_626650, HPA038241: AB_2675909, HPA038242: AB_2675910"	"unprognostic (2.69e-3)"	"unprognostic (4.09e-2)"	"unprognostic (2.52e-1)"	"unprognostic (1.82e-1)"	"unprognostic (4.43e-2)"	"unprognostic (2.13e-2)"	"unprognostic (1.40e-2)"	"unprognostic (1.15e-1)"	"unprognostic (7.12e-2)"	"unprognostic (8.57e-2)"	"unprognostic (2.34e-1)"	"unprognostic (2.38e-2)"	"prognostic unfavorable (1.47e-6)"	"unprognostic (7.79e-2)"	"unprognostic (1.53e-1)"	"unprognostic (7.71e-2)"	"unprognostic (7.27e-2)"
ACKR4	"CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1"	ENSG00000129048	"Atypical chemokine receptor 4"	Q9NPB9	3	132597270-132618967	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 15.3"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 17.0;Ciliated cells: 12.9;Exocrine glandular cells: 9.5;Fibroblasts: 17.8;Gastric mucus-secreting cells: 8.3;Proximal enterocytes: 20.0"	"Cancer enhanced"	"Detected in many"		"stomach cancer: 2.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"lymphoma: 4.4"	"Thyroid - Fibroblasts"	"Group enriched"	"Detected in some"	7	"cerebellum: 4.7;pons and medulla: 1.5"	"Low region specificity"	"Detected in all"			HPA054926			Approved	Vesicles,Mitochondria			NA	NA				"Cluster 45: Intestine - Digestion"	"Cluster 17: Choroid plexus - Cilium"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 53: Fibroblasts - ECM organization"		"Vesicles, Mitochondria"		"HPA054926: "	"unprognostic (1.50e-1)"	"unprognostic (1.89e-1)"	"unprognostic (2.62e-2)"	"unprognostic (8.27e-2)"	"unprognostic (5.17e-2)"	"unprognostic (4.55e-3)"	"unprognostic (8.93e-2)"	"unprognostic (2.26e-1)"	"unprognostic (4.85e-2)"	"unprognostic (4.20e-3)"	"unprognostic (1.03e-3)"	"unprognostic (2.69e-3)"	"unprognostic (1.95e-1)"	"unprognostic (2.01e-1)"	"unprognostic (1.86e-1)"	"unprognostic (1.18e-1)"	"unprognostic (1.22e-1)"
ACOX2	"BRCACOX, BRCOX, THCCox"	ENSG00000168306	"Acyl-CoA oxidase 2"	Q99424	3	58505136-58537283	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Fatty acid metabolism, Lipid metabolism"	Oxidoreductase	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	4	"liver: 171.9"	"Cell type enhanced"	"Detected in many"		"Hepatocytes: 92.5;Proximal enterocytes: 29.6;Proximal tubular cells: 40.4"	"Cancer enhanced"	"Detected in many"		"liver cancer: 25.0"	"Region enriched"	"Detected in all"	5	"choroid plexus: 30.9"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"colorectal cancer: 4.0;liver cancer: 3.4"	"Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Sebaceous gland cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in all"			"HPA038280, HPA064845"	Enhanced		Approved	Vesicles,Cytosol			No	No		29000		"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 43: Hepatocytes - Metabolism"	1	Vesicles	Cytosol	"HPA038280: AB_10672623, HPA064845: AB_2685368"	"unprognostic (6.62e-2)"	"unprognostic (2.10e-1)"	"unprognostic (1.08e-1)"	"unprognostic (2.51e-2)"	"unprognostic (8.34e-2)"	"unprognostic (1.48e-2)"	"unprognostic (8.67e-3)"	"unprognostic (6.45e-2)"	"unprognostic (1.00e-1)"	"unprognostic (1.85e-1)"	"unprognostic (1.70e-3)"	"unprognostic (1.26e-2)"	"unprognostic (1.68e-3)"	"unprognostic (4.00e-3)"	"unprognostic (2.34e-1)"	"unprognostic (1.26e-1)"	"unprognostic (5.63e-3)"
ACSL4	"ACS4, FACL4, LACS4, MRX63, MRX68"	ENSG00000068366	"Acyl-CoA synthetase long chain family member 4"	O60488	X	109624244-109733403	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Fatty acid metabolism, Lipid metabolism"	Ligase	"Alport syndrome, Deafness, Disease variant, Elliptocytosis, Hereditary hemolytic anemia, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Glandular and luminal cells: 219.0;granulocytes: 432.5;monocytes: 333.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA000286, HPA005552"	Supported		Approved	"Golgi apparatus,Mitochondria"			NA	NA		16000	"Cluster 28: Neutrophils - Unknown function"	"Cluster 7: Adipose tissue - Mixed function"	"Cluster 27: Non-specific - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 37: Glandular & Luminal cells - Unknown function"		"Golgi apparatus"	Mitochondria	"HPA000286: AB_2665966, HPA005552: AB_1078774"	"unprognostic (9.13e-2)"	"unprognostic (3.38e-1)"	"unprognostic (1.39e-1)"	"unprognostic (2.61e-1)"	"unprognostic (2.55e-1)"	"unprognostic (2.94e-2)"	"unprognostic (5.32e-2)"	"unprognostic (4.14e-3)"	"unprognostic (1.92e-1)"	"unprognostic (9.45e-2)"	"unprognostic (1.92e-2)"	"unprognostic (1.21e-1)"	"unprognostic (1.64e-2)"	"unprognostic (1.81e-1)"	"unprognostic (4.78e-1)"	"unprognostic (3.29e-2)"	"prognostic favorable (5.73e-4)"
ACTA2	ACTSA	ENSG00000107796	"Actin alpha 2, smooth muscle"	P62736	10	88935074-88991339	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"		"Hydrolase, Muscle protein"	"Aortic aneurysm, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"endometrium 1: 6452.4;seminal vesicle: 5718.9;smooth muscle: 7795.8"	"Group enriched"	"Detected in many"	5	"Breast myoepithelial cells: 1306.5;Peritubular cells: 5208.0;Sertoli cells: 1990.8;Smooth muscle cells: 4036.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"T-reg: 58.8"	"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Bone cancer: 252.0;testis cancer: 273.4"	"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Colon - Smooth muscle cells, Heart muscle - Smooth muscle cells, Liver - Hepatic stellate cells, Lung - Smooth muscle cells, Prostate - Smooth muscle cells, Skeletal muscle - Smooth muscle cells, Skin - Smooth muscle cells, Thyroid - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Region enhanced"	"Detected in all"		"midbrain: 121.0"	"CAB000002, CAB003761, CAB013531, HPA041264, HPA041271"	Enhanced		Supported	"Actin filaments"			NA	NA			"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 41: Smooth muscle tissue - ECM organization"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 32: Smooth muscle cells - Muscle contraction"		"Actin filaments"		"CAB000002: AB_2223500, CAB003761: AB_562031, CAB013531: , HPA041264: AB_2677383, HPA041271: AB_2677386"	"unprognostic (7.05e-2)"	"unprognostic (2.54e-1)"	"unprognostic (2.30e-3)"	"unprognostic (3.18e-2)"	"unprognostic (3.33e-2)"	"unprognostic (6.19e-2)"	"unprognostic (2.36e-2)"	"unprognostic (1.71e-2)"	"unprognostic (4.25e-2)"	"unprognostic (1.20e-1)"	"unprognostic (1.44e-1)"	"unprognostic (6.93e-2)"	"prognostic unfavorable (1.37e-8)"	"unprognostic (1.87e-3)"	"unprognostic (2.30e-1)"	"unprognostic (7.91e-2)"	"unprognostic (2.09e-3)"
ACTG2	"ACTA3, ACTL3, ACTSG"	ENSG00000163017	"Actin gamma 2, smooth muscle"	P63267	2	73892314-73919865	"Disease related genes, Human disease related genes, Predicted intracellular proteins"		"Hydrolase, Muscle protein"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 8547.8;seminal vesicle: 6026.0;smooth muscle: 8283.2"	"Group enriched"	"Detected in many"	5	"Breast myoepithelial cells: 533.2;Oocytes: 195.6;Smooth muscle cells: 649.7"	"Cancer enhanced"	"Detected in all"		"prostate cancer: 255.0;stomach cancer: 237.2"	"Region enhanced"	"Detected in some"		"cerebral cortex: 7.8"	"Immune cell enriched"	"Detected in single"	11	"T-reg: 8.6"	"Lineage enriched"	"Detected in single"	17	"T-cells: 8.6"	"Cancer enhanced"	"Detected in many"		"Brain cancer: 108.5;breast cancer: 83.5;Rhabdoid: 87.8"	"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Colon - Smooth muscle cells, Heart muscle - Smooth muscle cells, Lung - Smooth muscle cells, Prostate - Smooth muscle cells, Skeletal muscle - Smooth muscle cells, Skin - Smooth muscle cells, Thyroid - Smooth muscle cells"	"Low region specificity"	"Detected in some"			"Group enriched"	"Detected in many"	4	"midbrain: 15.6;spinal cord: 6.2"	"HPA041264, HPA041271"	Supported						NA	NA			"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 41: Smooth muscle tissue - ECM organization"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 32: Smooth muscle cells - Muscle contraction"				"HPA041264: AB_2677383, HPA041271: AB_2677386"	"unprognostic (5.79e-3)"	"unprognostic (2.25e-1)"	"unprognostic (2.36e-2)"	"unprognostic (2.91e-1)"	"unprognostic (4.56e-3)"	"unprognostic (2.50e-1)"	"unprognostic (8.05e-2)"	"unprognostic (6.53e-2)"	"unprognostic (4.48e-2)"	"unprognostic (2.93e-1)"	"unprognostic (7.23e-2)"	"unprognostic (4.75e-2)"	"prognostic unfavorable (3.95e-7)"	"unprognostic (9.30e-3)"	"unprognostic (6.84e-2)"	"unprognostic (2.29e-2)"	"unprognostic (7.57e-3)"
ADAM12	"MCMPMltna, MLTN"	ENSG00000148848	"ADAM metallopeptidase domain 12"	O43184	10	126012381-126388477	"Predicted membrane proteins, Predicted secreted proteins, Transporters"	"Cell adhesion"	"Hydrolase, Metalloprotease, Protease"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	10	"placenta: 130.4"	"Cell type enriched"	"Detected in many"	4	"Extravillous trophoblasts: 479.5"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	5	"MAIT T-cell: 4.5"	"Lineage enriched"	"Detected in single"	45	"T-cells: 4.5"	"Cancer enhanced"	"Detected in many"		"Brain cancer: 41.1;Kidney cancer: 31.8"	"Heart muscle - Fibroblasts, Skeletal muscle - Fibroblasts"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"HPA030866, HPA030867, HPA030868"	Enhanced		Supported	"Plasma membrane"	"Secreted in female reproductive system"	"Cell adhesion"	NA	NA		14000000	"Cluster 1: T-cells - Unknown function"	"Cluster 58: Placenta - Pregnancy"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 4: Extravillous trophoblasts - Unknown function"	5	"Plasma membrane"		"HPA030866: AB_2673636, HPA030867: AB_10602428, HPA030868: AB_2673638"	"unprognostic (3.35e-1)"	"unprognostic (1.05e-3)"	"unprognostic (3.52e-2)"	"unprognostic (2.47e-2)"	"unprognostic (3.34e-2)"	"unprognostic (2.16e-1)"	"unprognostic (2.91e-6)"	"unprognostic (2.17e-2)"	"unprognostic (4.85e-2)"	"unprognostic (1.30e-2)"	"unprognostic (2.53e-2)"	"unprognostic (1.09e-1)"	"prognostic unfavorable (2.39e-14)"	"unprognostic (3.11e-3)"	"unprognostic (9.06e-3)"	"unprognostic (4.70e-3)"	"unprognostic (3.47e-3)"
ADAMTS1	"C3-C5, KIAA1346, METH1"	ENSG00000154734	"ADAM metallopeptidase with thrombospondin type 1 motif 1"	Q9UHI8	21	26835755-26845409	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, Transporters"		"Heparin-binding, Hydrolase, Metalloprotease, Protease"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"ovary: 300.2"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 338.6;Endothelial cells: 410.5;Extravillous trophoblasts: 257.2;Fibroblasts: 251.9;Smooth muscle cells: 574.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	8	"gdT-cell: 4.5;NK-cell: 6.6"	"Group enriched"	"Detected in many"	56	"NK-cells: 6.6;T-cells: 4.5"	"Low cancer specificity"	"Detected in many"			"Breast - Endothelial cells, Testis - Endothelial cells"	"Low region specificity"	"Detected in all"			"Region enriched"	"Detected in all"	4	"spinal cord: 41.6"	"CAB016394, HPA031498"	Approved		Approved	"Plasma membrane"	"Secreted to extracellular matrix"	Enzyme	NA	NA		4100000	"Cluster 15: NK-cells - Unknown function"	"Cluster 62: Connective tissue - ECM organization"	"Cluster 11: White matter - Signal transduction"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 48: Smooth muscle cells - Signal transduction"	3	"Plasma membrane"		"CAB016394: AB_626637, HPA031498: AB_2673907"	"unprognostic (6.82e-2)"	"unprognostic (1.35e-1)"	"unprognostic (1.21e-1)"	"unprognostic (1.64e-1)"	"unprognostic (1.18e-2)"	"prognostic unfavorable (5.13e-4)"	"unprognostic (1.03e-1)"	"unprognostic (3.28e-1)"	"unprognostic (2.37e-2)"	"unprognostic (5.39e-2)"	"unprognostic (1.75e-1)"	"unprognostic (4.55e-2)"	"unprognostic (9.70e-3)"	"unprognostic (8.27e-3)"	"unprognostic (1.12e-1)"	"unprognostic (6.76e-2)"	"unprognostic (1.57e-1)"
ADAMTS19		ENSG00000145808	"ADAM metallopeptidase with thrombospondin type 1 motif 19"		5	129460281-129738683	"Predicted secreted proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Group enriched"	"Detected in some"	11	"cervix: 9.8;endometrium 1: 9.5;placenta: 3.6;smooth muscle: 5.7"	"Group enriched"	"Detected in some"	4	"Excitatory neurons: 79.5;Inhibitory neurons: 75.8;Oligodendrocytes: 29.5"	"Cancer enhanced"	"Detected in some"		"endometrial cancer: 1.7;testis cancer: 1.2"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	5	"Neuroblastoma: 7.7"	"Kidney - Podocytes"	"Region enriched"	"Detected in single"	5	"olfactory bulb: 2.6"	"Low region specificity"	"Detected in all"			"HPA056171, HPA058438"	Uncertain		Approved	Vesicles,Midbody	"Secreted to extracellular matrix"		Yes	NA				"Cluster 62: Connective tissue - ECM organization"	"Cluster 33: Neurons - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 34: Neurons - Neuronal signaling"		"Vesicles, Midbody"		"HPA056171: AB_2683054, HPA058438: AB_2683718"	"unprognostic (1.14e-1)"	"unprognostic (1.42e-1)"	"unprognostic (1.01e-1)"	"unprognostic (1.10e-3)"	"unprognostic (1.09e-1)"	"unprognostic (6.49e-2)"		"unprognostic (3.93e-2)"		"unprognostic (4.17e-2)"	"unprognostic (5.99e-3)"	"unprognostic (5.17e-1)"		"unprognostic (1.14e-1)"	"unprognostic (5.88e-2)"		"unprognostic (3.06e-2)"
