Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ACADVL	"ACAD6, LCACD, VLCAD"	ENSG00000072778	"Acyl-CoA dehydrogenase very long chain"	P49748	17	7217125-7225266	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Fatty acid metabolism, Lipid metabolism"	Oxidoreductase	"Cardiomyopathy, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 820.0"	"Cell type enhanced"	"Detected in all"		"Syncytiotrophoblasts: 722.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA019006, HPA020595"	Enhanced		Supported	Nucleoplasm,Nucleoli,Mitochondria			NA	NA		98000	"Cluster 25: Non-specific - Unknown function"	"Cluster 35: Non-specific - Mitochondria"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 42: Non-specific - Unknown function"	"Cluster 39: Non-specific - Basic cellular processes"	1	Mitochondria	"Nucleoplasm, Nucleoli"	"HPA019006: AB_1844478, HPA020595: AB_1844479"	"unprognostic (4.81e-2)"	"unprognostic (2.86e-1)"	"unprognostic (2.21e-2)"	"unprognostic (1.09e-2)"	"unprognostic (6.63e-3)"	"unprognostic (1.51e-1)"	"unprognostic (1.89e-2)"	"unprognostic (1.39e-1)"	"unprognostic (1.07e-1)"	"unprognostic (3.21e-1)"	"prognostic favorable (6.87e-4)"	"unprognostic (3.55e-2)"	"unprognostic (1.20e-1)"	"unprognostic (1.34e-1)"	"unprognostic (1.58e-1)"	"unprognostic (4.01e-1)"	"unprognostic (2.84e-3)"
ADPRM	"C17orf48, MDS006"	ENSG00000170222	"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"	Q3LIE5	17	10697594-10711558	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"		Hydrolase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Rod photoreceptor cells: 32.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA023265, HPA023820, HPA069342"	Approved		Approved	Nucleoplasm			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 16: Non-specific - Transcription"	"Cluster 55: Non-specific - Transcription"	"Cluster 42: Non-specific - Unknown function"	"Cluster 55: Non-specific - Transcription"		Nucleoplasm		"HPA023265: AB_1845590, HPA023820: AB_1845591, HPA069342: "	"unprognostic (7.58e-3)"	"prognostic favorable (1.69e-4)"	"unprognostic (1.42e-1)"	"prognostic favorable (2.38e-5)"	"unprognostic (2.49e-1)"	"unprognostic (1.30e-1)"	"unprognostic (1.31e-1)"	"unprognostic (1.35e-1)"	"unprognostic (1.43e-2)"	"unprognostic (1.43e-1)"	"unprognostic (6.26e-3)"	"unprognostic (2.97e-1)"	"unprognostic (6.53e-3)"	"unprognostic (2.65e-2)"	"unprognostic (1.83e-1)"	"unprognostic (4.77e-2)"	"unprognostic (5.97e-2)"
AKAP10	"D-AKAP2, MGC9414, PRKA10"	ENSG00000108599	"A-kinase anchoring protein 10"	O43572	17	19904302-19978343	"Plasma proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Astrocytes: 67.5;Oligodendrocytes: 73.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"testis cancer: 78.1"	"Testis - Spermatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA028901	Approved		Supported	"Plasma membrane,Cytosol"			Yes	No			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 16: Non-specific - Transcription"	"Cluster 31: Non-specific - Transcription"	"Cluster 42: Non-specific - Unknown function"	"Cluster 58: Macrophages - Innate immune response"		"Plasma membrane, Cytosol"		"HPA028901: AB_10602227"	"unprognostic (2.17e-2)"	"unprognostic (3.48e-2)"	"unprognostic (5.33e-1)"	"unprognostic (1.40e-1)"	"unprognostic (1.50e-1)"	"unprognostic (5.51e-2)"	"unprognostic (1.59e-3)"	"unprognostic (3.88e-1)"	"unprognostic (7.69e-3)"	"unprognostic (1.89e-1)"	"unprognostic (3.59e-2)"	"unprognostic (3.21e-2)"	"unprognostic (3.21e-2)"	"unprognostic (2.49e-2)"	"unprognostic (7.15e-2)"	"unprognostic (2.16e-2)"	"unprognostic (5.20e-2)"
ALKBH5	"FLJ20308, OFOXD1"	ENSG00000091542	"AlkB homolog 5, RNA demethylase"	Q6P6C2	17	18183078-18209954	"Enzymes, Predicted intracellular proteins"	"Differentiation, Spermatogenesis"	"Dioxygenase, Oxidoreductase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 228.2"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes, Testis - Spermatogonia, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA007196	Approved		Approved	"Nucleoplasm,Golgi apparatus,Cytosol"			NA	NA			"Cluster 45: Eosinophils - Unknown function"	"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 27: Non-specific - Mixed function"	"Cluster 42: Non-specific - Unknown function"	"Cluster 80: Non-specific - Transcription"		"Nucleoplasm, Cytosol"	"Golgi apparatus"	"HPA007196: AB_1850461"	"unprognostic (1.07e-1)"	"unprognostic (1.51e-1)"	"unprognostic (2.23e-2)"	"unprognostic (1.48e-2)"	"unprognostic (1.80e-2)"	"unprognostic (1.24e-1)"	"unprognostic (2.23e-1)"	"unprognostic (2.64e-1)"	"unprognostic (1.34e-1)"	"unprognostic (1.94e-2)"	"prognostic favorable (3.75e-4)"	"unprognostic (6.54e-2)"	"unprognostic (3.99e-2)"	"unprognostic (2.88e-2)"	"unprognostic (3.22e-2)"	"unprognostic (4.68e-3)"	"prognostic unfavorable (5.69e-4)"
ANKFY1	"ANKHZN, BTBD23, KIAA1255, RANK-5, ZFYVE14"	ENSG00000185722	"Ankyrin repeat and FYVE domain containing 1"	Q9P2R3	17	4163821-4263995	"Plasma proteins, Predicted intracellular proteins"	Endocytosis			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA024513, HPA024522, HPA065849"	Approved		Enhanced	Endosomes			NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 40: Non-specific - Transcription"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 42: Non-specific - Unknown function"	"Cluster 58: Macrophages - Innate immune response"	4	Endosomes		"HPA024513: AB_1844830, HPA024522: AB_10601453, HPA065849: AB_2685567"	"unprognostic (4.57e-3)"	"unprognostic (1.25e-1)"	"unprognostic (1.26e-1)"	"unprognostic (9.07e-2)"	"unprognostic (1.74e-1)"	"unprognostic (1.42e-3)"	"unprognostic (1.13e-1)"	"unprognostic (7.77e-2)"	"unprognostic (1.08e-1)"	"unprognostic (4.14e-2)"	"unprognostic (7.83e-2)"	"unprognostic (2.55e-2)"	"unprognostic (4.76e-3)"	"unprognostic (2.11e-1)"	"unprognostic (2.50e-1)"	"unprognostic (1.80e-1)"	"unprognostic (2.05e-1)"
ATPAF2	"ATP12, Atp12p, LP3663, MGC29736"	ENSG00000171953	"ATP synthase mitochondrial F1 complex assembly factor 2"	Q8N5M1	17	17977409-18039209	"Disease related genes, Human disease related genes, Predicted intracellular proteins"		Chaperone	"Disease variant, Primary mitochondrial disease"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"testis cancer: 96.0"	"Heart muscle - Cardiomyocytes, Skin - Keratinocyte (other), Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA023329, HPA059422"	Supported		Enhanced	Cytosol			No	No			"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 35: Non-specific - Mitochondria"	"Cluster 25: Non-specific - Transcription"	"Cluster 42: Non-specific - Unknown function"	"Cluster 39: Non-specific - Basic cellular processes"	57	Cytosol		"HPA023329: AB_1845209, HPA059422: AB_2684011"	"unprognostic (3.16e-2)"	"unprognostic (1.98e-2)"	"unprognostic (4.40e-2)"	"prognostic favorable (4.95e-4)"	"unprognostic (1.82e-1)"	"unprognostic (1.27e-1)"	"unprognostic (1.22e-1)"	"unprognostic (1.31e-1)"	"unprognostic (1.07e-1)"	"unprognostic (1.55e-1)"	"unprognostic (2.70e-3)"	"unprognostic (1.67e-2)"	"prognostic favorable (6.00e-5)"	"unprognostic (1.32e-1)"	"unprognostic (2.53e-1)"	"unprognostic (5.15e-1)"	"unprognostic (2.62e-2)"
AURKB	"Aik2, AIM-1, ARK2, AurB, IPL1, PPP1R48, STK12, STK5"	ENSG00000178999	"Aurora kinase B"	Q96GD4	17	8204733-8210600	"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Cell cycle, Cell division, Mitosis"	"Kinase, Serine/threonine-protein kinase, Transferase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 43.5;lymphoid tissue: 58.5"	"Group enriched"	"Detected in many"	4	"Cytotrophoblasts: 43.9;Erythroid cells: 67.8;Extravillous trophoblasts: 91.8;Hofbauer cells: 24.0;Plasma cells: 25.9;Undifferentiated cells: 41.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in single"			"Immune cell enhanced"	"Detected in some"		"T-reg: 7.9"	"Group enriched"	"Detected in many"	6	"B-cells: 2.5;T-cells: 7.9"	"Low cancer specificity"	"Detected in all"			"Colon - Mitotic cells (Colon), Heart muscle - Mitotic cells (Heart), Lung - Mitotic cells (Lung), Skin - Mitotic cells (Skin), Stomach - Mitotic cells (Stomach), Thyroid - Mitotic cells (Thyroid)"	"Group enriched"	"Detected in some"	5	"basal ganglia: 1.3;white matter: 4.0"	"Low region specificity"	"Detected in all"			"CAB005862, HPA037708"	Enhanced		Enhanced	Nucleoplasm,Midbody			Yes	Yes			"Cluster 16: Non-specific - Cell proliferation"	"Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation"	"Cluster 25: Non-specific - Transcription"	"Cluster 42: Non-specific - Unknown function"	"Cluster 52: Non-specific - Cell proliferation"	17	Nucleoplasm	Midbody	"CAB005862: AB_449204, HPA037708: AB_2675623"	"unprognostic (4.76e-2)"	"unprognostic (3.61e-3)"	"unprognostic (2.25e-1)"	"unprognostic (3.14e-2)"	"unprognostic (2.27e-1)"	"unprognostic (6.05e-2)"	"prognostic unfavorable (1.24e-4)"	"unprognostic (1.99e-3)"	"unprognostic (9.41e-3)"	"unprognostic (3.47e-2)"	"unprognostic (4.61e-3)"	"unprognostic (1.01e-2)"	"prognostic unfavorable (0.00e+0)"	"unprognostic (7.77e-2)"	"unprognostic (2.93e-1)"	"unprognostic (6.76e-2)"	"unprognostic (3.77e-1)"
BORCS6	"C17orf59, FLJ20014"	ENSG00000196544	"BLOC-1 related complex subunit 6"	Q96GS4	17	8188345-8190180	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA045415, HPA060791"	Uncertain		Approved	"Golgi apparatus,Vesicles"			NA	NA		11000	"Cluster 45: Eosinophils - Unknown function"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 18: Non-specific - Mixed function"	"Cluster 42: Non-specific - Unknown function"	"Cluster 57: Platelets - Hemostasis"	30	"Golgi apparatus, Vesicles"		"HPA045415: AB_10964575, HPA060791: AB_2684367"	"unprognostic (2.11e-1)"	"unprognostic (7.22e-3)"	"unprognostic (3.25e-2)"	"prognostic favorable (2.78e-4)"	"unprognostic (3.84e-2)"	"unprognostic (9.91e-3)"	"unprognostic (7.51e-2)"	"unprognostic (1.15e-1)"	"unprognostic (1.61e-2)"	"unprognostic (6.93e-2)"	"prognostic favorable (2.60e-4)"	"unprognostic (2.69e-1)"	"unprognostic (2.22e-3)"	"unprognostic (2.18e-2)"	"unprognostic (4.38e-2)"	"unprognostic (3.28e-1)"	"unprognostic (3.10e-2)"
C17orf49	"BAP18, HEPIS, MGC49942"	ENSG00000258315	"Chromosome 17 open reading frame 49"	Q8IXM2	17	7014495-7017525	"Predicted intracellular proteins"		"Chromatin regulator, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Langerhans cells: 32.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA022961, HPA024457"	Supported		Uncertain	Nucleoplasm,Cytosol			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 27: Non-specific - Mixed function"	"Cluster 42: Non-specific - Unknown function"	"Cluster 15: Non-specific - Mixed function"	6	Nucleoplasm	Cytosol	"HPA022961: AB_1845592, HPA024457: AB_1845593"	"unprognostic (1.48e-2)"	"unprognostic (1.67e-3)"	"unprognostic (9.09e-2)"	"unprognostic (5.15e-2)"	"unprognostic (4.54e-1)"	"unprognostic (3.27e-2)"	"unprognostic (2.38e-1)"	"unprognostic (7.62e-2)"	"unprognostic (2.27e-2)"	"unprognostic (4.06e-2)"	"unprognostic (2.25e-2)"	"unprognostic (1.49e-2)"	"unprognostic (1.06e-9)"	"unprognostic (5.68e-2)"	"unprognostic (1.74e-1)"	"unprognostic (1.41e-2)"	"unprognostic (4.62e-2)"
C17orf97	"LIAT1, LOC400566"	ENSG00000187624	"Chromosome 17 open reading frame 97"	Q6ZQX7	17	410325-431062	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	6	"testis: 57.2"	"Group enriched"	"Detected in many"	7	"Early spermatids: 445.3;Late spermatids: 1252.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Lung - Respiratory ciliated cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA023583	Approved		Approved	Nucleoli,Cytosol			NA	NA			"Cluster 22: Eosinophils - Transcription"	"Cluster 44: Testis - Spermatogenesis"	"Cluster 17: Choroid plexus - Cilium"	"Cluster 42: Non-specific - Unknown function"	"Cluster 36: Late spermatids - Unknown function"		Nucleoli	Cytosol	"HPA023583: AB_1853122"	"unprognostic (6.62e-2)"	"unprognostic (9.12e-3)"	"unprognostic (2.64e-1)"	"unprognostic (3.07e-3)"	"unprognostic (7.73e-2)"	"unprognostic (6.51e-2)"	"unprognostic (6.91e-2)"	"unprognostic (3.17e-2)"	"unprognostic (1.82e-1)"	"unprognostic (1.11e-1)"	"unprognostic (5.12e-2)"	"unprognostic (8.07e-2)"	"unprognostic (1.98e-3)"	"unprognostic (7.70e-3)"	"unprognostic (2.90e-1)"	"unprognostic (2.84e-2)"	"unprognostic (4.19e-2)"
