Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
AAMDC	"C11orf67, CK067, FLJ21035, PTD015"	ENSG00000087884	"Adipogenesis associated Mth938 domain containing"	Q9H7C9	11	77821109-77918432	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 640.1"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"basophil: 144.6"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes, Lung - Fibroblast_1, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes, Skin - Keratinocyte (other)"	"Low region specificity"	"Detected in all"			"Not detected"	"Not detected"			"HPA037918, HPA037919"	Enhanced		Approved	Nucleoplasm,Cytosol			NA	NA			"Cluster 42: Non-specific - Vesicular transport"	"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 30: White matter - Myelination"	"Cluster 24: Non-specific - Unknown function"	"Cluster 3: Basal prostatic cells - Lipid metabolism"	6	Nucleoplasm	Cytosol	"HPA037918: AB_2675737, HPA037919: AB_2675738"	"unprognostic (3.10e-2)"	"unprognostic (9.04e-3)"	"unprognostic (6.02e-2)"	"unprognostic (4.67e-1)"	"unprognostic (1.27e-1)"	"unprognostic (3.51e-2)"	"unprognostic (3.00e-1)"	"unprognostic (1.44e-1)"	"unprognostic (1.08e-1)"	"unprognostic (1.07e-2)"	"unprognostic (1.23e-1)"	"unprognostic (7.08e-2)"	"unprognostic (1.90e-1)"	"unprognostic (2.08e-1)"	"unprognostic (1.35e-1)"	"unprognostic (1.37e-1)"	"unprognostic (3.84e-2)"
AASDHPPT	"AASD-PPT, ACPS, CGI-80, LYS5"	ENSG00000149313	"Aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"	Q9NRN7	11	106075501-106098699	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		Transferase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Early spermatids: 396.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA026687	Approved						NA	NA			"Cluster 1: T-cells - Unknown function"	"Cluster 3: Non-specific - Unknown function"	"Cluster 34: Non-specific - Mixed function"	"Cluster 24: Non-specific - Unknown function"	"Cluster 21: Early spermatids - Spermatogenesis"	5			"HPA026687: AB_1844414"	"unprognostic (1.96e-2)"	"unprognostic (4.40e-1)"	"unprognostic (8.71e-3)"	"unprognostic (2.12e-1)"	"unprognostic (1.11e-1)"	"unprognostic (9.04e-3)"	"unprognostic (2.82e-3)"	"unprognostic (1.41e-1)"	"unprognostic (2.44e-2)"	"unprognostic (7.92e-2)"	"unprognostic (2.09e-1)"	"unprognostic (1.32e-1)"	"prognostic favorable (4.27e-4)"	"unprognostic (2.13e-1)"	"unprognostic (2.15e-1)"	"unprognostic (1.19e-1)"	"unprognostic (1.43e-1)"
ABTB1	"BPOZ, Btb3, BTBD21, EF1ABP"	ENSG00000114626	"Ankyrin repeat and BTB domain containing 1"	Q969K4	3	127672935-127680926	"Predicted intracellular proteins"	"Protein biosynthesis"	"Elongation factor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in all"	5	"neutrophil: 825.0"	"Lineage enriched"	"Detected in all"	13	"granulocytes: 825.0"	"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA035022, HPA035023"	Uncertain		Supported	Nucleoli,Cytosol			NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 65: Cerebellum - Nervous system development"	"Cluster 34: Non-specific - Mixed function"	"Cluster 24: Non-specific - Unknown function"	"Cluster 74: Neutrophils - Degranulation"	4	Cytosol	Nucleoli	"HPA035022: AB_10669998, HPA035023: AB_10602104"	"unprognostic (6.76e-2)"	"unprognostic (9.18e-3)"	"unprognostic (2.11e-2)"	"unprognostic (6.34e-2)"	"unprognostic (6.51e-2)"	"unprognostic (2.00e-3)"	"unprognostic (4.43e-2)"	"unprognostic (2.12e-2)"	"unprognostic (9.81e-2)"	"unprognostic (4.48e-3)"	"unprognostic (4.55e-3)"	"unprognostic (2.86e-1)"	"prognostic unfavorable (1.13e-4)"	"unprognostic (2.88e-1)"	"unprognostic (1.81e-2)"	"unprognostic (3.98e-2)"	"unprognostic (7.92e-3)"
ACAD8		ENSG00000151498	"Acyl-CoA dehydrogenase family member 8"	Q9UKU7	11	134253548-134265855	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"	"Branched-chain amino acid catabolism, Transcription, Transcription regulation"	"Activator, Oxidoreductase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Proximal tubular cells: 54.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Breast - Breast glandular cells, Heart muscle - Cardiomyocytes, Skin - Sebaceous gland cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA040689, HPA043903"	Enhanced						NA	NA			"Cluster 42: Non-specific - Vesicular transport"	"Cluster 23: Non-specific - Cellular respiration"	"Cluster 21: Non-specific - Metabolism"	"Cluster 24: Non-specific - Unknown function"	"Cluster 39: Non-specific - Basic cellular processes"				"HPA040689: AB_2677080, HPA043903: AB_2678724"	"unprognostic (5.00e-2)"	"unprognostic (2.40e-2)"	"prognostic favorable (7.62e-4)"	"unprognostic (7.57e-3)"	"unprognostic (9.83e-2)"	"prognostic favorable (6.19e-4)"	"unprognostic (2.53e-1)"	"prognostic favorable (2.38e-4)"	"unprognostic (4.10e-2)"	"unprognostic (2.84e-1)"	"unprognostic (7.81e-3)"	"unprognostic (2.16e-1)"	"prognostic favorable (6.42e-10)"	"unprognostic (1.08e-1)"	"unprognostic (1.17e-2)"	"unprognostic (4.02e-2)"	"unprognostic (1.03e-2)"
ACAT1	"ACAT, THIL"	ENSG00000075239	"Acetyl-CoA acetyltransferase 1"	P24752	11	108116695-108147603	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Fatty acid metabolism, Lipid metabolism"	"Acyltransferase, Transferase"	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 599.8;liver: 939.5"	"Cell type enhanced"	"Detected in all"		"Cardiomyocytes: 814.6;Distal tubular cells: 556.3;Hepatocytes: 776.1;Proximal tubular cells: 1447.9"	"Low cancer specificity"	"Detected in all"			"Region enriched"	"Detected in all"	4	"choroid plexus: 124.0"	"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skeletal muscle - Skeletal myocytes, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA004428, HPA007569"	Enhanced		Enhanced	Mitochondria			NA	NA		1400000	"Cluster 33: Non-specific - ATP binding"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 21: Non-specific - Metabolism"	"Cluster 24: Non-specific - Unknown function"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"		Mitochondria		"HPA004428: AB_1078088, HPA007569: AB_1844482"	"unprognostic (3.70e-3)"	"unprognostic (2.23e-2)"	"unprognostic (7.84e-3)"	"unprognostic (4.65e-2)"	"unprognostic (3.05e-2)"	"unprognostic (1.12e-1)"	"prognostic favorable (1.43e-5)"	"unprognostic (3.59e-3)"	"unprognostic (1.26e-1)"	"unprognostic (5.20e-2)"	"unprognostic (2.64e-2)"	"unprognostic (1.13e-2)"	"prognostic favorable (0.00e+0)"	"unprognostic (1.96e-1)"	"unprognostic (1.68e-1)"	"unprognostic (8.06e-2)"	"unprognostic (6.62e-3)"
ACER3	"APHC, FLJ11238, PHCA"	ENSG00000078124	"Alkaline ceramidase 3"	Q9NUN7	11	76860859-77026797	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"	"Lipid metabolism, Sphingolipid metabolism"	Hydrolase	"Disease variant, Leukodystrophy"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"granulocytes: 182.8;Oligodendrocyte precursor cells: 149.5;Oligodendrocytes: 311.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Breast - Adipocytes (Breast), Skeletal muscle - Endothelial cells, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA070087	Approved						NA	NA			"Cluster 29: Non-specific - Unknown function"	"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 24: Non-specific - Unknown function"	"Cluster 58: Macrophages - Innate immune response"				"HPA070087: AB_2732147"	"unprognostic (1.32e-1)"	"unprognostic (1.51e-1)"	"unprognostic (9.54e-3)"	"unprognostic (1.37e-1)"	"unprognostic (4.06e-2)"	"unprognostic (1.34e-1)"	"prognostic unfavorable (2.49e-4)"	"unprognostic (7.13e-2)"	"unprognostic (2.35e-3)"	"unprognostic (8.45e-3)"	"unprognostic (1.30e-1)"	"unprognostic (3.68e-3)"	"prognostic unfavorable (2.73e-4)"	"unprognostic (5.24e-2)"	"unprognostic (3.37e-1)"	"unprognostic (9.88e-2)"	"unprognostic (7.97e-2)"
AIP	"ARA9, FKBP16, FKBP37, XAP2"	ENSG00000110711	"Aryl hydrocarbon receptor interacting protein"	O00170	11	67468174-67491154	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"			"Cushing syndrome"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB033674, HPA050217, CAB069477"	Approved		Supported	Cytosol			NA	NA		13000	"Cluster 5: Non-specific - Cell proliferation"	"Cluster 66: Non-specific - Transcription"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 24: Non-specific - Unknown function"	"Cluster 15: Non-specific - Mixed function"	5	Cytosol		"CAB033674: AB_2224981, CAB069477: AB_10002466, HPA050217: AB_2681055"	"unprognostic (2.59e-1)"	"unprognostic (1.43e-2)"	"prognostic unfavorable (1.93e-4)"	"unprognostic (8.15e-2)"	"unprognostic (9.54e-2)"	"unprognostic (4.02e-2)"	"unprognostic (2.17e-2)"	"unprognostic (1.14e-1)"	"unprognostic (6.19e-3)"	"unprognostic (2.18e-1)"	"unprognostic (9.75e-2)"	"unprognostic (1.16e-1)"	"unprognostic (5.28e-2)"	"unprognostic (3.10e-1)"	"unprognostic (2.70e-1)"	"unprognostic (2.40e-2)"	"unprognostic (9.45e-2)"
AKIP1	"BCA3, C11orf17"	ENSG00000166452	"A-kinase interacting protein 1"	Q9NQ31	11	8911139-8920084	"Predicted intracellular proteins"			Proto-oncogene	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipose progenitor cells, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA061391			Supported	Nucleoplasm			NA	NA			"Cluster 13: Non-specific - Mitochondria"	"Cluster 79: Non-specific - Transcription"	"Cluster 46: Brainstem - Mixed function"	"Cluster 24: Non-specific - Unknown function"	"Cluster 39: Non-specific - Basic cellular processes"	4	Nucleoplasm		"HPA061391: AB_2684499"	"unprognostic (7.79e-3)"	"unprognostic (5.65e-2)"	"unprognostic (1.60e-1)"	"prognostic favorable (5.15e-4)"	"unprognostic (6.58e-2)"	"unprognostic (7.81e-2)"	"prognostic unfavorable (6.24e-9)"	"unprognostic (1.03e-1)"	"unprognostic (5.97e-2)"	"unprognostic (5.77e-2)"	"unprognostic (6.63e-2)"	"unprognostic (8.88e-2)"	"unprognostic (6.74e-3)"	"unprognostic (1.15e-2)"	"unprognostic (1.64e-1)"	"unprognostic (1.71e-3)"	"unprognostic (1.19e-1)"
ALG8	MGC2840	ENSG00000159063	"ALG8 alpha-1,3-glucosyltransferase"	Q9BVK2	11	78095244-78139660	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"		"Glycosyltransferase, Transferase"	"Congenital disorder of glycosylation, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Spermatocytes: 100.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Liver - Hepatocytes, Testis - Early spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA051898	Approved		Approved	Nucleoplasm			NA	NA			"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 63: Testis - Spermatid development"	"Cluster 50: Non-specific - Nucleic acid binding"	"Cluster 24: Non-specific - Unknown function"	"Cluster 77: Plasma cells - Protein processing"	8	Nucleoplasm		"HPA051898: AB_2681656"	"unprognostic (1.37e-1)"	"unprognostic (9.24e-2)"	"unprognostic (4.60e-2)"	"unprognostic (2.69e-2)"	"unprognostic (2.65e-1)"	"unprognostic (6.49e-2)"	"unprognostic (5.38e-3)"	"unprognostic (5.91e-2)"	"unprognostic (1.39e-1)"	"unprognostic (1.10e-3)"	"unprognostic (5.29e-2)"	"unprognostic (1.20e-1)"	"unprognostic (1.35e-2)"	"unprognostic (1.19e-1)"	"unprognostic (2.34e-1)"	"unprognostic (3.78e-2)"	"unprognostic (6.37e-2)"
ALG9	DIBD1	ENSG00000086848	"ALG9 alpha-1,2-mannosyltransferase"	Q9H6U8	11	111782195-111871581	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"		"Glycosyltransferase, Transferase"	"Congenital disorder of glycosylation, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 25.7;Inhibitory neurons: 30.5;Oligodendrocytes: 29.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA038575	Approved		Approved	"Endoplasmic reticulum"			NA	NA			"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 15: Pancreas - Proteolysis"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 24: Non-specific - Unknown function"	"Cluster 77: Plasma cells - Protein processing"		"Endoplasmic reticulum"		"HPA038575: AB_10672718"	"unprognostic (1.48e-1)"	"unprognostic (5.39e-2)"	"unprognostic (6.22e-2)"	"unprognostic (5.34e-3)"	"unprognostic (8.72e-2)"	"unprognostic (2.90e-1)"	"unprognostic (2.43e-2)"	"unprognostic (1.04e-2)"	"unprognostic (7.07e-3)"	"unprognostic (5.11e-2)"	"unprognostic (8.75e-3)"	"unprognostic (1.52e-2)"	"prognostic unfavorable (7.29e-5)"	"unprognostic (9.15e-2)"	"unprognostic (7.76e-2)"	"unprognostic (4.20e-2)"	"unprognostic (1.10e-2)"
