Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABHD13	"bA153I24.2, BEM46L1, C13orf6, FLJ14906"	ENSG00000139826	"Abhydrolase domain containing 13"	Q7L211	13	108218392-108234243	"Predicted membrane proteins"		Hydrolase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA032143, HPA032144"	Approved		Approved	Cytosol			NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 40: Non-specific - Transcription"	"Cluster 31: Non-specific - Transcription"	"Cluster 19: Non-specific - Unknown function"	"Cluster 39: Non-specific - Basic cellular processes"		Cytosol		"HPA032143: AB_2674178, HPA032144: AB_10602304"	"unprognostic (2.69e-1)"	"unprognostic (2.81e-1)"	"unprognostic (1.36e-2)"	"unprognostic (2.91e-2)"	"unprognostic (8.36e-2)"	"unprognostic (1.48e-2)"	"unprognostic (1.99e-1)"	"unprognostic (2.63e-1)"	"unprognostic (8.75e-2)"	"unprognostic (1.79e-1)"	"unprognostic (1.92e-1)"	"unprognostic (6.21e-2)"	"unprognostic (1.14e-1)"	"unprognostic (2.73e-2)"	"unprognostic (1.61e-1)"	"unprognostic (1.14e-1)"	"unprognostic (5.62e-2)"
AKAP11	"AKAP220, DKFZp781I12161, FLJ11304, KIAA0629, PPP1R44, PRKA11"	ENSG00000023516	"A-kinase anchoring protein 11"	Q9UKA4	13	42272152-42323261	"Plasma proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA039089	Enhanced		Approved	"Nucleoli,Plasma membrane,Cytosol"			NA	NA			"Cluster 32: Basophils - Transcription"	"Cluster 17: Neuronal - Synaptic function"	"Cluster 14: Neurons - Synaptic function"	"Cluster 19: Non-specific - Unknown function"	"Cluster 55: Non-specific - Transcription"	1	"Nucleoli, Plasma membrane, Cytosol"		"HPA039089: AB_10674279"	"unprognostic (6.43e-2)"	"prognostic unfavorable (9.26e-4)"	"unprognostic (4.91e-1)"	"unprognostic (6.89e-2)"	"unprognostic (1.92e-1)"	"unprognostic (7.34e-2)"	"unprognostic (1.16e-1)"	"unprognostic (1.83e-1)"	"unprognostic (7.91e-2)"	"unprognostic (2.15e-3)"	"unprognostic (3.02e-2)"	"unprognostic (1.35e-1)"	"unprognostic (7.49e-3)"	"unprognostic (7.44e-2)"	"unprognostic (1.49e-1)"	"unprognostic (6.02e-2)"	"unprognostic (1.10e-1)"
ALG11	"CDG1P, KIAA0266"	ENSG00000253710	"ALG11 alpha-1,2-mannosyltransferase"	Q2TAA5	13	52012391-52079232	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"		"Glycosyltransferase, Transferase"	"Congenital disorder of glycosylation, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA047214	Approved						NA	NA			"Cluster 41: Basophils - Unknown function"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 9: Non-specific - Receptor signaling"	"Cluster 19: Non-specific - Unknown function"	"Cluster 49: Non-specific - Transcription"				"HPA047214: AB_10961640"	"unprognostic (9.21e-2)"	"unprognostic (1.31e-3)"	"unprognostic (2.02e-1)"	"unprognostic (4.18e-2)"	"unprognostic (2.21e-2)"	"unprognostic (3.04e-2)"	"unprognostic (9.15e-3)"	"unprognostic (1.69e-1)"	"unprognostic (2.28e-1)"	"unprognostic (8.97e-3)"	"unprognostic (8.89e-3)"	"unprognostic (7.47e-2)"	"unprognostic (2.30e-4)"	"unprognostic (1.87e-2)"	"unprognostic (1.60e-1)"	"unprognostic (6.03e-2)"	"unprognostic (9.71e-3)"
ALG5	bA421P11.2	ENSG00000120697	"ALG5 dolichyl-phosphate beta-glucosyltransferase"	Q9Y673	13	36949738-37000763	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"		"Glycosyltransferase, Transferase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA007989	Approved		Approved	Cytosol			No	No			"Cluster 13: Non-specific - Mitochondria"	"Cluster 68: Non-specific - Protein processing"	"Cluster 21: Non-specific - Metabolism"	"Cluster 19: Non-specific - Unknown function"	"Cluster 77: Plasma cells - Protein processing"		Cytosol		"HPA007989: AB_1078132"	"unprognostic (1.87e-1)"	"unprognostic (1.73e-2)"	"unprognostic (6.07e-2)"	"unprognostic (1.05e-3)"	"unprognostic (3.01e-1)"	"prognostic unfavorable (2.11e-4)"	"unprognostic (1.57e-2)"	"unprognostic (5.82e-2)"	"unprognostic (5.21e-2)"	"unprognostic (7.46e-2)"	"unprognostic (3.51e-2)"	"unprognostic (3.30e-1)"	"prognostic favorable (1.40e-5)"	"unprognostic (7.44e-2)"	"unprognostic (1.66e-1)"	"unprognostic (7.14e-3)"	"unprognostic (1.86e-1)"
ANKRD10	FLJ20093	ENSG00000088448	"Ankyrin repeat domain 10"	Q9NXR5	13	110878540-110915069	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Skin - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB034211, HPA038878, HPA038879"	Uncertain		Supported	Nucleoplasm			NA	NA			"Cluster 24: Non-specific - Transcription"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 30: White matter - Myelination"	"Cluster 19: Non-specific - Unknown function"	"Cluster 80: Non-specific - Transcription"	1	Nucleoplasm		"CAB034211: AB_2058024, HPA038878: AB_2676252, HPA038879: AB_2676253"	"unprognostic (3.29e-2)"	"unprognostic (2.38e-1)"	"unprognostic (9.26e-2)"	"unprognostic (1.06e-1)"	"unprognostic (2.89e-3)"	"unprognostic (2.49e-1)"	"unprognostic (4.97e-3)"	"unprognostic (9.60e-2)"	"unprognostic (1.16e-1)"	"unprognostic (2.61e-1)"	"unprognostic (1.16e-1)"	"unprognostic (2.92e-2)"	"prognostic unfavorable (1.25e-6)"	"unprognostic (1.95e-1)"	"unprognostic (2.68e-1)"	"unprognostic (8.32e-2)"	"prognostic favorable (6.41e-6)"
ARGLU1	FLJ10154	ENSG00000134884	"Arginine and glutamate rich 1"	Q9NWB6	13	106541673-106568137	"Predicted intracellular proteins"	"Transcription, Transcription regulation"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA034962, HPA056792"	Supported		Enhanced	Nucleoplasm,Mitochondria,Cytosol			No	No			"Cluster 22: Eosinophils - Transcription"	"Cluster 66: Non-specific - Transcription"	"Cluster 34: Non-specific - Mixed function"	"Cluster 19: Non-specific - Unknown function"	"Cluster 55: Non-specific - Transcription"	3	Nucleoplasm	"Mitochondria, Cytosol"	"HPA034962: AB_10611676, HPA056792: AB_2683236"	"unprognostic (1.66e-2)"	"unprognostic (3.10e-2)"	"unprognostic (2.24e-1)"	"unprognostic (2.82e-1)"	"unprognostic (3.97e-2)"	"unprognostic (3.00e-2)"	"unprognostic (1.11e-3)"	"unprognostic (3.21e-2)"	"unprognostic (9.00e-2)"	"unprognostic (1.52e-1)"	"prognostic favorable (3.92e-5)"	"unprognostic (1.43e-3)"	"prognostic unfavorable (1.09e-4)"	"unprognostic (2.91e-3)"	"unprognostic (2.65e-1)"	"unprognostic (2.87e-1)"	"prognostic favorable (7.34e-5)"
ARHGEF7	"BETA-PIX, COOL1, DKFZp686C12170, DKFZp761K1021, KIAA0142, Nbla10314, P50, P50BP, P85, P85COOL1, P85SPR, PAK3, PIXB"	ENSG00000102606	"Rho guanine nucleotide exchange factor 7"	Q14155	13	111114559-111305737	"Predicted intracellular proteins"	Neurogenesis	"Guanine-nucleotide releasing factor"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 270.7;Inhibitory neurons: 182.1;Oligodendrocyte precursor cells: 158.9;Oligodendrocytes: 250.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA004744	Approved						NA	NA			"Cluster 22: Eosinophils - Transcription"	"Cluster 65: Cerebellum - Nervous system development"	"Cluster 34: Non-specific - Mixed function"	"Cluster 19: Non-specific - Unknown function"	"Cluster 48: Smooth muscle cells - Signal transduction"	14			"HPA004744: AB_1845332"	"unprognostic (1.84e-1)"	"unprognostic (1.74e-2)"	"unprognostic (2.07e-1)"	"unprognostic (2.46e-1)"	"prognostic favorable (8.30e-4)"	"unprognostic (1.62e-1)"	"unprognostic (2.60e-2)"	"unprognostic (1.29e-1)"	"unprognostic (9.11e-2)"	"unprognostic (7.34e-3)"	"unprognostic (1.73e-2)"	"unprognostic (4.54e-2)"	"unprognostic (4.22e-2)"	"unprognostic (1.19e-1)"	"unprognostic (5.76e-2)"	"unprognostic (6.84e-2)"	"unprognostic (1.40e-3)"
BORA	"C13orf34, FLJ22624"	ENSG00000136122	"BORA aurora kinase A activator"	Q6PGQ7	13	72727749-72756198	"Predicted intracellular proteins"	"Cell cycle, Cell division, Mitosis"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Early spermatids: 18.7;Extravillous trophoblasts: 11.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Stomach - Mitotic cells (Stomach), Testis - Early spermatids"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			HPA040866	Approved		Approved	"Nucleoplasm,Nucleoli fibrillar center,Cytosol"			NA	Yes			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 36: Lymphoid tissue - Cytokine signaling"	"Cluster 50: Non-specific - Nucleic acid binding"	"Cluster 19: Non-specific - Unknown function"	"Cluster 70: Spermatocytes & Spermatids - Spermatid development"	2	"Nucleoplasm, Nucleoli fibrillar center"	Cytosol	"HPA040866: AB_10794868"	"unprognostic (9.93e-2)"	"unprognostic (7.18e-2)"	"unprognostic (4.57e-2)"	"unprognostic (7.09e-2)"	"unprognostic (1.49e-1)"	"unprognostic (1.47e-2)"	"unprognostic (1.37e-4)"	"unprognostic (2.65e-2)"	"unprognostic (2.82e-3)"	"unprognostic (6.18e-2)"	"unprognostic (1.08e-2)"	"unprognostic (2.11e-2)"	"unprognostic (5.32e-12)"	"unprognostic (7.04e-3)"	"unprognostic (2.88e-1)"	"unprognostic (9.93e-2)"	"unprognostic (2.28e-2)"
BRCA2	"BRCC2, FACD, FAD, FAD1, FANCD, FANCD1, XRCC11"	ENSG00000139618	"BRCA2 DNA repair associated"	P51587	13	32315086-32400268	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Cell cycle, DNA damage, DNA recombination, DNA repair"	DNA-binding	"Cancer-related genes, Disease variant, Fanconi anemia, Tumor suppressor"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 5.4;lymphoid tissue: 4.4;testis: 3.0"	"Cell type enhanced"	"Detected in many"		"dendritic cells: 46.9;Oocytes: 46.3;Spermatocytes: 124.1;Spermatogonia: 72.9"	"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Macrophages, Colon - Mitotic cells (Colon), Lung - Mitotic cells (Lung), Skin - Mitotic cells (Skin), Stomach - Mitotic cells (Stomach), Testis - Spermatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA026815	Uncertain		Supported	Nucleoplasm,Cytosol			Yes	No			"Cluster 13: Non-specific - Mitochondria"	"Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation"		"Cluster 19: Non-specific - Unknown function"	"Cluster 52: Non-specific - Cell proliferation"	11	Nucleoplasm	Cytosol	"HPA026815: AB_10602692"	"unprognostic (9.36e-2)"	"unprognostic (2.50e-1)"	"unprognostic (4.50e-3)"	"unprognostic (1.06e-2)"	"unprognostic (5.40e-2)"	"unprognostic (2.26e-2)"	"unprognostic (1.37e-2)"	"unprognostic (1.15e-1)"	"unprognostic (1.60e-2)"	"unprognostic (2.01e-1)"	"unprognostic (6.97e-3)"	"unprognostic (4.06e-2)"	"unprognostic (3.07e-9)"	"unprognostic (2.36e-2)"	"unprognostic (1.18e-1)"	"unprognostic (1.88e-1)"	"unprognostic (1.32e-1)"
C11orf42	MGC34805	ENSG00000180878	"Chromosome 11 open reading frame 42"	Q8N5U0	11	6205557-6211135	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	16	"testis: 24.7"	"Cell type enriched"	"Detected in some"	11	"Late spermatids: 810.9"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA063404	Enhanced		Approved	"Nuclear membrane,Vesicles,Plasma membrane"			NA	NA				"Cluster 44: Testis - Spermatogenesis"	"Cluster 15: Non-specific - Transcription"	"Cluster 19: Non-specific - Unknown function"	"Cluster 63: Late spermatids - Spermatogenesis"		"Plasma membrane"	"Nuclear membrane, Vesicles"	"HPA063404: AB_2685006"	"unprognostic (4.79e-2)"	"unprognostic (1.83e-1)"	"unprognostic (3.18e-1)"	"unprognostic (2.56e-1)"	"unprognostic (1.39e-3)"	"unprognostic (3.49e-3)"	"unprognostic (2.05e-1)"	"unprognostic (5.39e-2)"	"unprognostic (1.26e-1)"	"unprognostic (3.50e-2)"	"unprognostic (9.30e-2)"	"unprognostic (6.47e-3)"	"unprognostic (7.02e-2)"	"unprognostic (1.09e-1)"	"unprognostic (1.56e-1)"	"unprognostic (2.07e-2)"	"unprognostic (4.74e-2)"
