Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABCA13	"FLJ33876, FLJ33951"	ENSG00000179869	"ATP binding cassette subfamily A member 13"		7	48171458-48647497	"Predicted membrane proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Tissue enriched"	"Detected in some"	15	"bone marrow: 44.1"	"Group enriched"	"Detected in some"	4	"Basal respiratory cells: 34.1;Ciliated cells: 52.9;Club cells: 21.9;Ionocytes: 67.0"	"Cancer enhanced"	"Detected in some"		"lung cancer: 2.0"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"lymphoma: 5.2"	"Lung - Respiratory ciliated cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA063601			Approved	Vesicles,Centrosome,Cytosol			NA	NA				"Cluster 6: Bone marrow - Innate immune response"	"Cluster 29: Forebrain - Mixed function"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 35: Respiratory epithelial cells - Unknown function"		Vesicles	"Centrosome, Cytosol"	"HPA063601: AB_2685057"	"unprognostic (8.97e-2)"	"unprognostic (5.82e-2)"	"unprognostic (3.18e-1)"	"unprognostic (6.48e-2)"	"unprognostic (2.65e-2)"	"unprognostic (5.59e-2)"	"unprognostic (5.19e-2)"	"unprognostic (2.33e-3)"	"unprognostic (1.90e-1)"	"unprognostic (1.86e-3)"	"unprognostic (6.03e-3)"	"unprognostic (3.26e-1)"	"unprognostic (1.89e-2)"	"unprognostic (1.99e-1)"	"unprognostic (1.25e-1)"	"unprognostic (2.04e-1)"	"unprognostic (3.62e-2)"
ABCC9	"CMD1O, SUR2"	ENSG00000069431	"ATP binding cassette subfamily C member 9"	O60706	12	21797389-21942543	"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters"	Transport	Receptor	"Atrial fibrillation, Cardiomyopathy, Disease variant, FDA approved drug targets, Intellectual disability"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 39.3"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 68.4;Cardiomyocytes: 37.0;Fibroblasts: 30.5;Hepatocytes: 83.2;Sertoli cells: 46.2;Skeletal myocytes: 53.7;Smooth muscle cells: 84.8"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Kidney - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA007279	Uncertain		Approved	Nucleoplasm,Cytosol			NA	NA				"Cluster 83: Liver - Metabolism"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 48: Smooth muscle cells - Signal transduction"		"Nucleoplasm, Cytosol"		"HPA007279: AB_1844435"	"unprognostic (4.82e-2)"	"unprognostic (3.62e-2)"	"unprognostic (5.51e-4)"	"unprognostic (1.09e-1)"	"unprognostic (1.09e-1)"	"unprognostic (8.30e-2)"	"unprognostic (3.17e-2)"	"unprognostic (1.50e-2)"	"unprognostic (2.47e-2)"	"unprognostic (8.72e-2)"	"unprognostic (2.51e-2)"	"unprognostic (3.57e-1)"	"prognostic unfavorable (1.85e-5)"	"unprognostic (2.66e-2)"	"unprognostic (1.21e-2)"	"unprognostic (3.10e-3)"	"unprognostic (8.22e-5)"
ACOT12	"Cach, STARD15, THEAL"	ENSG00000172497	"Acyl-CoA thioesterase 12"	Q8WYK0	5	81329996-81394179	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Transporters"	"Fatty acid metabolism, Lipid metabolism"	"Hydrolase, Serine esterase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	37	"liver: 97.6"	"Cell type enriched"	"Detected in some"	10	"Hepatocytes: 41.8"	"Cancer enriched"	"Detected in single"	76	"liver cancer: 13.9"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"liver cancer: 1.1"	"Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			HPA037723			Approved	"Nucleoplasm,Cytokinetic bridge,Cytosol"			Yes	NA				"Cluster 31: Liver - Plasma proteins"	"Cluster 14: Neurons - Synaptic function"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 43: Hepatocytes - Metabolism"	6	Cytosol	"Nucleoplasm, Cytokinetic bridge"	"HPA037723: AB_10672606"	"unprognostic (6.06e-2)"				"unprognostic (1.39e-1)"		"prognostic favorable (5.30e-4)"		"unprognostic (7.68e-2)"	"unprognostic (8.22e-2)"	"unprognostic (5.68e-3)"	"unprognostic (2.46e-1)"	"unprognostic (6.86e-2)"	"unprognostic (1.46e-2)"	"unprognostic (3.07e-1)"	"unprognostic (1.06e-1)"	
ADAM19	MLTNB	ENSG00000135074	"ADAM metallopeptidase domain 19"	Q9H013	5	157395534-157575775	"Plasma proteins, Predicted membrane proteins"		"Hydrolase, Metalloprotease, Protease"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"B-cells: 45.2;Cone photoreceptor cells: 51.0;dendritic cells: 63.5;Extravillous trophoblasts: 95.8;Langerhans cells: 52.2;Plasma cells: 56.4;Rod photoreceptor cells: 49.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"basophil: 128.7;eosinophil: 140.1;memory B-cell: 51.0;naive B-cell: 53.7;neutrophil: 70.8;plasmacytoid DC: 66.9"	"Group enriched"	"Detected in many"	5	"B-cells: 53.7;dendritic cells: 66.9;granulocytes: 140.1"	"Low cancer specificity"	"Detected in many"			"Prostate - Smooth muscle cells"					"Low region specificity"	"Detected in all"			HPA055537			Approved	Vesicles			NA	NA		17000	"Cluster 41: Basophils - Unknown function"	"Cluster 36: Lymphoid tissue - Cytokine signaling"	"Cluster 37: Neurons - Mixed function"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 77: Plasma cells - Protein processing"	3	Vesicles		"HPA055537: AB_2797253"	"unprognostic (4.71e-1)"	"unprognostic (1.01e-1)"	"unprognostic (1.77e-1)"	"unprognostic (4.64e-2)"	"unprognostic (1.81e-3)"	"unprognostic (2.63e-1)"	"unprognostic (2.16e-2)"	"unprognostic (1.82e-2)"	"unprognostic (1.76e-2)"	"unprognostic (2.80e-1)"	"unprognostic (1.42e-1)"	"unprognostic (1.56e-1)"	"prognostic unfavorable (3.90e-12)"	"unprognostic (1.44e-1)"	"unprognostic (4.38e-2)"	"unprognostic (2.22e-1)"	"unprognostic (1.11e-2)"
ADGRE2	"CD312, EMR2"	ENSG00000127507	"Adhesion G protein-coupled receptor E2"	Q9UHX3	19	14732392-14778560	"CD markers, Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted membrane proteins"	"Cell adhesion, Inflammatory response"	"G-protein coupled receptor, Receptor, Transducer"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 18.8"	"Cell type enhanced"	"Detected in many"		"granulocytes: 72.9;Kupffer cells: 72.1;Macrophages: 72.3;monocytes: 238.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"basophil: 70.2;eosinophil: 74.8;intermediate monocyte: 46.9;neutrophil: 55.8;non-classical monocyte: 90.2"	"Group enriched"	"Detected in many"	9	"granulocytes: 74.8;monocytes: 90.2"	"Cancer enhanced"	"Detected in many"		"Leukemia: 7.7"	"Lung - Neutrophil_2"					"Low region specificity"	"Detected in many"			HPA055200			Uncertain	Vesicles,Cytosol			NA	NA			"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 6: Non-specific - Immune response"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 29: Monocytes - Innate immune response"	18	Vesicles	Cytosol	"HPA055200: "	"unprognostic (2.46e-2)"	"unprognostic (3.58e-2)"	"unprognostic (2.21e-1)"	"unprognostic (1.66e-1)"	"unprognostic (9.10e-2)"	"unprognostic (3.58e-2)"	"unprognostic (2.77e-2)"	"unprognostic (3.88e-2)"	"unprognostic (4.28e-1)"	"unprognostic (1.22e-1)"	"unprognostic (2.32e-1)"	"unprognostic (2.70e-2)"	"prognostic unfavorable (4.35e-6)"	"unprognostic (1.46e-1)"	"unprognostic (2.45e-3)"	"unprognostic (2.50e-1)"	"unprognostic (1.01e-1)"
ADGRG3	"GPR97, Pb99, PGR26"	ENSG00000182885	"Adhesion G protein-coupled receptor G3"	Q86Y34	16	57668277-57689378	"G-protein coupled receptors, Plasma proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	5	"bone marrow: 145.6"	"Cell type enriched"	"Detected in some"	5	"Lymphatic endothelial cells: 41.8"	"Low cancer specificity"	"Detected in many"			"Region enriched"	"Detected in some"	5	"cerebral cortex: 22.7"	"Immune cell enhanced"	"Detected in some"		"eosinophil: 142.5;neutrophil: 170.3"	"Lineage enriched"	"Detected in many"	5	"granulocytes: 170.3"	"Group enriched"	"Detected in some"	9	"Leukemia: 2.4;lymphoma: 3.1"	"Adipose visceral - Neutrophils, Heart muscle - Neutrophils, Liver - Neutrophils, Lung - Neutrophil_2, Skeletal muscle - Neutrophils"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA040469	Uncertain						NA	NA		1200000	"Cluster 21: Neutrophils - Unknown function"	"Cluster 6: Bone marrow - Innate immune response"	"Cluster 12: Non-specific - Vasculature"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 74: Neutrophils - Degranulation"	9			"HPA040469: AB_10794032"	"unprognostic (4.41e-3)"	"unprognostic (3.49e-2)"	"unprognostic (1.17e-1)"	"unprognostic (1.14e-2)"	"unprognostic (8.84e-2)"	"unprognostic (1.64e-2)"	"unprognostic (1.50e-4)"	"unprognostic (5.25e-3)"	"unprognostic (1.22e-2)"	"unprognostic (2.22e-1)"	"unprognostic (1.93e-1)"	"unprognostic (1.53e-1)"	"unprognostic (2.67e-3)"	"unprognostic (4.75e-2)"	"unprognostic (3.77e-1)"	"unprognostic (1.00e-1)"	"unprognostic (2.90e-1)"
AIM2	PYHIN4	ENSG00000163568	"Absent in melanoma 2"	O14862	1	159061599-159187843	"Predicted intracellular proteins"	"DNA damage, Immunity, Inflammatory response, Innate immunity"	DNA-binding	"Tumor suppressor"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 15.1;lymphoid tissue: 50.2"	"Cell type enhanced"	"Detected in some"		"B-cells: 70.0;Early spermatids: 23.3;Late spermatids: 34.7;Plasma cells: 39.2;Schwann cells: 14.8"	"Cancer enhanced"	"Detected in many"		"cervical cancer: 15.1"	"Region enriched"	"Detected in all"	7	"choroid plexus: 19.3"	"Group enriched"	"Detected in many"	5	"memory B-cell: 146.1;naive B-cell: 64.9"	"Lineage enriched"	"Detected in many"	6	"B-cells: 146.1"	"Cancer enhanced"	"Detected in many"		"lymphoma: 47.8;Myeloma: 24.0"	"Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in many"							"HPA031365, HPA040309"	Uncertain		Supported	Nucleoplasm,Mitochondria,Cytosol			NA	NA			"Cluster 14: Non-specific - Unknown function"	"Cluster 36: Lymphoid tissue - Cytokine signaling"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 73: B-cells - B-cell function"	2	Mitochondria	"Nucleoplasm, Cytosol"	"HPA031365: AB_10601332, HPA040309: AB_2676925"	"unprognostic (6.05e-2)"	"unprognostic (7.68e-2)"	"unprognostic (4.24e-3)"	"unprognostic (2.08e-2)"	"unprognostic (6.94e-2)"	"unprognostic (3.44e-1)"	"unprognostic (3.20e-1)"	"unprognostic (1.35e-1)"	"unprognostic (4.27e-2)"	"unprognostic (1.28e-3)"	"unprognostic (7.10e-3)"	"unprognostic (1.13e-1)"	"unprognostic (1.23e-12)"	"unprognostic (1.01e-1)"	"unprognostic (3.91e-2)"	"unprognostic (2.28e-1)"	"unprognostic (2.32e-3)"
ALAS1	"ALAS, ALAS-H, ALAS3"	ENSG00000023330	"5'-aminolevulinate synthase 1"	P13196	3	52198086-52214327	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Heme biosynthesis"	"Acyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	4	"adrenal gland: 697.9;bone marrow: 174.6;liver: 532.3"	"Cell type enhanced"	"Detected in all"		"Cardiomyocytes: 155.0;granulocytes: 154.0;Hepatocytes: 267.6;Syncytiotrophoblasts: 360.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"basophil: 234.4"	"Lineage enriched"	"Detected in all"	5	"granulocytes: 234.4"	"Low cancer specificity"	"Detected in all"			"Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB017498, HPA035860"	Enhanced		Supported	Nucleoplasm,Mitochondria			NA	NA			"Cluster 46: Basophils - Proteolysis"	"Cluster 83: Liver - Metabolism"	"Cluster 12: Non-specific - Vasculature"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 43: Hepatocytes - Metabolism"	36	Mitochondria	Nucleoplasm	"CAB017498: AB_2225629, HPA035860: AB_10672992"	"unprognostic (1.17e-1)"	"unprognostic (1.65e-1)"	"unprognostic (1.50e-1)"	"unprognostic (7.09e-2)"	"unprognostic (2.33e-1)"	"unprognostic (6.21e-2)"	"prognostic favorable (1.82e-5)"	"unprognostic (3.98e-2)"	"unprognostic (1.26e-1)"	"unprognostic (2.31e-2)"	"unprognostic (9.86e-2)"	"unprognostic (5.64e-2)"	"prognostic favorable (6.06e-7)"	"unprognostic (8.45e-2)"	"unprognostic (3.91e-2)"	"unprognostic (1.07e-1)"	"unprognostic (1.75e-2)"
ALPK1	"FLJ22670, KIAA1527, Lak"	ENSG00000073331	"Alpha kinase 1"	Q96QP1	4	112285509-112442621	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Cilium biogenesis/degradation, Immunity, Innate immunity"	"Kinase, Serine/threonine-protein kinase, Transferase"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Microglial cells: 69.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"neutrophil: 18.8"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"				"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"HPA027435, HPA027443"	Approved		Approved	Centrosome			NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 29: Forebrain - Mixed function"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 74: Neutrophils - Degranulation"		Centrosome		"HPA027435: AB_10599614, HPA027443: AB_10599421"	"unprognostic (6.24e-2)"	"unprognostic (1.92e-1)"	"unprognostic (9.30e-2)"	"unprognostic (1.69e-2)"	"unprognostic (7.40e-2)"	"unprognostic (5.45e-2)"	"unprognostic (2.55e-2)"	"unprognostic (7.47e-2)"	"unprognostic (2.34e-1)"	"unprognostic (1.38e-1)"	"unprognostic (7.14e-2)"	"unprognostic (2.78e-1)"	"prognostic unfavorable (5.82e-7)"	"unprognostic (1.60e-1)"	"unprognostic (4.17e-2)"	"unprognostic (2.81e-1)"	"prognostic favorable (1.17e-4)"
ALPL	"HOPS, TNALP, TNAP, TNSALP"	ENSG00000162551	"Alkaline phosphatase, biomineralization associated"	P05186	1	21509397-21578410	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	Biomineralization	Hydrolase	"Cancer-related genes, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"adrenal gland: 58.8"	"Cell type enriched"	"Detected in many"	7	"Alveolar cells type 2: 315.4"	"Cancer enhanced"	"Detected in all"		"testis cancer: 199.6"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	90	"neutrophil: 381.2"	"Lineage enriched"	"Detected in many"	139	"granulocytes: 381.2"	"Cancer enhanced"	"Detected in many"		"Bone cancer: 75.0;testis cancer: 44.3"	"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Skeletal muscle - Neutrophils, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA007105, HPA008765, CAB020829"	Enhanced		Approved	Cytosol	"Intracellular and membrane"	Enzyme	NA	NA		13000000	"Cluster 4: Neutrophils - Degranulation"	"Cluster 47: Spleen - Immune response"	"Cluster 47: Endothelial cells - Vasculature"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 72: Alveolar cells - Lung function"	1	Cytosol		"CAB020829: , HPA007105: AB_1078137, HPA008765: AB_1078138"	"unprognostic (3.89e-2)"	"unprognostic (1.27e-1)"	"unprognostic (5.57e-2)"	"unprognostic (1.19e-1)"	"prognostic unfavorable (7.57e-4)"	"unprognostic (3.05e-3)"	"unprognostic (6.50e-3)"	"unprognostic (1.01e-1)"	"prognostic unfavorable (7.08e-4)"	"unprognostic (1.17e-2)"	"unprognostic (2.48e-3)"	"unprognostic (1.74e-1)"	"unprognostic (7.28e-2)"	"unprognostic (1.73e-2)"	"unprognostic (2.27e-1)"	"unprognostic (9.70e-3)"	"unprognostic (2.58e-1)"
