Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABHD17A	"C19orf27, FAM108A1, MGC5244"	ENSG00000129968	"Abhydrolase domain containing 17A, depalmitoylase"	Q96GS6	19	1876810-1885496	"Enzymes, Predicted intracellular proteins, Transporters"		Hydrolase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 199.2"	"Cell type enhanced"	"Detected in all"		"NK-cells: 397.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA043270, HPA047226, HPA069225"	Uncertain		Approved	"Nuclear speckles,Vesicles"			NA	NA			"Cluster 45: Eosinophils - Unknown function"	"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 23: Non-specific - Transcription"	"Cluster 19: NK-cells - Adaptive immune response"	1	Vesicles	"Nuclear speckles"	"HPA043270: AB_2678401, HPA047226: AB_2679991, HPA069225: "	"unprognostic (3.77e-2)"	"unprognostic (1.85e-1)"	"unprognostic (3.57e-2)"	"prognostic favorable (1.73e-4)"	"unprognostic (3.70e-2)"	"prognostic favorable (6.46e-4)"	"unprognostic (1.69e-2)"	"unprognostic (1.92e-2)"	"unprognostic (5.09e-1)"	"unprognostic (1.44e-1)"	"prognostic favorable (1.76e-5)"	"unprognostic (1.29e-2)"	"unprognostic (1.85e-3)"	"unprognostic (1.17e-1)"	"unprognostic (2.71e-1)"	"unprognostic (3.17e-1)"	"unprognostic (1.60e-2)"
ABHD8	"FLJ11743, MGC14280, MGC2512"	ENSG00000127220	"Abhydrolase domain containing 8"	Q96I13	19	17292131-17310236	"Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 98.3"	"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 62.9;Early spermatids: 143.7;Late spermatids: 291.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (granular), Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA037658, HPA058209"	Approved		Approved	"Nucleoplasm,Nuclear bodies"			NA	NA			"Cluster 25: Non-specific - Unknown function"	"Cluster 5: Brain & Testis - Signal transduction"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 23: Non-specific - Transcription"	"Cluster 63: Late spermatids - Spermatogenesis"		Nucleoplasm	"Nuclear bodies"	"HPA037658: AB_10672602, HPA058209: AB_2683638"	"unprognostic (4.71e-3)"	"unprognostic (5.06e-2)"	"prognostic unfavorable (5.25e-4)"	"unprognostic (7.45e-3)"	"unprognostic (7.09e-2)"	"unprognostic (1.96e-2)"	"unprognostic (5.61e-2)"	"unprognostic (9.62e-3)"	"unprognostic (1.25e-1)"	"unprognostic (1.07e-1)"	"prognostic favorable (3.04e-5)"	"unprognostic (3.77e-1)"	"unprognostic (6.36e-3)"	"unprognostic (1.56e-1)"	"unprognostic (3.14e-1)"	"unprognostic (1.50e-1)"	"unprognostic (9.24e-2)"
ADAT3	TAD3	ENSG00000213638	"Adenosine deaminase tRNA specific 3"		19	1905399-1913447	"Human disease related genes, Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Basal squamous epithelial cells: 10.6;Gastric mucus-secreting cells: 7.7;Squamous epithelial cells: 12.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"plasmacytoid DC: 13.2"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"				"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA058899	Uncertain		Approved	Nucleoplasm			No	No			"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 80: Non-specific - Endocytosis"	"Cluster 6: Non-specific - Immune response"	"Cluster 23: Non-specific - Transcription"	"Cluster 12: Squamous epithelial cells - Keratinization"		Nucleoplasm		"HPA058899: AB_2683847"	"unprognostic (1.79e-1)"	"unprognostic (7.99e-2)"	"unprognostic (1.57e-1)"	"unprognostic (3.61e-3)"	"unprognostic (4.43e-2)"	"prognostic favorable (6.13e-4)"	"unprognostic (1.48e-4)"	"unprognostic (2.18e-1)"	"unprognostic (1.63e-1)"	"unprognostic (1.38e-1)"	"unprognostic (4.78e-3)"	"unprognostic (5.27e-2)"	"unprognostic (2.21e-2)"	"prognostic favorable (6.98e-4)"	"unprognostic (2.48e-1)"	"unprognostic (1.05e-1)"	"unprognostic (9.55e-3)"
ADGRE5	"CD97, TM7LN1"	ENSG00000123146	"Adhesion G protein-coupled receptor E5"	P48960	19	14380501-14408725	"CD markers, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"	"Cell adhesion"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 209.5"	"Cell type enhanced"	"Detected in many"		"dendritic cells: 152.0;monocytes: 445.8;NK-cells: 300.7;T-cells: 188.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipose progenitor cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA013707	Enhanced		Approved	Cytosol	"Secreted to blood"	Receptor	NA	Yes	10000000	2400000	"Cluster 7: Non-specific - Innate immune response"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 11: White matter - Signal transduction"	"Cluster 23: Non-specific - Transcription"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"		Cytosol		"HPA013707: AB_1846345"	"unprognostic (3.16e-1)"	"unprognostic (1.80e-1)"	"unprognostic (5.10e-2)"	"unprognostic (2.30e-1)"	"unprognostic (2.85e-2)"	"unprognostic (7.24e-2)"	"prognostic unfavorable (3.73e-5)"	"unprognostic (7.51e-2)"	"unprognostic (6.06e-3)"	"unprognostic (3.14e-2)"	"unprognostic (1.08e-3)"	"unprognostic (2.37e-1)"	"prognostic unfavorable (1.87e-6)"	"unprognostic (2.08e-2)"	"unprognostic (4.14e-2)"	"unprognostic (2.44e-2)"	"unprognostic (6.41e-2)"
AKAP8	"AKAP95, DKFZp586B1222"	ENSG00000105127	"A-kinase anchoring protein 8"	O43823	19	15353385-15379815	"Plasma proteins, Predicted intracellular proteins"	"Immunity, Innate immunity, Protein transport, Transcription, Transcription regulation, Transport"	DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA004776	Supported		Supported	Nucleoplasm			NA	NA		10000	"Cluster 33: Non-specific - ATP binding"	"Cluster 66: Non-specific - Transcription"	"Cluster 16: Non-specific - Transcription"	"Cluster 23: Non-specific - Transcription"	"Cluster 80: Non-specific - Transcription"	8	Nucleoplasm		"HPA004776: AB_1078122"	"unprognostic (9.04e-3)"	"unprognostic (3.67e-3)"	"unprognostic (1.03e-1)"	"unprognostic (4.17e-2)"	"unprognostic (8.03e-2)"	"unprognostic (1.77e-2)"	"unprognostic (4.13e-2)"	"unprognostic (3.17e-2)"	"unprognostic (3.34e-3)"	"unprognostic (1.27e-1)"	"unprognostic (2.82e-1)"	"unprognostic (1.78e-3)"	"unprognostic (5.04e-3)"	"unprognostic (1.22e-2)"	"unprognostic (3.57e-1)"	"unprognostic (6.06e-2)"	"unprognostic (3.83e-2)"
ALKBH7	"MGC10974, SPATA11"	ENSG00000125652	"AlkB homolog 7"	Q9BT30	19	6372794-6375250	"Predicted intracellular proteins"	Necrosis	"Dioxygenase, Oxidoreductase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"testis: 503.5"	"Group enriched"	"Detected in all"	5	"Early spermatids: 2683.4;Late spermatids: 8670.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes, Testis - Early spermatids, Testis - Late spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA008539, HPA039571, HPA039872"	Approved		Supported	Mitochondria			NA	NA			"Cluster 18: Non-specific - Translation"	"Cluster 44: Testis - Spermatogenesis"	"Cluster 21: Non-specific - Metabolism"	"Cluster 23: Non-specific - Transcription"	"Cluster 63: Late spermatids - Spermatogenesis"	2	Mitochondria		"HPA008539: , HPA039571: AB_2676577, HPA039872: AB_10697710"	"unprognostic (5.38e-2)"	"unprognostic (3.58e-2)"	"unprognostic (2.20e-1)"	"unprognostic (1.15e-2)"	"unprognostic (7.79e-2)"	"unprognostic (3.56e-3)"	"unprognostic (1.06e-1)"	"unprognostic (1.35e-1)"	"unprognostic (3.02e-1)"	"unprognostic (6.83e-2)"	"unprognostic (1.72e-3)"	"unprognostic (1.54e-1)"	"prognostic favorable (7.83e-6)"	"unprognostic (7.07e-2)"	"unprognostic (2.00e-1)"	"unprognostic (2.57e-1)"	"unprognostic (1.10e-2)"
AMH	"MIF, MIS"	ENSG00000104899	"Anti-Mullerian hormone"	P03971	19	2249309-2252073	"Disease related genes, Human disease related genes, Predicted secreted proteins"	"Differentiation, Gonadal differentiation"	"Growth factor"	"Disease variant, Pseudohermaphroditism"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"brain: 5.4;pituitary gland: 3.8;testis: 10.2"	"Group enriched"	"Detected in some"	29	"Granulosa cells: 368.4;Sertoli cells: 345.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"				"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"			HPA066973			Approved	Vesicles,Aggresome	"Secreted to blood"	"Growth factor"	NA	NA	1580000	280000		"Cluster 78: Testis - Transcription"	"Cluster 15: Non-specific - Transcription"	"Cluster 23: Non-specific - Transcription"	"Cluster 6: Ovarian stromal cells - Transcription"		"Vesicles, Aggresome"		"HPA066973: AB_2732754"	"unprognostic (8.10e-5)"	"unprognostic (1.15e-1)"	"prognostic unfavorable (9.21e-5)"	"unprognostic (8.73e-3)"	"unprognostic (1.32e-1)"	"unprognostic (1.32e-1)"	"unprognostic (8.03e-2)"	"unprognostic (8.99e-2)"	"unprognostic (2.55e-1)"	"unprognostic (3.53e-1)"	"unprognostic (5.95e-3)"	"unprognostic (1.34e-2)"	"unprognostic (8.73e-8)"	"unprognostic (4.64e-2)"	"unprognostic (4.14e-2)"	"unprognostic (2.15e-1)"	"unprognostic (2.76e-1)"
ANO8	"KIAA1623, TMEM16H"	ENSG00000074855	"Anoctamin 8"	Q9HCE9	19	17323223-17334855	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 28.3"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 69.4;Inhibitory neurons: 18.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA049206	Uncertain						NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 23: Non-specific - Transcription"	"Cluster 47: Astrocytes - Unknown function"				"HPA049206: AB_2680675"	"unprognostic (5.12e-2)"	"unprognostic (2.79e-1)"	"unprognostic (1.59e-1)"	"unprognostic (3.07e-1)"	"unprognostic (2.91e-1)"	"unprognostic (2.20e-3)"	"unprognostic (1.04e-1)"	"unprognostic (3.46e-2)"	"unprognostic (3.94e-2)"	"unprognostic (1.23e-1)"	"unprognostic (1.03e-1)"	"unprognostic (5.89e-2)"	"unprognostic (3.05e-3)"	"unprognostic (1.11e-1)"	"unprognostic (1.65e-1)"	"unprognostic (2.48e-2)"	"unprognostic (4.59e-2)"
AP1M1	"AP47, CLAPM2, mu1A"	ENSG00000072958	"Adaptor related protein complex 1 subunit mu 1"	Q9BXS5	19	16197854-16245906	"Plasma proteins, Predicted intracellular proteins, Transporters"	"Host-virus interaction, Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Late spermatids: 91.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Breast - Adipocytes (Breast), Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA045256, HPA077258"	Uncertain		Approved	Vesicles,Cytosol			NA	NA			"Cluster 25: Non-specific - Unknown function"	"Cluster 4: Testis - Basic cellular processes"	"Cluster 14: Neurons - Synaptic function"	"Cluster 23: Non-specific - Transcription"	"Cluster 63: Late spermatids - Spermatogenesis"	67	"Vesicles, Cytosol"		"HPA045256: AB_10960697, HPA077258: "	"unprognostic (5.10e-2)"	"unprognostic (3.71e-2)"	"unprognostic (4.70e-3)"	"unprognostic (2.85e-1)"	"unprognostic (5.19e-2)"	"unprognostic (2.05e-2)"	"unprognostic (3.10e-2)"	"unprognostic (3.52e-2)"	"unprognostic (2.08e-1)"	"unprognostic (2.15e-1)"	"unprognostic (1.37e-2)"	"unprognostic (1.81e-1)"	"prognostic unfavorable (1.75e-4)"	"unprognostic (1.02e-2)"	"unprognostic (3.02e-1)"	"unprognostic (2.96e-2)"	"unprognostic (1.56e-1)"
AP3D1	ADTD	ENSG00000065000	"Adaptor related protein complex 3 subunit delta 1"	O14617	19	2100988-2164468	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Protein transport, Transport"		"Albinism, Hermansky-Pudlak syndrome"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA074408			Approved	Cytosol			No	No		28000	"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 66: Non-specific - Transcription"	"Cluster 1: Neurons - Mixed function"	"Cluster 23: Non-specific - Transcription"	"Cluster 39: Non-specific - Basic cellular processes"		Cytosol		"HPA074408: AB_2686686"	"unprognostic (5.30e-2)"	"unprognostic (1.75e-1)"	"unprognostic (1.12e-1)"	"unprognostic (2.24e-3)"	"unprognostic (1.37e-1)"	"unprognostic (6.35e-2)"	"prognostic unfavorable (9.23e-4)"	"unprognostic (4.24e-2)"	"unprognostic (8.05e-2)"	"unprognostic (5.70e-2)"	"unprognostic (6.68e-3)"	"unprognostic (9.37e-2)"	"prognostic favorable (2.61e-6)"	"unprognostic (8.11e-3)"	"unprognostic (1.22e-1)"	"unprognostic (6.25e-2)"	"unprognostic (1.73e-2)"
