Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABHD14B	"CIB, MGC15429"	ENSG00000114779	"Abhydrolase domain containing 14B"	Q96IU4	3	51968510-51983409	"Plasma proteins, Predicted intracellular proteins"		"Acyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Proximal enterocytes: 322.3;Proximal tubular cells: 234.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036444, HPA036642"	Supported		Supported	Nucleoplasm,Nucleoli,Cytosol			NA	NA		2100000	"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 8: Non-specific - Basic cellular processes"	"Cluster 22: Proximal enterocytes - Digestion"		"Nucleoplasm, Nucleoli"	Cytosol	"HPA036444: AB_10672221, HPA036642: AB_10672225"	"unprognostic (8.97e-2)"	"prognostic favorable (6.92e-5)"	"unprognostic (1.84e-1)"	"prognostic favorable (5.42e-5)"	"unprognostic (1.07e-1)"	"unprognostic (2.21e-2)"	"unprognostic (2.06e-3)"	"unprognostic (1.35e-3)"	"unprognostic (3.95e-1)"	"unprognostic (1.80e-1)"	"unprognostic (1.20e-1)"	"unprognostic (2.95e-2)"	"prognostic favorable (2.93e-5)"	"unprognostic (1.16e-1)"	"unprognostic (3.55e-1)"	"unprognostic (9.70e-2)"	"unprognostic (3.70e-2)"
ACTR8	"ARP8, INO80N"	ENSG00000113812	"Actin related protein 8"	Q9H981	3	53867066-53882152	"Predicted intracellular proteins"	"Cell cycle, Cell division, DNA damage, DNA recombination, DNA repair, Mitosis, Transcription, Transcription regulation"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Early spermatids: 43.6;Late spermatids: 83.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"basophil: 56.4"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA065236			Supported	Nucleoplasm,Centrosome			NA	NA			"Cluster 32: Basophils - Transcription"	"Cluster 4: Testis - Basic cellular processes"	"Cluster 21: Non-specific - Metabolism"	"Cluster 8: Non-specific - Basic cellular processes"	"Cluster 15: Non-specific - Mixed function"	2	Nucleoplasm	Centrosome	"HPA065236: AB_2685442"	"unprognostic (9.05e-2)"	"unprognostic (2.06e-1)"	"prognostic favorable (2.21e-4)"	"unprognostic (2.97e-1)"	"unprognostic (5.67e-2)"	"unprognostic (1.88e-1)"	"prognostic unfavorable (5.11e-6)"	"unprognostic (2.24e-2)"	"unprognostic (4.68e-2)"	"unprognostic (1.02e-1)"	"unprognostic (2.82e-1)"	"unprognostic (5.68e-2)"	"prognostic favorable (7.88e-9)"	"unprognostic (3.68e-1)"	"unprognostic (3.35e-1)"	"unprognostic (2.84e-1)"	"unprognostic (1.15e-1)"
AMIGO3		ENSG00000176020	"Adhesion molecule with Ig like domain 3"	Q86WK7	3	49716829-49719684	"Predicted membrane proteins"	"Cell adhesion"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in some"			"Cell type enhanced"	"Detected in some"		"Astrocytes: 1.2;Intestinal goblet cells: 1.2"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	10	"plasmacytoid DC: 11.0"	"Lineage enriched"	"Detected in many"	10	"dendritic cells: 11.0"	"Low cancer specificity"	"Detected in many"				"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"										NA	NA			"Cluster 44: Plasmacytoid DCs - Plasma membrane proteins"	"Cluster 66: Non-specific - Transcription"	"Cluster 15: Non-specific - Transcription"	"Cluster 8: Non-specific - Basic cellular processes"	"Cluster 16: Intestinal goblet cells - Mucin production"					"unprognostic (5.33e-2)"	"unprognostic (5.15e-2)"	"unprognostic (2.54e-2)"	"unprognostic (4.61e-1)"	"unprognostic (2.46e-2)"	"unprognostic (4.83e-3)"	"unprognostic (3.92e-3)"	"unprognostic (3.75e-3)"	"unprognostic (1.20e-1)"	"unprognostic (2.30e-1)"	"unprognostic (7.56e-2)"	"unprognostic (7.85e-3)"	"unprognostic (3.10e-1)"	"unprognostic (2.78e-1)"	"unprognostic (2.78e-1)"	"unprognostic (2.84e-1)"	"unprognostic (3.58e-3)"
ANKRD28	"CFAP79, FAP79, KIAA0379, PITK, PP6-ARS-A, PPP1R65"	ENSG00000206560	"Ankyrin repeat domain 28"	O15084	3	15667236-15859771	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"granulocytes: 321.5;Oligodendrocyte precursor cells: 342.0;Oligodendrocytes: 264.7;Plasma cells: 582.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	26	"basophil: 17.1"	"Lineage enriched"	"Detected in single"	26	"granulocytes: 17.1"	"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA			"Cluster 46: Basophils - Proteolysis"	"Cluster 79: Non-specific - Transcription"	"Cluster 31: Non-specific - Transcription"	"Cluster 8: Non-specific - Basic cellular processes"	"Cluster 77: Plasma cells - Protein processing"	12				"unprognostic (4.72e-2)"	"unprognostic (8.71e-2)"	"unprognostic (1.91e-3)"	"unprognostic (1.48e-2)"	"unprognostic (9.73e-2)"	"unprognostic (4.29e-3)"	"unprognostic (1.38e-1)"	"unprognostic (1.27e-1)"	"unprognostic (8.04e-2)"	"unprognostic (2.04e-1)"	"unprognostic (5.39e-3)"	"unprognostic (7.71e-2)"	"prognostic favorable (2.85e-4)"	"unprognostic (2.32e-1)"	"unprognostic (1.24e-1)"	"unprognostic (4.43e-2)"	"unprognostic (1.06e-1)"
APEH	"D3F15S2, D3S48E, DNF15S2"	ENSG00000164062	"Acylaminoacyl-peptide hydrolase"	P13798	3	49674014-49683971	"Enzymes, Plasma proteins, Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes, Testis - Spermatogonia, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA029700, HPA029701, HPA029702, HPA029703"	Enhanced		Enhanced	Cytosol			No	No		2300000	"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 35: Non-specific - Mitochondria"	"Cluster 44: Non-specific - Mixed function"	"Cluster 8: Non-specific - Basic cellular processes"	"Cluster 39: Non-specific - Basic cellular processes"	2	Cytosol		"HPA029700: AB_10599278, HPA029701: AB_10600333, HPA029702: AB_10602411, HPA029703: AB_10601348"	"unprognostic (4.93e-2)"	"unprognostic (5.42e-2)"	"unprognostic (6.04e-3)"	"unprognostic (2.71e-1)"	"unprognostic (9.32e-2)"	"unprognostic (8.20e-2)"	"unprognostic (3.65e-2)"	"unprognostic (2.48e-1)"	"unprognostic (5.89e-2)"	"unprognostic (8.03e-2)"	"unprognostic (3.21e-1)"	"unprognostic (4.30e-2)"	"prognostic favorable (3.32e-10)"	"unprognostic (2.11e-2)"	"unprognostic (1.12e-1)"	"unprognostic (4.34e-2)"	"unprognostic (7.67e-2)"
APPL1	APPL	ENSG00000157500	"Adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1"	Q9UKG1	3	57227726-57278105	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Cell cycle"		"Diabetes mellitus, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"naive B-cell: 28.4"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA011138	Approved		Supported	"Vesicles,Plasma membrane"			NA	No		10000	"Cluster 34: B-cells - Unknown function"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 55: Non-specific - Transcription"	"Cluster 8: Non-specific - Basic cellular processes"	"Cluster 39: Non-specific - Basic cellular processes"	33	"Vesicles, Plasma membrane"		"HPA011138: AB_1844959"	"unprognostic (1.39e-1)"	"unprognostic (3.45e-2)"	"unprognostic (1.06e-2)"	"unprognostic (2.01e-1)"	"unprognostic (3.68e-2)"	"unprognostic (2.31e-3)"	"unprognostic (1.30e-3)"	"unprognostic (1.81e-2)"	"unprognostic (1.05e-1)"	"unprognostic (8.36e-2)"	"unprognostic (9.05e-3)"	"unprognostic (5.55e-2)"	"prognostic favorable (7.26e-5)"	"unprognostic (3.99e-2)"	"unprognostic (8.76e-2)"	"unprognostic (1.12e-2)"	"unprognostic (1.55e-1)"
ARF4	ARF2	ENSG00000168374	"ADP ribosylation factor 4"	P18085	3	57571363-57598220	"Plasma proteins, Predicted intracellular proteins"	"ER-Golgi transport, Protein transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Syncytiotrophoblasts: 772.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA		3100000	"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 53: Non-specific - Glycosylation"	"Cluster 21: Non-specific - Metabolism"	"Cluster 8: Non-specific - Basic cellular processes"	"Cluster 77: Plasma cells - Protein processing"	3				"unprognostic (1.75e-1)"	"unprognostic (2.11e-2)"	"unprognostic (8.22e-2)"	"unprognostic (1.17e-1)"	"unprognostic (2.32e-1)"	"unprognostic (6.81e-2)"	"prognostic unfavorable (7.29e-7)"	"unprognostic (4.78e-1)"	"unprognostic (1.14e-1)"	"unprognostic (1.24e-2)"	"unprognostic (1.76e-2)"	"unprognostic (2.47e-2)"	"unprognostic (4.22e-2)"	"unprognostic (3.56e-2)"	"unprognostic (1.73e-1)"	"prognostic unfavorable (9.30e-4)"	"unprognostic (4.98e-3)"
ARIH2	TRIAD1	ENSG00000177479	"Ariadne RBR E3 ubiquitin protein ligase 2"	O95376	3	48918821-48986382	"Enzymes, Predicted intracellular proteins"	"Ubl conjugation pathway"	Transferase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Spermatocytes: 175.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA067381, HPA069715, HPA070963"			Enhanced	Nucleoplasm			NA	NA			"Cluster 41: Basophils - Unknown function"	"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 8: Non-specific - Basic cellular processes"	"Cluster 55: Non-specific - Transcription"	11	Nucleoplasm		"HPA067381: AB_2685827, HPA069715: AB_2686182, HPA070963: AB_2686329"	"unprognostic (7.24e-2)"	"unprognostic (1.08e-1)"	"unprognostic (1.26e-1)"	"unprognostic (2.74e-1)"	"unprognostic (2.55e-1)"	"unprognostic (4.79e-3)"	"prognostic unfavorable (1.70e-4)"	"unprognostic (1.90e-2)"	"unprognostic (4.01e-2)"	"unprognostic (5.01e-2)"	"prognostic favorable (7.31e-4)"	"unprognostic (5.01e-3)"	"prognostic favorable (6.60e-4)"	"unprognostic (1.15e-1)"	"unprognostic (7.04e-2)"	"unprognostic (1.27e-2)"	"unprognostic (1.39e-2)"
ARL6IP5	"DERP11, GTRAP3-18, HSPC127, JWA, PRAF3, Yip6b"	ENSG00000144746	"ADP ribosylation factor like GTPase 6 interacting protein 5"	O75915	3	69084937-69106092	"Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA015540, CAB019321"	Supported		Approved	"Endoplasmic reticulum"			NA	NA		1100000	"Cluster 42: Non-specific - Vesicular transport"	"Cluster 12: Heart muscle - Cardiac muscle contraction"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 8: Non-specific - Basic cellular processes"	"Cluster 32: Smooth muscle cells - Muscle contraction"	5	"Endoplasmic reticulum"		"CAB019321: , HPA015540: AB_1852061"	"unprognostic (8.01e-2)"	"unprognostic (1.71e-1)"	"unprognostic (8.09e-2)"	"unprognostic (1.51e-3)"	"unprognostic (2.65e-1)"	"unprognostic (3.51e-1)"	"unprognostic (1.65e-1)"	"unprognostic (1.84e-1)"	"unprognostic (3.06e-1)"	"unprognostic (3.72e-3)"	"unprognostic (1.31e-2)"	"unprognostic (7.23e-2)"	"unprognostic (2.05e-3)"	"unprognostic (3.60e-1)"	"unprognostic (4.44e-2)"	"unprognostic (3.42e-2)"	"unprognostic (1.31e-2)"
ARPC4	"ARC20, p20-Arc"	ENSG00000241553	"Actin related protein 2/3 complex subunit 4"	P59998	3	9792495-9807101	"Plasma proteins, Predicted intracellular proteins"		Actin-binding	"Disease variant, Intellectual disability"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Hofbauer cells: 377.7;monocytes: 356.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"														NA	NA		5900000	"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 27: Non-specific - Mixed function"	"Cluster 8: Non-specific - Basic cellular processes"	"Cluster 14: Langerhans cells - Innate immune response"	9				"unprognostic (2.54e-1)"	"unprognostic (4.69e-2)"	"unprognostic (8.93e-2)"	"unprognostic (2.97e-2)"	"unprognostic (2.49e-1)"	"unprognostic (2.15e-1)"	"prognostic unfavorable (1.29e-4)"	"unprognostic (1.79e-1)"	"unprognostic (6.43e-2)"	"unprognostic (2.05e-1)"	"unprognostic (3.57e-1)"	"unprognostic (2.99e-2)"	"unprognostic (1.18e-1)"	"unprognostic (5.20e-2)"	"unprognostic (4.83e-2)"	"unprognostic (7.89e-2)"	"prognostic favorable (2.34e-4)"
