Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABHD15		ENSG00000168792	"Abhydrolase domain containing 15"	Q6UXT9	17	29560547-29567037	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 25.4"	"Cell type enriched"	"Detected in many"	6	"dendritic cells: 175.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"basophil: 18.2;MAIT T-cell: 6.6;NK-cell: 10.8;plasmacytoid DC: 23.6"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Liver - Hepatocytes"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in all"			HPA014470	Approved		Approved	Nucleoplasm,Cytosol	"Secreted to blood"	"No annotated function"	NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 11: Liver - Plasma proteins"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 28: Dendritic cells - Antigen presentation"	4	"Nucleoplasm, Cytosol"		"HPA014470: AB_1852993"	"unprognostic (1.79e-1)"	"unprognostic (4.00e-2)"	"unprognostic (1.38e-1)"	"unprognostic (8.60e-3)"	"unprognostic (1.91e-1)"	"unprognostic (1.62e-1)"	"unprognostic (4.61e-1)"	"unprognostic (1.87e-1)"	"unprognostic (1.85e-1)"	"unprognostic (9.76e-2)"	"unprognostic (1.76e-3)"	"unprognostic (3.00e-2)"	"unprognostic (3.58e-2)"	"unprognostic (1.70e-1)"	"unprognostic (1.71e-1)"	"unprognostic (3.46e-1)"	"unprognostic (5.45e-2)"
ABHD17B	"C9orf77, CGI-67, FAM108B1"	ENSG00000107362	"Abhydrolase domain containing 17B, depalmitoylase"	Q5VST6	9	71862452-71911193	"Enzymes, Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Oligodendrocytes: 127.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA047862	Uncertain						NA	NA			"Cluster 22: Eosinophils - Transcription"	"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 11: White matter - Signal transduction"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 51: Oligodendrocytes - Unknown function"				"HPA047862: AB_10959595"	"unprognostic (7.47e-2)"	"unprognostic (4.41e-2)"	"unprognostic (4.03e-3)"	"unprognostic (5.59e-2)"	"unprognostic (5.57e-2)"	"unprognostic (8.53e-3)"	"unprognostic (9.44e-2)"	"unprognostic (6.84e-2)"	"unprognostic (5.46e-2)"	"unprognostic (3.44e-2)"	"unprognostic (3.49e-2)"	"unprognostic (1.74e-1)"	"prognostic favorable (2.59e-4)"	"unprognostic (4.33e-2)"	"unprognostic (2.12e-1)"	"unprognostic (3.06e-3)"	"unprognostic (1.34e-2)"
ADGRF3	"GPR113, hGPCR37, PGR23"	ENSG00000173567	"Adhesion G protein-coupled receptor F3"	Q8IZF5	2	26308173-26346817	"G-protein coupled receptors, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in single"		"pancreas: 1.0"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 10.8;Early spermatids: 6.1;Late spermatids: 29.8;Microglial cells: 5.4;Oligodendrocytes: 5.9"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Kidney - Ascending Loop of Henle cells, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA044500	Uncertain		Approved	"Golgi apparatus,Cytosol"			NA	NA				"Cluster 48: Stomach - Proteolysis"	"Cluster 55: Non-specific - Transcription"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 11: Late spermatids - Unknown function"		"Golgi apparatus"	Cytosol	"HPA044500: AB_10794290"	"unprognostic (9.58e-3)"	"unprognostic (2.13e-2)"	"unprognostic (4.07e-1)"	"unprognostic (1.36e-1)"	"unprognostic (6.39e-2)"	"unprognostic (6.68e-4)"	"unprognostic (8.98e-3)"	"unprognostic (1.14e-2)"	"unprognostic (1.08e-1)"	"unprognostic (1.59e-1)"	"unprognostic (9.66e-4)"	"unprognostic (2.29e-1)"	"unprognostic (8.09e-2)"	"unprognostic (3.53e-2)"	"unprognostic (2.58e-1)"	"unprognostic (4.08e-2)"	"unprognostic (8.70e-5)"
AEBP1	ACLP	ENSG00000106624	"AE binding protein 1"	Q8IUX7	7	44104345-44114562	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins"	"Transcription, Transcription regulation"	"Calmodulin-binding, DNA-binding, Repressor"	"Disease variant, Ehlers-Danlos syndrome"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Fibroblasts: 277.4;Leydig cells: 148.2;Melanocytes: 115.1;Mesothelial cells: 112.7;Ovarian stromal cells: 158.2;Peritubular cells: 480.3;Smooth muscle cells: 212.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	5	"plasmacytoid DC: 7.6"	"Lineage enriched"	"Detected in many"	5	"dendritic cells: 7.6"	"Cancer enhanced"	"Detected in many"		"skin cancer: 76.4"	"Adipose visceral - Adipose progenitor cells, Breast - Fibroblasts, Heart muscle - Fibroblasts, Kidney - Fibroblasts"	"Low region specificity"	"Detected in all"			"Region enhanced"	"Detected in all"		"spinal cord: 77.4"	"CAB009966, HPA047724, HPA063595, HPA064970"	Supported		Supported	Nucleoplasm,Vesicles,Cytosol	"Secreted - unknown location"	Transcription	NA	NA		2700000	"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 62: Connective tissue - ECM organization"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 32: Smooth muscle cells - Muscle contraction"		Vesicles	"Nucleoplasm, Cytosol"	"CAB009966: AB_2225690, HPA047724: AB_2680132, HPA063595: AB_2685052, HPA064970: AB_2685394"	"unprognostic (1.70e-2)"	"unprognostic (5.42e-2)"	"unprognostic (1.66e-2)"	"unprognostic (1.45e-1)"	"prognostic unfavorable (1.60e-4)"	"unprognostic (1.13e-1)"	"unprognostic (7.00e-2)"	"unprognostic (8.79e-2)"	"unprognostic (2.52e-1)"	"unprognostic (3.27e-2)"	"unprognostic (1.26e-1)"	"unprognostic (1.94e-1)"	"prognostic unfavorable (9.31e-9)"	"unprognostic (2.88e-3)"	"unprognostic (9.58e-2)"	"unprognostic (1.17e-2)"	"unprognostic (6.28e-3)"
ALKAL2	"AUGA, FAM150B"	ENSG00000189292	"ALK and LTK ligand 2"	Q6UX46	2	279558-288851	"Predicted intracellular proteins, Predicted secreted proteins"		Cytokine		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adrenal gland: 198.9"	"Cell type enhanced"	"Detected in many"		"Cholangiocytes: 122.1;Glandular and luminal cells: 49.5;Granulosa cells: 154.5;Ovarian stromal cells: 60.3;Spermatocytes: 52.1"	"Cancer enhanced"	"Detected in many"		"renal cancer: 5.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Leukemia: 5.7;lymphoma: 14.9"	"Kidney - Proximal tubular cells, Liver - Cholangiocyte, Skeletal muscle - Smooth muscle cells"	"Low region specificity"	"Detected in some"			"Group enriched"	"Detected in many"	4	"amygdala: 3.3;basal ganglia: 2.1;cerebral cortex: 1.7;hippocampal formation: 2.3;spinal cord: 1.0"						"Secreted to blood"	Cytokine	NA	NA				"Cluster 26: Adrenal gland - Steroid metabolism"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 70: Spermatocytes & Spermatids - Spermatid development"	1				"unprognostic (1.39e-3)"	"unprognostic (1.44e-2)"	"unprognostic (2.41e-2)"	"unprognostic (2.03e-3)"	"unprognostic (2.88e-1)"	"unprognostic (3.73e-2)"	"unprognostic (1.34e-2)"	"unprognostic (2.72e-2)"	"unprognostic (1.40e-1)"	"unprognostic (1.11e-1)"	"unprognostic (2.07e-1)"	"unprognostic (7.06e-2)"	"unprognostic (1.47e-1)"	"unprognostic (3.35e-1)"	"unprognostic (9.29e-3)"	"unprognostic (5.19e-2)"	"unprognostic (3.68e-1)"
ARHGAP19	"FLJ00194, MGC14258"	ENSG00000213390	"Rho GTPase activating protein 19"	Q14CB8	10	97222173-97292673	"Predicted intracellular proteins"		"GTPase activation"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 20.8"	"Cell type enhanced"	"Detected in many"		"Kupffer cells: 13.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA035777, HPA043231"	Uncertain		Enhanced	"Plasma membrane"			NA	NA			"Cluster 45: Eosinophils - Unknown function"	"Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 52: Non-specific - Cell proliferation"	2	"Plasma membrane"		"HPA035777: AB_2674777, HPA043231: AB_10796791"	"unprognostic (5.88e-2)"	"unprognostic (2.39e-2)"	"unprognostic (2.47e-2)"	"unprognostic (1.91e-2)"	"unprognostic (1.68e-1)"	"unprognostic (8.79e-3)"	"unprognostic (1.60e-3)"	"unprognostic (2.00e-2)"	"unprognostic (9.89e-2)"	"unprognostic (1.97e-2)"	"unprognostic (6.76e-2)"	"unprognostic (1.15e-1)"	"prognostic unfavorable (7.47e-5)"	"unprognostic (1.12e-2)"	"unprognostic (1.56e-1)"	"unprognostic (2.23e-2)"	"unprognostic (4.29e-2)"
ARL11	"ARLTS1, FLJ33930"	ENSG00000152213	"ADP ribosylation factor like GTPase 11"	Q969Q4	13	49628507-49633872	"Disease related genes, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"lymphoid tissue: 6.7"	"Cell type enhanced"	"Detected in many"		"B-cells: 15.2;granulocytes: 11.4;Hofbauer cells: 33.0;Kupffer cells: 24.2;Macrophages: 20.0;monocytes: 12.8"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"neutrophil: 37.9"	"Low lineage specificity"	"Detected in many"			"Group enriched"	"Detected in some"	7	"Leukemia: 12.2;lymphoma: 8.8"	"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Kidney - Macrophages, Liver - Kupffer cells, Lung - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Stomach - Macrophages, Thyroid - Macrophages"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"HPA040855, HPA040887"	Uncertain		Approved	"Intermediate filaments,Cytosol"			NA	NA			"Cluster 20: Non-specific - DNA binding"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 74: Neutrophils - Degranulation"	1	"Intermediate filaments, Cytosol"		"HPA040855: AB_10793864, HPA040887: AB_10796229"	"unprognostic (1.19e-2)"	"unprognostic (2.27e-1)"	"unprognostic (2.07e-1)"	"unprognostic (2.82e-1)"	"unprognostic (7.86e-2)"	"unprognostic (1.46e-1)"	"unprognostic (1.12e-2)"	"unprognostic (1.83e-1)"	"unprognostic (3.60e-1)"	"unprognostic (1.82e-1)"	"unprognostic (2.72e-2)"	"unprognostic (2.55e-1)"	"unprognostic (2.27e-4)"	"unprognostic (1.72e-2)"	"unprognostic (5.60e-2)"	"unprognostic (1.16e-1)"	"unprognostic (3.14e-2)"
ARL9		ENSG00000196503	"ADP ribosylation factor like GTPase 9"	Q6T311	4	56505209-56524959	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 3.4;choroid plexus: 11.4;testis: 12.5"	"Group enriched"	"Detected in many"	19	"Early spermatids: 101.1;Late spermatids: 305.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"thyroid cancer: 6.9"	"Testis - Early spermatids, Testis - Late spermatids"	"Region enhanced"	"Detected in single"		"cerebellum: 1.3"	"Low region specificity"	"Detected in all"			"HPA058135, HPA072942"	Enhanced		Approved	"Plasma membrane,Centriolar satellite,Cytosol"			NA	NA				"Cluster 8: Ciliated cells - Cilium organization"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 63: Late spermatids - Spermatogenesis"		"Plasma membrane"	"Centriolar satellite, Cytosol"	"HPA058135: , HPA072942: AB_2686561"	"unprognostic (9.91e-2)"	"unprognostic (2.19e-1)"	"unprognostic (2.34e-2)"	"unprognostic (2.69e-1)"	"unprognostic (1.24e-3)"	"unprognostic (6.86e-3)"	"unprognostic (3.32e-2)"	"unprognostic (1.47e-1)"	"unprognostic (4.93e-2)"	"unprognostic (4.46e-2)"	"unprognostic (1.51e-1)"	"unprognostic (1.71e-1)"	"unprognostic (6.79e-6)"	"unprognostic (1.47e-2)"	"unprognostic (1.08e-1)"	"unprognostic (1.99e-1)"	"unprognostic (3.29e-2)"
ARRDC2	"CLONE24945, PP2703"	ENSG00000105643	"Arrestin domain containing 2"	Q8TBH0	19	18001132-18014102	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 197.6"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 113.9;B-cells: 68.5;Langerhans cells: 72.1;monocytes: 95.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA053788, HPA074216"	Uncertain		Approved	Nucleoplasm			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 11: White matter - Signal transduction"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 73: B-cells - B-cell function"	1	Nucleoplasm		"HPA053788: AB_2682262, HPA074216: "	"unprognostic (8.10e-2)"	"prognostic favorable (5.93e-4)"	"unprognostic (2.20e-3)"	"unprognostic (8.67e-2)"	"unprognostic (4.81e-3)"	"unprognostic (4.26e-3)"	"unprognostic (1.82e-1)"	"unprognostic (1.06e-1)"	"unprognostic (4.40e-2)"	"prognostic unfavorable (5.84e-4)"	"unprognostic (1.16e-1)"	"unprognostic (8.37e-2)"	"unprognostic (4.87e-3)"	"unprognostic (7.26e-2)"	"unprognostic (1.01e-1)"	"prognostic favorable (6.91e-4)"	"prognostic favorable (2.92e-4)"
ARRDC5		ENSG00000205784	"Arrestin domain containing 5"	A6NEK1	19	4890437-4902896	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	8	"testis: 16.5"	"Group enriched"	"Detected in some"	15	"Early spermatids: 294.7;Late spermatids: 104.3"	"Low cancer specificity"	"Detected in single"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Not detected"	"Not detected"			"Testis - Early spermatids, Testis - Late spermatids, Thyroid - T-cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA			"Cluster 30: Non-specific - DNA binding"	"Cluster 44: Testis - Spermatogenesis"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 6: Leukemia - Signal transduction"	"Cluster 21: Early spermatids - Spermatogenesis"					"unprognostic (2.85e-2)"	"unprognostic (3.83e-5)"	"unprognostic (2.53e-1)"	"unprognostic (7.22e-5)"	"unprognostic (1.70e-1)"	"unprognostic (7.16e-5)"	"unprognostic (1.65e-2)"	"unprognostic (1.18e-2)"	"unprognostic (8.00e-2)"	"unprognostic (9.03e-2)"	"unprognostic (8.76e-2)"	"unprognostic (6.45e-2)"	"unprognostic (7.18e-8)"	"unprognostic (1.76e-1)"	"unprognostic (3.07e-1)"	"unprognostic (1.95e-1)"	"unprognostic (3.79e-2)"
