Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABRAXAS1	"ABRA1, ABRAXAS, CCDC98, FAM175A, FLJ13614"	ENSG00000163322	"Abraxas 1, BRCA1 A complex subunit"	Q6UWZ7	4	83459517-83523348	"Disease related genes, Predicted intracellular proteins"	"DNA damage, DNA repair"	"Chromatin regulator"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Early spermatids: 92.3;Spermatocytes: 108.3;Spermatogonia: 87.5"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA037654	Uncertain		Supported	"Nuclear bodies"			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 4: Testis - Basic cellular processes"	"Cluster 48: Non-specific - Mixed function"	"Cluster 25: Non-specific - Ribosome"	"Cluster 79: Spermatocytes & Spermatogonia - Spermatogenesis"	5	"Nuclear bodies"		"HPA037654: AB_2675588"	"unprognostic (1.44e-1)"	"unprognostic (2.46e-2)"	"unprognostic (2.42e-2)"	"unprognostic (1.81e-1)"	"unprognostic (8.57e-3)"	"unprognostic (6.99e-2)"	"unprognostic (4.98e-4)"	"unprognostic (3.47e-2)"	"unprognostic (1.74e-1)"	"unprognostic (2.73e-1)"	"unprognostic (2.35e-1)"	"unprognostic (6.98e-2)"	"prognostic favorable (1.53e-4)"	"unprognostic (2.24e-3)"	"unprognostic (9.34e-3)"	"unprognostic (5.58e-2)"	"unprognostic (6.57e-2)"
ATP5MG	"ATP5JG, ATP5L"	ENSG00000167283	"ATP synthase membrane subunit g"	O75964	11	118401346-118433278	"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"ATP synthesis, Hydrogen ion transport, Ion transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Distal tubular cells: 2732.3;Proximal tubular cells: 2459.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes, Testis - Early spermatids, Thyroid - Thyroid glandular cells"									HPA044629	Approved		Supported	Mitochondria			NA	NA		44000	"Cluster 13: Non-specific - Mitochondria"	"Cluster 35: Non-specific - Mitochondria"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 25: Non-specific - Ribosome"	"Cluster 39: Non-specific - Basic cellular processes"	2	Mitochondria		"HPA044629: AB_2679028"	"unprognostic (1.70e-1)"	"unprognostic (2.40e-2)"	"unprognostic (2.21e-1)"	"unprognostic (5.45e-2)"	"unprognostic (1.61e-1)"	"unprognostic (3.27e-2)"	"unprognostic (3.90e-2)"	"unprognostic (8.19e-2)"	"unprognostic (5.13e-2)"	"unprognostic (1.01e-1)"	"unprognostic (1.90e-1)"	"unprognostic (7.41e-2)"	"prognostic favorable (4.09e-5)"	"unprognostic (6.26e-2)"	"unprognostic (2.56e-1)"	"unprognostic (1.50e-2)"	"unprognostic (3.05e-2)"
BBC3	"JFY1, PUMA"	ENSG00000105327	"BCL2 binding component 3"	"Q96PG8, Q9BXH1"	19	47220822-47232766	"Plasma proteins, Predicted intracellular proteins"	Apoptosis			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Basal squamous epithelial cells: 100.6;Secretory cells: 157.9;Suprabasal keratinocytes: 100.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	6	"basophil: 4.6;neutrophil: 3.4"	"Lineage enriched"	"Detected in single"	7	"granulocytes: 4.6"	"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"CAB007752, HPA070403"	Approved		Approved	Cytosol			NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 66: Non-specific - Transcription"	"Cluster 15: Non-specific - Transcription"	"Cluster 25: Non-specific - Ribosome"	"Cluster 37: Glandular & Luminal cells - Unknown function"	12	Cytosol		"CAB007752: AB_562336, HPA070403: "	"unprognostic (4.39e-2)"	"unprognostic (2.02e-1)"	"unprognostic (1.34e-1)"	"prognostic favorable (1.31e-4)"	"unprognostic (2.95e-2)"	"unprognostic (4.74e-2)"	"unprognostic (1.41e-1)"	"unprognostic (1.06e-1)"	"unprognostic (1.93e-1)"	"unprognostic (8.38e-3)"	"unprognostic (7.21e-2)"	"unprognostic (2.22e-1)"	"unprognostic (2.66e-2)"	"unprognostic (4.66e-3)"	"unprognostic (5.06e-2)"	"unprognostic (3.57e-1)"	"prognostic favorable (2.62e-5)"
BORCS8-MEF2B	MEF2BNB-MEF2B	ENSG00000064489	"BORCS8-MEF2B readthrough"		19	19145569-19192158	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in some"		"Astrocytes: 3.1;Oligodendrocytes: 1.3"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"												HPA004734	Uncertain		Approved	"Nucleoplasm,Cell Junctions,Cytosol"			NA	NA			"Cluster 19: Eosinophils - Unknown function"			"Cluster 25: Non-specific - Ribosome"	"Cluster 47: Astrocytes - Unknown function"		"Nucleoplasm, Cytosol"	"Cell Junctions"	"HPA004734: AB_10963939"	"unprognostic (2.74e-1)"	"unprognostic (5.77e-3)"	"unprognostic (8.67e-2)"	"unprognostic (3.88e-1)"	"unprognostic (1.46e-4)"	"unprognostic (1.88e-1)"	"unprognostic (1.04e-2)"	"unprognostic (1.66e-1)"	"unprognostic (1.98e-1)"	"unprognostic (3.75e-2)"	"unprognostic (1.66e-1)"	"unprognostic (7.20e-2)"	"unprognostic (6.23e-2)"	"unprognostic (1.25e-1)"	"unprognostic (2.33e-1)"	"unprognostic (7.78e-2)"	"unprognostic (5.29e-2)"
BTF3	"BTF3a, BTF3b, NACB"	ENSG00000145741	"Basic transcription factor 3"	P20290	5	73498408-73505667	"Plasma proteins, Predicted intracellular proteins"	"Protein transport, Transcription, Transcription regulation, Transport"	Chaperone		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"							"CAB013007, HPA056420"	Approved		Supported	Cytosol			NA	Yes		180000	"Cluster 33: Non-specific - ATP binding"	"Cluster 18: Non-specific - Ribosome"	"Cluster 7: Non-specific - Ribosome"	"Cluster 25: Non-specific - Ribosome"	"Cluster 64: Non-specific - Ribosome"	3	Cytosol		"CAB013007: , HPA056420: AB_2683125"	"unprognostic (3.48e-3)"	"unprognostic (2.11e-1)"	"unprognostic (2.87e-3)"	"unprognostic (1.86e-1)"	"unprognostic (6.25e-2)"	"unprognostic (1.41e-1)"	"unprognostic (1.90e-3)"	"unprognostic (1.78e-2)"	"unprognostic (8.20e-3)"	"unprognostic (5.18e-2)"	"unprognostic (8.47e-2)"	"unprognostic (1.01e-1)"	"unprognostic (2.36e-2)"	"unprognostic (1.06e-1)"	"unprognostic (2.87e-1)"	"unprognostic (1.26e-2)"	"unprognostic (2.16e-1)"
CAMLG	"CAML, GET2"	ENSG00000164615	"Calcium modulating ligand"	P49069	5	134738495-134752157	"FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"ER-Golgi transport, Host-virus interaction, Transport"		"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Group enriched"	"Detected in all"	5	"Early spermatids: 716.7;Late spermatids: 1729.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA052636, HPA056472"	Approved		Approved	Nucleoplasm,Nucleoli,Vesicles			NA	NA			"Cluster 3: Non-specific - Nuclear processes"	"Cluster 64: Neuronal - Transcription"	"Cluster 14: Neurons - Synaptic function"	"Cluster 25: Non-specific - Ribosome"	"Cluster 36: Late spermatids - Unknown function"	18	Vesicles	"Nucleoplasm, Nucleoli"	"HPA052636: AB_2681893, HPA056472: AB_2683143"	"unprognostic (9.23e-2)"	"unprognostic (8.54e-2)"	"unprognostic (2.95e-1)"	"unprognostic (2.21e-1)"	"unprognostic (1.07e-1)"	"unprognostic (1.07e-2)"	"unprognostic (3.68e-2)"	"unprognostic (5.41e-3)"	"unprognostic (3.07e-1)"	"unprognostic (8.54e-2)"	"unprognostic (5.34e-3)"	"unprognostic (4.58e-2)"	"prognostic unfavorable (1.09e-5)"	"unprognostic (3.26e-2)"	"unprognostic (1.43e-2)"	"unprognostic (2.19e-1)"	"unprognostic (3.16e-1)"
CCNB1IP1	"C14orf18, HEI10"	ENSG00000100814	"Cyclin B1 interacting protein 1"	Q9NPC3	14	20311368-20333312	"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Meiosis, Ubl conjugation pathway"	Transferase	"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Oocytes: 199.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Liver - Hepatocytes"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"										NA	NA			"Cluster 18: Non-specific - Translation"	"Cluster 62: Connective tissue - ECM organization"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 25: Non-specific - Ribosome"	"Cluster 6: Ovarian stromal cells - Transcription"	11				"unprognostic (4.79e-2)"	"unprognostic (1.35e-1)"	"unprognostic (1.29e-1)"	"unprognostic (9.37e-2)"	"unprognostic (5.46e-3)"	"unprognostic (2.79e-2)"	"unprognostic (8.43e-2)"	"unprognostic (5.88e-2)"	"unprognostic (1.56e-1)"	"unprognostic (1.88e-2)"	"unprognostic (4.87e-2)"	"unprognostic (4.77e-2)"	"prognostic favorable (5.18e-6)"	"unprognostic (2.12e-1)"	"unprognostic (1.54e-2)"	"unprognostic (4.43e-1)"	"unprognostic (1.52e-1)"
CCNG1	CCNG	ENSG00000113328	"Cyclin G1"	P51959	5	163437569-163446151	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"	"Cell cycle, Cell division, Mitosis"	Cyclin	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Proximal tubular cells: 265.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			CAB000350	Supported		Supported	Nucleoplasm			NA	NA			"Cluster 31: T-cells - T-cell receptor"	"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 50: Non-specific - Nucleic acid binding"	"Cluster 25: Non-specific - Ribosome"	"Cluster 64: Non-specific - Ribosome"	14	Nucleoplasm		"CAB000350: "	"unprognostic (2.49e-2)"	"unprognostic (1.64e-1)"	"prognostic favorable (7.00e-4)"	"unprognostic (2.92e-2)"	"unprognostic (9.04e-2)"	"unprognostic (2.26e-1)"	"unprognostic (6.25e-2)"	"unprognostic (1.58e-1)"	"unprognostic (6.15e-2)"	"unprognostic (1.45e-2)"	"unprognostic (1.29e-2)"	"unprognostic (1.20e-1)"	"unprognostic (1.38e-3)"	"unprognostic (1.46e-1)"	"unprognostic (1.38e-1)"	"unprognostic (1.19e-1)"	"unprognostic (7.89e-2)"
CIRBP	CIRP	ENSG00000099622	"Cold inducible RNA binding protein"	Q14011	19	1259384-1274880	"Plasma proteins, Predicted intracellular proteins"	"Stress response"	"Activator, Repressor, RNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA060537			Supported	Nucleoplasm			NA	NA		240000	"Cluster 3: Non-specific - Nuclear processes"	"Cluster 18: Non-specific - Ribosome"	"Cluster 55: Non-specific - Transcription"	"Cluster 25: Non-specific - Ribosome"	"Cluster 6: Ovarian stromal cells - Transcription"	11	Nucleoplasm		"HPA060537: AB_2684314"	"unprognostic (2.77e-3)"	"prognostic favorable (3.63e-4)"	"unprognostic (9.80e-2)"	"prognostic favorable (1.36e-4)"	"unprognostic (3.95e-2)"	"unprognostic (2.94e-2)"	"unprognostic (3.38e-3)"	"prognostic favorable (2.50e-4)"	"unprognostic (6.43e-2)"	"unprognostic (2.29e-2)"	"prognostic favorable (2.69e-4)"	"unprognostic (1.82e-1)"	"prognostic favorable (3.65e-7)"	"unprognostic (1.04e-1)"	"unprognostic (5.76e-1)"	"unprognostic (2.23e-2)"	"unprognostic (1.49e-2)"
COX7A2L	"COX7AR, COX7RP, EB1, SCAF1, SCAFI, SIG81"	ENSG00000115944	"Cytochrome c oxidase subunit 7A2 like"	O14548	2	42333546-42425088	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA059124, CAB073545"			Enhanced	Nucleoli,Mitochondria			NA	NA			"Cluster 13: Non-specific - Mitochondria"	"Cluster 43: Non-specific - Mitochondrial translation"	"Cluster 14: Neurons - Synaptic function"	"Cluster 25: Non-specific - Ribosome"	"Cluster 39: Non-specific - Basic cellular processes"		Mitochondria	Nucleoli	"CAB073545: , HPA059124: AB_2683912"	"unprognostic (3.90e-1)"	"unprognostic (1.02e-1)"	"unprognostic (1.18e-1)"	"unprognostic (5.45e-2)"	"unprognostic (4.60e-2)"	"unprognostic (1.27e-2)"	"prognostic unfavorable (4.13e-5)"	"unprognostic (1.17e-1)"	"unprognostic (3.12e-1)"	"unprognostic (1.66e-2)"	"unprognostic (2.43e-1)"	"unprognostic (7.07e-3)"	"unprognostic (1.54e-2)"	"unprognostic (2.76e-1)"	"unprognostic (5.53e-2)"	"unprognostic (6.19e-2)"	"unprognostic (1.02e-1)"
