Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABCA4	"ABCR, ARMD2, CORD3, FFM, RP19, STGD, STGD1"	ENSG00000198691	"ATP binding cassette subfamily A member 4"	P78363	1	93992834-94121148	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Sensory transduction, Transport, Vision"	Translocase	"Age-related macular degeneration, Cone-rod dystrophy, Disease variant, Retinitis pigmentosa, Stargardt disease"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	43	"choroid plexus: 93.3;retina: 343.6"	"Group enriched"	"Detected in some"	5	"Cone photoreceptor cells: 261.7;Rod photoreceptor cells: 517.5"	"Cancer enhanced"	"Detected in many"		"lung cancer: 3.1"	"Region enriched"	"Detected in many"	17	"choroid plexus: 313.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Not detected"	"Not detected"			"HPA064420, HPA078826"	Enhanced		Supported	"Endoplasmic reticulum"			NA	NA				"Cluster 39: Retina & Testis - Cilium"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 65: Non-specific - Unknown function"	"Cluster 66: Photoreceptor cells - Visual perception"		"Endoplasmic reticulum"		"HPA064420: , HPA078826: "	"unprognostic (1.25e-1)"	"unprognostic (3.93e-1)"	"unprognostic (3.29e-2)"	"unprognostic (7.17e-4)"	"unprognostic (1.28e-1)"	"unprognostic (3.00e-1)"	"unprognostic (1.38e-2)"	"prognostic favorable (2.45e-4)"	"unprognostic (3.77e-2)"	"unprognostic (5.25e-1)"	"unprognostic (3.70e-1)"	"unprognostic (5.18e-2)"	"unprognostic (1.17e-9)"	"unprognostic (1.61e-2)"	"unprognostic (1.55e-1)"	"unprognostic (2.47e-1)"	"prognostic unfavorable (2.72e-4)"
ALX4	"FPP, KIAA1788, PFM, PFM2"	ENSG00000052850	"ALX homeobox 4"	Q9H161	11	44260440-44310139	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"	"Craniosynostosis, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"breast: 1.8;choroid plexus: 1.6"	"Cell type enhanced"	"Detected in some"		"Breast myoepithelial cells: 1.2;Fibroblasts: 3.1;Late spermatids: 1.2;Leydig cells: 4.4;Microglial cells: 6.3"	"Cancer enhanced"	"Detected in some"		"testis cancer: 1.7"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	4	"Bone cancer: 20.7"		"Region enriched"	"Detected in some"	8	"olfactory bulb: 9.0"	"Region enriched"	"Detected in single"	28	"olfactory bulb: 12.1"	HPA001903			Supported	Nucleoplasm			NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 17: Choroid plexus - Cilium"	"Cluster 65: Non-specific - Unknown function"	"Cluster 30: Granulocytes - Unknown function"	2	Nucleoplasm		"HPA001903: AB_2666495"	"unprognostic (7.56e-5)"	"unprognostic (1.69e-1)"	"unprognostic (5.40e-2)"	"unprognostic (2.74e-1)"	"unprognostic (7.24e-3)"	"unprognostic (2.63e-4)"	"unprognostic (1.95e-1)"	"unprognostic (2.89e-2)"	"unprognostic (2.33e-4)"	"unprognostic (5.13e-2)"	"unprognostic (1.25e-1)"	"unprognostic (1.55e-1)"	"unprognostic (1.34e-6)"	"unprognostic (3.62e-2)"	"unprognostic (2.85e-1)"	"unprognostic (2.02e-3)"	"unprognostic (2.03e-1)"
AQP1	"CHIP28, CO"	ENSG00000240583	"Aquaporin 1 (Colton blood group)"	P29972	7	30911853-30925517	"Blood group antigen proteins, Metabolic proteins, Predicted membrane proteins, Transporters"	Transport	"Blood group antigen"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 786.7"	"Group enriched"	"Detected in many"	6	"Adipocytes: 881.1;Alveolar cells type 1: 406.1;Alveolar cells type 2: 408.7;Cholangiocytes: 333.9;Endothelial cells: 689.9;Mesothelial cells: 636.1;Proximal tubular cells: 237.1"	"Cancer enhanced"	"Detected in all"		"glioma: 336.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Bile duct cancer: 50.3"	"Prostate - Endothelial cells, Skeletal muscle - Endothelial cells, Testis - Endothelial cells"	"Region enriched"	"Detected in many"	5	"olfactory bulb: 46.6"	"Region enriched"	"Detected in many"	4	"spinal cord: 29.0"	"CAB001707, HPA019206"	Enhanced		Supported	"Plasma membrane"			NA	NA		49000		"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 22: Non-specific - Mixed function"	"Cluster 65: Non-specific - Unknown function"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	106	"Plasma membrane"		"CAB001707: , HPA019206: AB_1844965"	"unprognostic (4.18e-2)"	"unprognostic (7.82e-3)"	"unprognostic (1.10e-2)"	"unprognostic (1.08e-1)"	"unprognostic (1.02e-1)"	"prognostic favorable (6.52e-4)"	"unprognostic (1.95e-3)"	"unprognostic (1.66e-1)"	"unprognostic (3.00e-2)"	"unprognostic (3.80e-2)"	"unprognostic (4.16e-1)"	"unprognostic (2.05e-2)"	"prognostic favorable (1.32e-8)"	"unprognostic (3.43e-2)"	"unprognostic (1.61e-1)"	"unprognostic (2.09e-1)"	"unprognostic (7.21e-2)"
ASB4	ASB-4	ENSG00000005981	"Ankyrin repeat and SOCS box containing 4"	Q9Y574	7	95478444-95540233	"Predicted intracellular proteins"	"Ubl conjugation pathway"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"adrenal gland: 45.6;skeletal muscle: 33.0"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 6.8;Cardiomyocytes: 2.6;Early spermatids: 2.8;Hepatocytes: 1.9;Late spermatids: 2.0;Skeletal myocytes: 4.9"	"Cancer enhanced"	"Detected in some"		"stomach cancer: 1.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"colorectal cancer: 7.9;skin cancer: 9.4"	"Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes, Testis - Early spermatids, Testis - Late spermatids"	"Group enriched"	"Detected in many"	4	"basal ganglia: 9.5;hypothalamus: 31.7"	"Region enriched"	"Detected in single"	11	"midbrain: 6.6"	HPA055240	Uncertain						NA	NA				"Cluster 54: Non-specific - Basic cellular processes"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 65: Non-specific - Unknown function"	"Cluster 50: Connective tissue cells - ECM organization"				"HPA055240: AB_2682753"	"unprognostic (1.41e-1)"	"unprognostic (3.67e-1)"	"unprognostic (1.88e-2)"	"unprognostic (2.66e-1)"	"unprognostic (3.71e-1)"	"unprognostic (2.85e-3)"	"unprognostic (1.17e-1)"	"unprognostic (3.55e-2)"	"unprognostic (2.19e-1)"	"unprognostic (2.01e-1)"	"unprognostic (2.92e-2)"	"unprognostic (4.24e-1)"	"unprognostic (9.13e-7)"	"unprognostic (1.71e-1)"	"unprognostic (1.84e-1)"	"unprognostic (2.99e-1)"	"unprognostic (7.23e-2)"
ATOH8	"bHLHa21, FLJ14708, HATH6"	ENSG00000168874	"Atonal bHLH transcription factor 8"	Q96SQ7	2	85751344-85791383	"Predicted intracellular proteins, Transcription factors"	"Differentiation, Neurogenesis, Transcription, Transcription regulation"	"Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 52.7"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 119.5;Endothelial cells: 49.5"	"Cancer enriched"	"Detected in many"	5	"thyroid cancer: 15.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Breast - Adipocytes (Breast), Skin - Macrophages, Stomach - Endothelial cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA028406			Supported	Nucleoplasm			NA	NA				"Cluster 66: Non-specific - Transcription"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 65: Non-specific - Unknown function"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"		Nucleoplasm		"HPA028406: AB_2672587"	"unprognostic (7.70e-2)"	"unprognostic (1.82e-2)"	"unprognostic (1.49e-1)"	"unprognostic (1.19e-1)"	"unprognostic (2.84e-3)"	"unprognostic (2.01e-1)"	"unprognostic (2.50e-2)"	"unprognostic (1.78e-1)"	"unprognostic (6.28e-3)"	"unprognostic (1.56e-1)"	"prognostic favorable (8.98e-6)"	"unprognostic (3.32e-2)"	"prognostic favorable (3.80e-5)"	"unprognostic (1.36e-1)"	"unprognostic (2.45e-1)"	"unprognostic (1.96e-1)"	"unprognostic (1.91e-2)"
BCOR	"FLJ20285, KIAA1575"	ENSG00000183337	"BCL6 corepressor"	Q6W2J9	X	40049815-40177329	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Transcription, Transcription regulation"	"Chromatin regulator, Repressor"	"Cancer-related genes, Disease variant, Microphthalmia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA056308, HPA073591"			Enhanced	Nucleoplasm			NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 11: White matter - Signal transduction"	"Cluster 65: Non-specific - Unknown function"	"Cluster 48: Smooth muscle cells - Signal transduction"	4	Nucleoplasm		"HPA056308: AB_2683095, HPA073591: AB_2732227"	"unprognostic (2.75e-2)"	"unprognostic (2.83e-1)"	"unprognostic (2.45e-1)"	"unprognostic (9.26e-2)"	"unprognostic (1.55e-1)"	"unprognostic (9.80e-3)"	"prognostic unfavorable (1.30e-5)"	"unprognostic (3.82e-3)"	"unprognostic (6.86e-2)"	"unprognostic (1.86e-1)"	"unprognostic (4.08e-2)"	"unprognostic (1.18e-1)"	"unprognostic (3.91e-3)"	"unprognostic (6.83e-2)"	"unprognostic (9.57e-2)"	"unprognostic (2.63e-1)"	"unprognostic (1.55e-1)"
BNC2	"BSN2, FLJ20043"	ENSG00000173068	"Basonuclin 2"	Q6ZN30	9	16409503-16870843	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"endometrium 1: 29.8;ovary: 28.5;smooth muscle: 34.2"	"Cell type enhanced"	"Detected in many"		"Leydig cells: 90.1;Mesothelial cells: 78.5;Microglial cells: 220.1;Ovarian stromal cells: 76.3;Peritubular cells: 67.7"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	5	"gdT-cell: 2.5"	"Lineage enriched"	"Detected in single"	5	"T-cells: 2.5"	"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Adipose progenitor cells, Breast - Fibroblasts, Heart muscle - Fibroblasts, Lung - Fibroblast_2, Pancreas - Fibroblasts, Prostate - Smooth muscle cells"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"HPA018525, HPA059419"	Approved		Supported	Nucleoplasm			NA	NA				"Cluster 62: Connective tissue - ECM organization"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 65: Non-specific - Unknown function"	"Cluster 6: Ovarian stromal cells - Transcription"	1	Nucleoplasm		"HPA018525: AB_1845402, HPA059419: AB_2732637"	"unprognostic (2.68e-1)"	"unprognostic (2.89e-1)"	"unprognostic (3.64e-2)"	"unprognostic (1.14e-2)"	"unprognostic (1.56e-2)"	"unprognostic (5.07e-2)"	"unprognostic (2.81e-2)"	"unprognostic (2.50e-1)"	"unprognostic (1.94e-2)"	"unprognostic (6.05e-2)"	"unprognostic (5.99e-2)"	"unprognostic (3.87e-1)"	"unprognostic (1.15e-1)"	"unprognostic (1.36e-2)"	"unprognostic (1.62e-1)"	"unprognostic (6.74e-2)"	"unprognostic (1.14e-3)"
CASKIN1	"ANKS5A, KIAA1306"	ENSG00000167971	"CASK interacting protein 1"	Q8WXD9	16	2177180-2196605	"Plasma proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	16	"brain: 60.2"	"Group enriched"	"Detected in some"	5	"Astrocytes: 37.5;Bipolar cells: 21.7;Excitatory neurons: 20.1;Horizontal cells: 43.4;Inhibitory neurons: 25.3;Muller glia cells: 18.6;Oligodendrocyte precursor cells: 26.9"	"Cancer enhanced"	"Detected in some"		"glioma: 2.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 5.0"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA055990, HPA076882, CAB079050"	Enhanced	Supported	Approved	Nucleoplasm,Cytosol			NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 65: Non-specific - Unknown function"	"Cluster 71: Horizontal & Bipolar cells - Neuronal signaling"	1	Nucleoplasm	Cytosol	"CAB079050: , HPA055990: AB_2682997, HPA076882: "	"unprognostic (4.91e-2)"	"unprognostic (2.48e-1)"	"unprognostic (4.84e-2)"	"unprognostic (1.71e-1)"	"unprognostic (9.43e-2)"	"unprognostic (2.05e-1)"	"unprognostic (2.80e-2)"	"unprognostic (8.02e-2)"	"unprognostic (6.58e-2)"	"unprognostic (4.59e-1)"	"unprognostic (2.21e-4)"	"unprognostic (2.67e-2)"	"unprognostic (2.62e-1)"	"unprognostic (9.70e-3)"	"unprognostic (1.72e-1)"	"unprognostic (7.34e-3)"	"unprognostic (3.39e-1)"
CDKAL1	FLJ20342	ENSG00000145996	"CDK5 regulatory subunit associated protein 1 like 1"	Q5VV42	6	20534457-21232404	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"tRNA processing"	Transferase	"Diabetes mellitus"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Group enriched"	"Detected in all"	6	"Astrocytes: 126.3;Excitatory neurons: 154.0;Inhibitory neurons: 128.2;Microglial cells: 189.7;Oligodendrocyte precursor cells: 186.3;Oligodendrocytes: 237.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA			"Cluster 16: Non-specific - Cell proliferation"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 55: Non-specific - Transcription"	"Cluster 65: Non-specific - Unknown function"	"Cluster 69: Neurons - Neuronal signaling"	3				"unprognostic (9.64e-2)"	"unprognostic (7.23e-3)"	"unprognostic (8.40e-2)"	"prognostic unfavorable (1.03e-4)"	"unprognostic (1.05e-1)"	"unprognostic (1.51e-2)"	"unprognostic (3.47e-2)"	"unprognostic (4.25e-3)"	"unprognostic (6.72e-3)"	"unprognostic (1.61e-3)"	"unprognostic (1.42e-1)"	"unprognostic (3.73e-2)"	"unprognostic (5.79e-3)"	"unprognostic (3.11e-2)"	"unprognostic (1.75e-2)"	"unprognostic (1.83e-2)"	"unprognostic (2.60e-2)"
DLEC1	"CFAP81, DLC1, FAP81"	ENSG00000008226	"DLEC1 cilia and flagella associated protein"	Q9Y238	3	38039205-38124025	"Disease related genes, Plasma proteins, Predicted intracellular proteins"	"Differentiation, Spermatogenesis"		"Tumor suppressor"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"choroid plexus: 14.8;fallopian tube: 27.1;testis: 12.8"	"Cell type enriched"	"Detected in some"	10	"Ciliated cells: 63.5"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Adipose visceral - Mesothelial cells, Lung - Respiratory ciliated cells, Testis - Early spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA019077	Enhanced		Supported	Cytosol			NA	NA				"Cluster 8: Ciliated cells - Cilium organization"	"Cluster 3: Choroid plexus - Cilium"	"Cluster 65: Non-specific - Unknown function"	"Cluster 42: Ciliated cells - Cilium assembly"		Cytosol		"HPA019077: AB_1847724"	"unprognostic (1.24e-4)"	"unprognostic (3.60e-3)"	"unprognostic (2.11e-1)"	"unprognostic (1.09e-3)"	"unprognostic (2.32e-1)"	"unprognostic (1.76e-3)"	"unprognostic (2.50e-3)"	"unprognostic (8.54e-3)"	"unprognostic (1.37e-1)"	"unprognostic (1.69e-1)"	"unprognostic (9.53e-2)"	"unprognostic (7.62e-2)"	"unprognostic (8.70e-4)"	"unprognostic (1.77e-1)"	"unprognostic (1.45e-1)"	"unprognostic (2.89e-2)"	"unprognostic (1.94e-4)"
