Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABHD12B	"BEM46L3, C14orf29"	ENSG00000131969	"Abhydrolase domain containing 12B"	Q7Z5M8	14	50872053-50904970	"Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	7	"brain: 6.6;retina: 13.9;skin 1: 10.1"	"Cell type enriched"	"Detected in some"	5	"Muller glia cells: 165.0"	"Cancer enriched"	"Detected in many"	5	"testis cancer: 7.6"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	4	"eosinophil: 1.0;neutrophil: 2.2"	"Lineage enriched"	"Detected in single"	6	"granulocytes: 2.2"	"Cancer enriched"	"Detected in some"	5	"cervical cancer: 5.6"	"Adipose visceral - Mesothelial cells, Kidney - Podocytes, Skin - Keratinocyte (granular)"	"Region enriched"	"Detected in single"	5	"thalamus: 2.1"	"Low region specificity"	"Detected in many"			HPA002873	Uncertain		Uncertain	Nucleoplasm			NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 39: Retina & Testis - Cilium"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 10: Muller glia cells - Visual perception"		Nucleoplasm		"HPA002873: AB_2220573"	"unprognostic (6.61e-2)"	"unprognostic (3.49e-2)"	"unprognostic (2.92e-3)"	"unprognostic (1.99e-3)"	"unprognostic (4.63e-2)"	"unprognostic (1.17e-2)"	"unprognostic (1.62e-2)"	"unprognostic (2.09e-1)"	"unprognostic (4.31e-2)"	"unprognostic (6.27e-2)"	"unprognostic (3.30e-1)"	"unprognostic (3.35e-1)"	"unprognostic (1.70e-3)"	"unprognostic (3.16e-2)"	"unprognostic (9.62e-2)"	"unprognostic (3.18e-3)"	"unprognostic (1.68e-1)"
ADRA2C	"ADRA2L2, ADRA2RL2, ADRARL2"	ENSG00000184160	"Adrenoceptor alpha 2C"	P18825	4	3766348-3768526	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"cervix: 82.1;endometrium 1: 55.7"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 24.5;Endometrial stromal cells: 133.1;Fibroblasts: 15.7;Secretory cells: 33.6;Smooth muscle cells: 26.0"	"Cancer enhanced"	"Detected in many"		"ovarian cancer: 22.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Adrenocortical cancer: 18.1"	"Thyroid - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Region enriched"	"Detected in all"	6	"basal ganglia: 45.2"	HPA057688	Uncertain						NA	NA				"Cluster 62: Connective tissue - ECM organization"	"Cluster 33: Neurons - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 9: Endometrial stromal cells - Transcription"	10			"HPA057688: AB_2683503"	"unprognostic (1.44e-2)"	"unprognostic (2.21e-3)"	"unprognostic (1.23e-1)"	"unprognostic (2.02e-2)"	"unprognostic (4.70e-2)"	"unprognostic (1.11e-1)"	"unprognostic (7.12e-2)"	"unprognostic (6.69e-2)"	"unprognostic (1.88e-1)"	"unprognostic (3.71e-1)"	"unprognostic (3.24e-2)"	"unprognostic (9.08e-3)"	"unprognostic (1.01e-2)"	"unprognostic (6.00e-2)"	"unprognostic (2.63e-1)"	"unprognostic (1.72e-1)"	"unprognostic (6.48e-2)"
AXIN2	"DKFZp781B0869, MGC126582"	ENSG00000168646	"Axin 2"	Q9Y2T1	17	65528563-65561648	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Wnt signaling pathway"	"Developmental protein"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Extravillous trophoblasts: 117.2"	"Cancer enhanced"	"Detected in all"		"colorectal cancer: 33.4"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"basophil: 3.2"	"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"colorectal cancer: 121.4;Gastric cancer: 86.5"	"Testis - Spermatogonia, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB012283, CAB017783"	Approved		Uncertain	"Nucleoplasm,Plasma membrane,Cytosol"			NA	NA			"Cluster 24: Non-specific - Transcription"	"Cluster 62: Connective tissue - ECM organization"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 4: Extravillous trophoblasts - Unknown function"	36	"Nucleoplasm, Plasma membrane, Cytosol"		"CAB012283: AB_2290204, CAB017783: "	"unprognostic (1.31e-2)"	"unprognostic (1.29e-1)"	"unprognostic (1.05e-2)"	"unprognostic (3.45e-3)"	"unprognostic (4.48e-1)"	"unprognostic (9.81e-2)"	"unprognostic (1.12e-2)"	"unprognostic (1.82e-1)"	"unprognostic (4.57e-2)"	"unprognostic (8.84e-3)"	"prognostic favorable (6.58e-4)"	"unprognostic (1.98e-1)"	"unprognostic (1.42e-1)"	"unprognostic (3.45e-2)"	"unprognostic (2.10e-1)"	"unprognostic (2.74e-1)"	"unprognostic (1.25e-1)"
BAMBI	NMA	ENSG00000095739	"BMP and activin membrane bound inhibitor"	Q13145	10	28677510-28682932	"Plasma proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Breast glandular cells: 165.2;Breast myoepithelial cells: 165.8;Granulosa cells: 74.0;Ovarian stromal cells: 70.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"testis cancer: 329.6"	"Lung - Fibroblast_1, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA010819, HPA010866"	Approved		Approved	"Nucleoli fibrillar center,Vesicles,Lipid droplets"			NA	NA				"Cluster 30: Heart muscle - Heart development"	"Cluster 30: White matter - Myelination"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 50: Connective tissue cells - ECM organization"	1	Vesicles	"Nucleoli fibrillar center, Lipid droplets"	"HPA010819: AB_2668371, HPA010866: AB_10601686"	"unprognostic (7.02e-3)"	"unprognostic (4.52e-2)"	"unprognostic (1.28e-2)"	"unprognostic (3.17e-3)"	"unprognostic (1.25e-1)"	"unprognostic (1.99e-1)"	"prognostic unfavorable (9.42e-6)"	"unprognostic (1.09e-1)"	"unprognostic (6.45e-3)"	"unprognostic (1.05e-1)"	"unprognostic (2.03e-3)"	"unprognostic (9.29e-2)"	"prognostic favorable (5.25e-4)"	"unprognostic (1.01e-1)"	"unprognostic (3.24e-1)"	"unprognostic (2.38e-2)"	"unprognostic (2.10e-2)"
BMP4	BMP2B	ENSG00000125378	"Bone morphogenetic protein 4"	P12644	14	53949736-53958761	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins"	"Chondrogenesis, Differentiation, Osteogenesis"	"Cytokine, Developmental protein, Growth factor"	"Cancer-related genes, Disease variant, Microphthalmia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 76.8"	"Cell type enhanced"	"Detected in many"		"Basal squamous epithelial cells: 30.4;Cytotrophoblasts: 29.5;Fibroblasts: 44.8;Syncytiotrophoblasts: 39.6"	"Cancer enhanced"	"Detected in all"		"colorectal cancer: 28.9"	"Region enriched"	"Detected in all"	6	"choroid plexus: 65.3"	"Immune cell enhanced"	"Detected in some"		"non-classical monocyte: 1.9"	"Group enriched"	"Detected in many"	12	"monocytes: 1.9;T-cells: 1.3"	"Cancer enhanced"	"Detected in many"		"colorectal cancer: 279.2"	"Breast - Fibroblasts, Heart muscle - Fibroblasts, Liver - Hepatic stellate cells, Prostate - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB006863, HPA066235"	Uncertain				"Secreted to blood"	Cytokine	NA	NA	162000000			"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 53: Fibroblasts - ECM organization"	1			"CAB006863: , HPA066235: AB_2685641"	"unprognostic (1.30e-1)"	"unprognostic (3.27e-2)"	"unprognostic (1.29e-1)"	"unprognostic (5.20e-3)"	"unprognostic (3.39e-2)"	"unprognostic (3.32e-1)"	"unprognostic (2.78e-2)"	"unprognostic (3.11e-1)"	"unprognostic (3.45e-3)"	"unprognostic (7.67e-2)"	"unprognostic (2.45e-3)"	"unprognostic (7.06e-2)"	"unprognostic (1.58e-2)"	"unprognostic (2.93e-3)"	"unprognostic (1.37e-1)"	"unprognostic (3.22e-1)"	"unprognostic (1.24e-1)"
BRD7	"BP75, CELTIX1, SMARCI1"	ENSG00000166164	"Bromodomain containing 7"	Q9NPI1	16	50313487-50368988	"Predicted intracellular proteins"	"Cell cycle, Transcription, Transcription regulation, Wnt signaling pathway"		"Tumor suppressor"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes, Testis - Spermatogonia, Thyroid - Thyroid glandular cells"									"HPA042389, CAB046458, HPA060171"	Enhanced		Enhanced	Nucleoplasm,Cytosol			NA	NA			"Cluster 41: Basophils - Unknown function"	"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 33: Non-specific - DNA binding"	14	"Nucleoplasm, Cytosol"		"CAB046458: AB_2066024, HPA042389: AB_2677974, HPA060171: AB_2684214"	"unprognostic (2.10e-2)"	"unprognostic (9.52e-3)"	"unprognostic (7.06e-2)"	"unprognostic (3.39e-2)"	"unprognostic (7.27e-2)"	"unprognostic (1.62e-1)"	"unprognostic (4.85e-3)"	"unprognostic (1.08e-1)"	"prognostic unfavorable (5.38e-4)"	"unprognostic (2.15e-1)"	"unprognostic (8.97e-2)"	"unprognostic (9.46e-2)"	"prognostic favorable (1.55e-4)"	"unprognostic (1.13e-1)"	"unprognostic (4.38e-2)"	"unprognostic (3.59e-2)"	"unprognostic (6.34e-2)"
C22orf31	"bK747E2.1, HS747E2A"	ENSG00000100249	"Chromosome 22 open reading frame 31"	O95567	22	29058672-29061831	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Group enriched"	"Detected in some"	4	"brain: 2.5;parathyroid gland: 3.0;testis: 8.4"	"Group enriched"	"Detected in some"	6	"Early spermatids: 79.3;Late spermatids: 48.3"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	7	"cervical cancer: 1.3"	"Testis - Early spermatids, Testis - Late spermatids"					"Low region specificity"	"Detected in all"			"HPA000604, HPA068522"	Uncertain		Approved	"Nuclear membrane,Cytosol"			NA	NA				"Cluster 44: Testis - Spermatogenesis"	"Cluster 15: Non-specific - Transcription"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 21: Early spermatids - Spermatogenesis"		"Nuclear membrane"	Cytosol	"HPA000604: AB_1079086, HPA068522: "																	
C6orf15	STG	ENSG00000204542	"Chromosome 6 open reading frame 15"	Q6UXA7	6	31111223-31112575	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"cervix: 5.3;lymphoid tissue: 3.4;skin 1: 6.5"	"Cell type enriched"	"Detected in some"	8	"Breast glandular cells: 75.6"	"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 20.9;colorectal cancer: 26.9;Esophageal cancer: 22.8"	"Skin - Keratinocyte (granular)"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA001436	Uncertain				"Secreted to extracellular matrix"	"No annotated function"	NA	NA				"Cluster 13: Skin - Cornification"		"Cluster 32: Non-specific - Cell proliferation"	"Cluster 17: Breast glandular cells - Lactation"	5			"HPA001436: AB_2243752"	"unprognostic (2.73e-2)"	"unprognostic (5.39e-2)"	"unprognostic (1.46e-2)"	"unprognostic (3.19e-2)"	"unprognostic (1.30e-1)"	"unprognostic (2.56e-1)"		"unprognostic (1.77e-1)"	"unprognostic (3.35e-1)"	"unprognostic (3.42e-2)"	"unprognostic (1.71e-2)"			"unprognostic (1.72e-1)"		"unprognostic (1.90e-1)"	"unprognostic (1.34e-3)"
C9orf72	"DENND9, DENNL72, MGC23980"	ENSG00000147894	"C9orf72-SMCR8 complex subunit"	Q96LT7	9	27535640-27573866	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	Autophagy	"Guanine-nucleotide releasing factor"	"Amyotrophic lateral sclerosis, Neurodegeneration"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Langerhans cells: 151.2;monocytes: 373.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	7	"basophil: 24.3;classical monocyte: 32.0;intermediate monocyte: 44.8;myeloid DC: 25.2;neutrophil: 34.5;non-classical monocyte: 37.0"	"Group enriched"	"Detected in all"	8	"dendritic cells: 25.2;granulocytes: 34.5;monocytes: 44.8"	"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA023873	Uncertain		Supported	"Vesicles,Midbody ring,Cytosol"	"Intracellular and membrane"	Other	Yes	NA			"Cluster 40: Monocytes - Innate immune response"	"Cluster 28: Neuronal - Transcription"	"Cluster 25: Non-specific - Transcription"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 29: Monocytes - Innate immune response"	11	"Vesicles, Cytosol"	"Midbody ring"	"HPA023873: AB_1845834"	"unprognostic (1.78e-2)"	"unprognostic (5.01e-2)"	"unprognostic (7.63e-2)"	"unprognostic (9.78e-3)"	"unprognostic (1.46e-1)"	"unprognostic (1.32e-1)"	"unprognostic (1.59e-1)"	"unprognostic (1.99e-3)"	"unprognostic (2.45e-1)"	"unprognostic (2.05e-2)"	"unprognostic (2.16e-2)"	"unprognostic (9.81e-2)"	"unprognostic (1.44e-2)"	"unprognostic (9.29e-2)"	"unprognostic (1.10e-1)"	"unprognostic (2.89e-2)"	"unprognostic (9.13e-2)"
CABS1	"C4orf35, CLPH, FLJ32897, NYD-SP26"	ENSG00000145309	"Calcium binding protein, spermatid associated 1"	Q96KC9	4	70334981-70337116	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	26	"testis: 103.4"	"Cell type enriched"	"Detected in some"	5	"Late spermatids: 4575.8"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in single"		"midbrain: 1.1"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA044016, HPA055352"	Enhanced						NA	NA				"Cluster 20: Testis - Spermatogenesis"	"Cluster 46: Brainstem - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 63: Late spermatids - Spermatogenesis"				"HPA044016: AB_10964494, HPA055352: AB_2682790"															"unprognostic (1.36e-1)"		
