Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABCB8	"EST328128, M-ABC1, MABC1, MITOSUR"	ENSG00000197150	"ATP binding cassette subfamily B member 8"	Q9NUT2	7	151028422-151047782	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Potassium transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Syncytiotrophoblasts: 82.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA045187	Approved		Supported	Nucleoplasm,Mitochondria			NA	NA			"Cluster 13: Non-specific - Mitochondria"	"Cluster 43: Non-specific - Mitochondrial translation"	"Cluster 6: Non-specific - Immune response"	"Cluster 39: Non-specific - Transcription"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"	1	Mitochondria	Nucleoplasm	"HPA045187: AB_10964281"	"unprognostic (5.29e-2)"	"unprognostic (9.17e-3)"	"unprognostic (8.28e-2)"	"unprognostic (8.32e-2)"	"unprognostic (8.63e-3)"	"prognostic favorable (5.91e-4)"	"unprognostic (4.76e-2)"	"unprognostic (3.75e-1)"	"unprognostic (1.55e-1)"	"unprognostic (2.43e-2)"	"prognostic favorable (3.34e-4)"	"unprognostic (2.26e-1)"	"prognostic favorable (5.88e-4)"	"unprognostic (7.52e-3)"	"unprognostic (1.76e-1)"	"unprognostic (1.64e-2)"	"unprognostic (1.23e-1)"
ABCF2	"ABC28, EST133090, HUSSY-18, M-ABC1"	ENSG00000033050	"ATP binding cassette subfamily F member 2"	Q9UG63	7	151211484-151227205	"Predicted intracellular proteins, Transporters"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA020091, CAB020682, HPA021815, HPA030388"	Approved		Enhanced	Cytosol			NA	NA		51000	"Cluster 13: Non-specific - Mitochondria"	"Cluster 79: Non-specific - Transcription"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 39: Non-specific - Transcription"	"Cluster 39: Non-specific - Basic cellular processes"		Cytosol		"CAB020682: , HPA020091: AB_1844439, HPA021815: AB_1844440, HPA030388: AB_10601558"	"unprognostic (6.80e-2)"	"unprognostic (4.23e-1)"	"unprognostic (1.38e-1)"	"unprognostic (9.07e-2)"	"unprognostic (1.41e-2)"	"unprognostic (1.49e-1)"	"prognostic unfavorable (9.52e-6)"	"unprognostic (1.52e-1)"	"unprognostic (8.68e-2)"	"unprognostic (1.73e-1)"	"unprognostic (6.31e-2)"	"unprognostic (5.58e-2)"	"unprognostic (9.93e-2)"	"unprognostic (1.16e-2)"	"unprognostic (1.95e-1)"	"unprognostic (6.07e-2)"	"unprognostic (7.84e-3)"
ABCF2-H2BK1	ABCF2-H2BE1	ENSG00000285292	"ABCF2-H2BK1 readthrough"		7	151207837-151227166	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 1.0;dendritic cells: 1.8"					"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"												"HPA020091, HPA021815, HPA030388"	Approved		Uncertain	Cytosol			NA	NA			"Cluster 5: Non-specific - Cell proliferation"		"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 39: Non-specific - Transcription"	"Cluster 32: Smooth muscle cells - Muscle contraction"		Cytosol		"HPA020091: AB_1844439, HPA021815: AB_1844440, HPA030388: AB_10601558"																	
ABHD11	"PP1226, WBSCR21"	ENSG00000106077	"Abhydrolase domain containing 11"	Q8NFV4	7	73736094-73738852	"Disease related genes, Human disease related genes, Predicted intracellular proteins"		Hydrolase	"Williams-Beuren syndrome"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Syncytiotrophoblasts: 139.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Prostate - Prostate glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA024042, HPA049641"	Approved		Supported	Mitochondria			NA	NA		31000	"Cluster 40: Monocytes - Innate immune response"	"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 44: Non-specific - Mixed function"	"Cluster 39: Non-specific - Transcription"	"Cluster 16: Intestinal goblet cells - Mucin production"		Mitochondria		"HPA024042: AB_1844445, HPA049641: AB_2680838"	"unprognostic (4.74e-2)"	"unprognostic (8.62e-3)"	"unprognostic (1.42e-1)"	"unprognostic (2.51e-2)"	"unprognostic (3.56e-3)"	"unprognostic (1.73e-1)"	"unprognostic (1.83e-1)"	"unprognostic (1.81e-3)"	"unprognostic (1.91e-2)"	"unprognostic (9.32e-2)"	"unprognostic (7.79e-2)"	"unprognostic (1.74e-1)"	"prognostic favorable (3.66e-7)"	"unprognostic (3.61e-3)"	"unprognostic (4.44e-2)"	"unprognostic (1.02e-1)"	"unprognostic (7.29e-2)"
ACTL8	CT57	ENSG00000117148	"Actin like 8"	Q9H568	1	17755333-17827063	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	8	"testis: 6.9"	"Cell type enriched"	"Detected in some"	7	"Oocytes: 401.4"	"Low cancer specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Myeloma: 27.0"	"Testis - Spermatogonia"					"Not detected"	"Not detected"			HPA027176			Approved	Cytosol			NA	NA				"Cluster 42: Testis - Spermatogenesis"		"Cluster 39: Non-specific - Transcription"	"Cluster 44: Oocytes - Unknown function"	1	Cytosol		"HPA027176: AB_1844553"	"unprognostic (1.79e-3)"	"unprognostic (3.18e-2)"	"unprognostic (4.62e-2)"	"prognostic unfavorable (1.62e-6)"	"unprognostic (6.18e-2)"	"prognostic unfavorable (7.02e-4)"	"unprognostic (1.63e-3)"	"unprognostic (2.33e-2)"	"unprognostic (3.18e-1)"	"unprognostic (2.01e-1)"	"unprognostic (3.69e-1)"	"unprognostic (4.89e-1)"		"unprognostic (1.43e-1)"	"unprognostic (5.49e-2)"		"unprognostic (4.68e-2)"
ACTR3B	"ARP11, ARP3beta"	ENSG00000133627	"Actin related protein 3B"	Q9P1U1	7	152759749-152855378	"Predicted intracellular proteins"		Actin-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 51.5"	"Cell type enhanced"	"Detected in all"		"Breast glandular cells: 56.9;Excitatory neurons: 61.9;Peritubular cells: 53.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA047016, HPA051683"	Uncertain						NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 61: Brain - Neuronal signaling"	"Cluster 51: Neurons - Mixed function"	"Cluster 39: Non-specific - Transcription"	"Cluster 17: Breast glandular cells - Lactation"	2			"HPA047016: AB_2679903, HPA051683: AB_2681573"	"unprognostic (1.20e-1)"	"unprognostic (1.46e-2)"	"unprognostic (1.09e-3)"	"unprognostic (1.06e-1)"	"unprognostic (1.25e-1)"	"unprognostic (1.50e-1)"	"unprognostic (7.34e-3)"	"unprognostic (5.89e-2)"	"unprognostic (5.72e-2)"	"unprognostic (9.28e-3)"	"unprognostic (6.11e-3)"	"unprognostic (5.62e-2)"	"prognostic favorable (1.66e-4)"	"prognostic favorable (4.53e-4)"	"unprognostic (4.14e-2)"	"unprognostic (3.04e-1)"	"unprognostic (7.48e-2)"
ADCK2	MGC20727	ENSG00000133597	"AarF domain containing kinase 2"	Q7Z695	7	140672945-140696261	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Early spermatids: 48.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA036036	Approved		Uncertain	Centrosome,Cytosol			NA	NA			"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 27: Non-specific - Mixed function"	"Cluster 39: Non-specific - Transcription"	"Cluster 58: Macrophages - Innate immune response"		"Centrosome, Cytosol"		"HPA036036: AB_10672078"	"unprognostic (2.76e-1)"	"unprognostic (1.79e-1)"	"unprognostic (5.72e-2)"	"unprognostic (5.30e-2)"	"unprognostic (4.03e-3)"	"unprognostic (1.52e-1)"	"unprognostic (3.05e-2)"	"unprognostic (7.48e-2)"	"unprognostic (2.61e-1)"	"unprognostic (7.10e-3)"	"unprognostic (6.81e-3)"	"unprognostic (9.36e-3)"	"prognostic favorable (9.75e-5)"	"unprognostic (1.89e-2)"	"unprognostic (2.00e-1)"	"unprognostic (4.13e-1)"	"unprognostic (2.13e-1)"
AGAP3	CENTG3	ENSG00000133612	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"	Q96P47	7	151085831-151144436	"Predicted intracellular proteins"		"GTPase activation"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 270.4"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 72.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA012883	Approved						NA	NA			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 64: Neuronal - Transcription"	"Cluster 51: Neurons - Mixed function"	"Cluster 39: Non-specific - Transcription"	"Cluster 29: Monocytes - Innate immune response"				"HPA012883: AB_1846533"	"unprognostic (3.63e-2)"	"unprognostic (8.93e-2)"	"prognostic unfavorable (9.52e-4)"	"unprognostic (4.35e-2)"	"unprognostic (3.27e-1)"	"unprognostic (1.71e-1)"	"prognostic unfavorable (6.21e-4)"	"unprognostic (2.05e-2)"	"unprognostic (1.55e-1)"	"unprognostic (7.30e-2)"	"unprognostic (2.89e-2)"	"unprognostic (3.15e-3)"	"prognostic unfavorable (8.58e-5)"	"unprognostic (1.34e-1)"	"unprognostic (1.36e-1)"	"unprognostic (1.55e-2)"	"unprognostic (9.50e-3)"
AGK	"FLJ10842, MULK"	ENSG00000006530	"Acylglycerol kinase"	Q53H12	7	141551278-141655244	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Lipid metabolism"	"Kinase, Transferase"	"Cardiomyopathy, Cataract, Disease variant, Primary mitochondrial disease"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Oocytes: 69.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"NK-cell: 97.6"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA020959, HPA053471"	Supported		Supported	Vesicles,Mitochondria	"Intracellular and membrane"	Enzyme	NA	NA			"Cluster 15: NK-cells - Unknown function"	"Cluster 30: Heart muscle - Heart development"	"Cluster 14: Neurons - Synaptic function"	"Cluster 39: Non-specific - Transcription"	"Cluster 19: NK-cells - Adaptive immune response"	1	Mitochondria	Vesicles	"HPA020959: AB_1854206, HPA053471: AB_2682164"	"unprognostic (1.11e-1)"	"unprognostic (1.43e-1)"	"unprognostic (2.79e-1)"	"unprognostic (1.28e-2)"	"unprognostic (9.47e-3)"	"unprognostic (5.43e-2)"	"unprognostic (2.15e-2)"	"unprognostic (3.68e-2)"	"unprognostic (2.03e-1)"	"unprognostic (3.43e-2)"	"unprognostic (1.14e-1)"	"unprognostic (6.24e-3)"	"unprognostic (7.90e-2)"	"unprognostic (9.29e-2)"	"unprognostic (9.65e-2)"	"unprognostic (3.30e-1)"	"unprognostic (1.18e-1)"
AKAP9	"AKAP350, AKAP450, CG-NAP, HYPERION, KIAA0803, LQT11, MU-RMS-40.16A, PPP1R45, PRKA9, YOTIAO"	ENSG00000127914	"A-kinase anchoring protein 9"	Q99996	7	91940840-92110673	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"			"Cancer-related genes, Disease variant, Long QT syndrome"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Cone photoreceptor cells: 1670.3;Rod photoreceptor cells: 1399.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA008548, CAB012909, HPA026109"	Supported		Enhanced	"Golgi apparatus,Vesicles,Centrosome"			NA	NA			"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 39: Retina & Testis - Cilium"	"Cluster 16: Non-specific - Transcription"	"Cluster 39: Non-specific - Transcription"	"Cluster 66: Photoreceptor cells - Visual perception"	5	"Golgi apparatus"	"Vesicles, Centrosome"	"CAB012909: AB_2533235, HPA008548: AB_1078121, HPA026109: AB_1844688"	"unprognostic (9.57e-2)"	"unprognostic (1.66e-1)"	"unprognostic (2.13e-1)"	"unprognostic (5.97e-3)"	"unprognostic (1.20e-1)"	"unprognostic (1.47e-1)"	"unprognostic (4.75e-2)"	"unprognostic (1.31e-2)"	"unprognostic (1.28e-1)"	"unprognostic (6.59e-2)"	"unprognostic (7.59e-2)"	"unprognostic (6.32e-2)"	"prognostic favorable (2.10e-6)"	"unprognostic (8.89e-2)"	"unprognostic (1.73e-1)"	"unprognostic (7.77e-2)"	"unprognostic (3.96e-2)"
