Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABCA7	ABCX	ENSG00000064687	"ATP binding cassette subfamily A member 7"	Q8IZY2	19	1039997-1065572	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Lipid transport, Phagocytosis, Transport"	Translocase	"Alzheimer disease, Amyloidosis, Neurodegeneration"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"pituitary gland: 28.0"	"Group enriched"	"Detected in many"	4	"Alveolar cells type 1: 128.3;Bipolar cells: 112.4;Cone photoreceptor cells: 115.5;Extravillous trophoblasts: 366.9;Rod photoreceptor cells: 239.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA041564	Enhanced		Supported	"Golgi apparatus,Plasma membrane,Cell Junctions"			NA	NA			"Cluster 29: Non-specific - Unknown function"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 44: Non-specific - Mixed function"	"Cluster 55: Lymphoma - Immune response"	"Cluster 4: Extravillous trophoblasts - Unknown function"		"Golgi apparatus, Plasma membrane"	"Cell Junctions"	"HPA041564: AB_2677550"	"unprognostic (1.52e-1)"	"unprognostic (1.12e-1)"	"prognostic unfavorable (7.26e-4)"	"prognostic favorable (1.12e-4)"	"unprognostic (8.88e-2)"	"unprognostic (1.13e-2)"	"unprognostic (2.25e-1)"	"unprognostic (4.00e-2)"	"unprognostic (1.04e-1)"	"unprognostic (2.24e-2)"	"unprognostic (1.51e-3)"	"unprognostic (3.68e-2)"	"unprognostic (8.99e-3)"	"unprognostic (2.08e-2)"	"unprognostic (3.66e-1)"	"unprognostic (7.88e-2)"	"unprognostic (7.85e-2)"
ADPRH	ARH1	ENSG00000144843	"ADP-ribosylarginine hydrolase"	P54922	3	119579268-119589945	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"granulocytes: 20.3;Macrophages: 16.8;monocytes: 17.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"lymphoma: 14.3"	"Breast - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB001701, HPA036961"	Approved		Approved	"Nucleoplasm,Nuclear membrane"			NA	NA			"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 55: Lymphoma - Immune response"	"Cluster 30: Granulocytes - Unknown function"	2	"Nuclear membrane"	Nucleoplasm	"CAB001701: , HPA036961: AB_2675405"	"prognostic favorable (2.42e-4)"	"unprognostic (2.29e-1)"	"unprognostic (4.77e-1)"	"unprognostic (2.39e-2)"	"unprognostic (3.38e-2)"	"unprognostic (2.65e-1)"	"unprognostic (3.06e-2)"	"unprognostic (2.63e-1)"	"unprognostic (4.24e-2)"	"unprognostic (3.31e-3)"	"unprognostic (1.88e-1)"	"unprognostic (1.71e-1)"	"unprognostic (6.04e-2)"	"unprognostic (2.60e-3)"	"unprognostic (8.87e-2)"	"unprognostic (2.03e-1)"	"unprognostic (4.35e-2)"
AEN	"FLJ12484, FLJ12562, ISG20L1"	ENSG00000181026	"Apoptosis enhancing nuclease"	Q8WTP8	15	88621337-88632281	"Predicted intracellular proteins"	"Apoptosis, DNA damage"	"Exonuclease, Hydrolase, Nuclease"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Late spermatids: 64.5"	"Cancer enhanced"	"Detected in all"		"testis cancer: 38.4"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA048599			Supported	"Nucleoplasm,Nuclear membrane,Nucleoli"			NA	NA			"Cluster 16: Non-specific - Cell proliferation"	"Cluster 68: Non-specific - Protein processing"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 55: Lymphoma - Immune response"	"Cluster 63: Late spermatids - Spermatogenesis"	27	"Nucleoplasm, Nucleoli"	"Nuclear membrane"	"HPA048599: AB_2756313"	"unprognostic (8.64e-2)"	"unprognostic (1.94e-1)"	"unprognostic (2.16e-2)"	"prognostic favorable (1.72e-4)"	"unprognostic (1.52e-2)"	"unprognostic (4.40e-2)"	"unprognostic (4.08e-2)"	"unprognostic (9.42e-2)"	"unprognostic (4.28e-2)"	"unprognostic (1.17e-2)"	"unprognostic (9.00e-2)"	"unprognostic (7.88e-2)"	"unprognostic (8.58e-3)"	"unprognostic (3.39e-2)"	"unprognostic (2.73e-1)"	"unprognostic (8.71e-2)"	"unprognostic (6.10e-2)"
AFM	"ALB2, ALBA"	ENSG00000079557	Afamin	P43652	4	73481745-73504001	"Plasma proteins, Predicted secreted proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	12	"liver: 932.0"	"Cell type enriched"	"Detected in some"	8	"Hepatocytes: 294.0"	"Cancer enriched"	"Detected in single"	167	"liver cancer: 62.0"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA017006, HPA052437"	Enhanced		Uncertain	"Plasma membrane"	"Secreted to blood"	Transport	NA	NA	54900000000	8700000000		"Cluster 1: Liver & Kidney - Metabolism"		"Cluster 55: Lymphoma - Immune response"	"Cluster 43: Hepatocytes - Metabolism"	1	"Plasma membrane"		"HPA017006: AB_1844635, HPA052437: AB_2732575"							"prognostic favorable (1.80e-4)"				"unprognostic (5.73e-2)"		"unprognostic (4.24e-2)"				
AFTPH	"FLJ20080, FLJ23793, MGC33965, Nbla10388"	ENSG00000119844	Aftiphilin	Q6ULP2	2	64524299-64593005	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (other), Testis - Spermatocytes, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA034990, HPA034991"	Approved		Supported	"Golgi apparatus,Vesicles,Cytosol"			NA	NA			"Cluster 29: Non-specific - Unknown function"	"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 16: Non-specific - Transcription"	"Cluster 55: Lymphoma - Immune response"	"Cluster 55: Non-specific - Transcription"		Cytosol	"Golgi apparatus, Vesicles"	"HPA034990: AB_2674398, HPA034991: AB_10603577"	"unprognostic (7.30e-2)"	"unprognostic (4.72e-2)"	"unprognostic (9.16e-2)"	"unprognostic (8.54e-2)"	"unprognostic (3.24e-1)"	"unprognostic (4.25e-2)"	"unprognostic (2.54e-2)"	"unprognostic (1.75e-2)"	"unprognostic (1.52e-1)"	"unprognostic (8.44e-2)"	"unprognostic (3.42e-2)"	"unprognostic (4.65e-2)"	"prognostic favorable (2.37e-5)"	"prognostic favorable (8.44e-4)"	"unprognostic (3.12e-1)"	"unprognostic (1.74e-1)"	"prognostic favorable (1.83e-4)"
AICDA	"AID, ARP2, CDA2, HIGM2"	ENSG00000111732	"Activation induced cytidine deaminase"	Q9GZX7	12	8602155-8613242	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"mRNA processing"	Hydrolase	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	7	"lymphoid tissue: 11.0"	"Cell type enhanced"	"Detected in some"		"B-cells: 1.3;monocytes: 1.3;Pancreatic endocrine cells: 1.7;Proximal enterocytes: 2.0"	"Cancer enhanced"	"Detected in single"		"testis cancer: 0.8"	"Low region specificity"	"Detected in some"			"Immune cell enhanced"	"Detected in some"		"naive B-cell: 2.1"	"Lineage enriched"	"Detected in single"	4	"B-cells: 2.1"	"Cancer enriched"	"Detected in some"	15	"lymphoma: 25.6"		"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA			"Cluster 23: B-cells - Immunoglobulins"	"Cluster 36: Lymphoid tissue - Cytokine signaling"	"Cluster 11: White matter - Signal transduction"	"Cluster 55: Lymphoma - Immune response"	"Cluster 73: B-cells - B-cell function"	7				"unprognostic (2.71e-2)"	"unprognostic (1.39e-2)"		"unprognostic (7.76e-2)"	"unprognostic (1.68e-1)"	"unprognostic (8.73e-3)"		"unprognostic (1.11e-1)"	"unprognostic (4.05e-2)"	"unprognostic (9.69e-2)"	"unprognostic (1.96e-2)"		"unprognostic (4.04e-6)"	"unprognostic (8.82e-2)"	"unprognostic (1.28e-1)"	"unprognostic (4.21e-1)"	"unprognostic (4.65e-1)"
ANKRD33B		ENSG00000164236	"Ankyrin repeat domain 33B"	A6NCL7	5	10564070-10657816	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	5	"retina: 49.4"	"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 309.2;Excitatory neurons: 106.8;Rod photoreceptor cells: 80.4;Skeletal myocytes: 58.5"	"Cancer enhanced"	"Detected in many"		"renal cancer: 7.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells, Kidney - Proximal tubular cells, Pancreas - Ductal cells"	"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in all"	6	"amygdala: 11.2;basal ganglia: 23.1;cerebral cortex: 27.6;hippocampal formation: 22.9;olfactory bulb: 14.5"	HPA056974	Uncertain		Approved	Mitochondria			NA	NA				"Cluster 76: Retina - Visual perception"	"Cluster 51: Neurons - Mixed function"	"Cluster 55: Lymphoma - Immune response"	"Cluster 66: Photoreceptor cells - Visual perception"		Mitochondria		"HPA056974: AB_2683295"	"unprognostic (6.19e-2)"	"unprognostic (2.61e-1)"	"unprognostic (1.09e-2)"	"unprognostic (5.65e-3)"	"unprognostic (2.84e-2)"	"unprognostic (1.21e-1)"	"unprognostic (1.99e-1)"	"unprognostic (4.50e-3)"	"unprognostic (4.41e-1)"	"unprognostic (2.42e-3)"	"unprognostic (1.14e-1)"	"unprognostic (1.00e-1)"	"prognostic favorable (4.16e-5)"	"unprognostic (1.17e-1)"	"unprognostic (4.80e-2)"	"unprognostic (2.39e-2)"	"unprognostic (5.47e-2)"
ANXA6	ANX6	ENSG00000197043	"Annexin A6"	P08133	5	151100706-151157815	"Plasma proteins, Predicted intracellular proteins, Transporters"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Peritubular cells: 211.1;Syncytiotrophoblasts: 229.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Colon - Smooth muscle cells, Prostate - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA002462, CAB005077, HPA009650, HPA009977"	Enhanced		Approved	Cytosol			NA	NA		1800000	"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 35: Non-specific - Mitochondria"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 55: Lymphoma - Immune response"	"Cluster 14: Langerhans cells - Innate immune response"		Cytosol		"CAB005077: AB_630873, HPA002462: AB_1078166, HPA009650: AB_1844867, HPA009977: "	"unprognostic (1.74e-1)"	"unprognostic (5.85e-2)"	"unprognostic (1.03e-1)"	"unprognostic (5.81e-2)"	"unprognostic (2.44e-1)"	"unprognostic (9.41e-2)"	"unprognostic (1.17e-1)"	"unprognostic (1.75e-1)"	"unprognostic (9.63e-2)"	"unprognostic (1.60e-2)"	"unprognostic (1.08e-3)"	"unprognostic (2.49e-2)"	"prognostic unfavorable (1.31e-5)"	"unprognostic (6.29e-2)"	"unprognostic (1.74e-1)"	"unprognostic (1.28e-3)"	"unprognostic (1.38e-3)"
APOBEC3F	"ARP8, BK150C2.4.MRNA, KA6"	ENSG00000128394	"Apolipoprotein B mRNA editing enzyme catalytic subunit 3F"	Q8IUX4	22	39040604-39055972	"Enzymes, Predicted intracellular proteins"	"Antiviral defense, Host-virus interaction, Immunity, Innate immunity"	Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Sertoli cells: 19.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid - T-cells"									HPA073637			Uncertain	Nucleoplasm,Cytosol			NA	NA			"Cluster 14: Non-specific - Unknown function"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 55: Lymphoma - Immune response"	"Cluster 3: Basal prostatic cells - Lipid metabolism"		"Nucleoplasm, Cytosol"		"HPA073637: "	"unprognostic (1.38e-3)"	"unprognostic (1.28e-3)"	"unprognostic (4.63e-2)"	"unprognostic (1.63e-2)"	"unprognostic (6.16e-2)"	"unprognostic (3.51e-2)"	"unprognostic (3.90e-2)"	"unprognostic (1.42e-1)"	"unprognostic (6.03e-2)"	"unprognostic (1.34e-2)"	"unprognostic (1.57e-1)"	"unprognostic (1.88e-1)"	"unprognostic (2.06e-3)"	"unprognostic (9.36e-2)"	"unprognostic (3.21e-2)"	"unprognostic (1.49e-1)"	"prognostic favorable (8.28e-4)"
APOBEC3G	"bK150C2.7, CEM15, dJ494G10.1, FLJ12740, MDS019"	ENSG00000239713	"Apolipoprotein B mRNA editing enzyme catalytic subunit 3G"	Q9HC16	22	39077067-39087743	"Enzymes, Predicted intracellular proteins"	"Antiviral defense, Host-virus interaction, Immunity, Innate immunity"	Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"lymphoid tissue: 44.8"	"Cell type enhanced"	"Detected in many"		"NK-cells: 187.5;Plasma cells: 76.1;T-cells: 109.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Bile duct cancer: 57.4"	"Lung - T-cells, Testis - Sertoli cells, Thyroid - T-cells"									"HPA001812, HPA073637"	Enhanced		Uncertain	Nucleoplasm,Cytosol			NA	NA			"Cluster 15: NK-cells - Unknown function"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 55: Lymphoma - Immune response"	"Cluster 19: NK-cells - Adaptive immune response"	1	"Nucleoplasm, Cytosol"		"HPA001812: AB_1078175, HPA073637: "	"prognostic favorable (4.78e-4)"	"prognostic favorable (4.70e-4)"	"unprognostic (8.18e-3)"	"prognostic favorable (6.03e-5)"	"unprognostic (2.37e-1)"	"unprognostic (3.43e-1)"	"unprognostic (7.77e-2)"	"unprognostic (2.33e-1)"	"unprognostic (4.23e-1)"	"unprognostic (4.13e-3)"	"unprognostic (9.13e-3)"	"unprognostic (1.81e-1)"	"prognostic unfavorable (8.66e-13)"	"unprognostic (3.41e-2)"	"unprognostic (5.83e-2)"	"unprognostic (2.91e-2)"	"prognostic favorable (6.30e-4)"
