Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABCA10	EST698739	ENSG00000154263	"ATP binding cassette subfamily A member 10"	Q8WWZ4	17	69147214-69244846	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	Transport	Translocase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"ovary: 17.7"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 210.9;Excitatory neurons: 88.8;Fibroblasts: 56.2;Inhibitory neurons: 107.9;Late spermatids: 112.9;Leydig cells: 54.0;Microglial cells: 178.9"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Rhabdoid: 1.4"	"Thyroid - Fibroblasts"					"Low region specificity"	"Detected in many"			HPA014535	Uncertain						NA	NA				"Cluster 62: Connective tissue - ECM organization"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 53: Fibroblasts - ECM organization"				"HPA014535: AB_1844426"	"unprognostic (1.45e-4)"	"unprognostic (3.17e-1)"	"unprognostic (7.74e-2)"	"unprognostic (5.18e-2)"	"unprognostic (2.52e-2)"	"unprognostic (1.17e-2)"	"unprognostic (3.78e-2)"	"unprognostic (1.40e-1)"	"unprognostic (4.51e-3)"	"unprognostic (1.22e-1)"	"unprognostic (4.53e-3)"	"unprognostic (4.91e-1)"	"unprognostic (2.70e-4)"	"unprognostic (5.23e-3)"	"unprognostic (6.98e-2)"	"unprognostic (4.37e-2)"	"unprognostic (9.86e-3)"
ABCA3	"ABC-C, ABC3, EST111653, LBM180"	ENSG00000167972	"ATP binding cassette subfamily A member 3"	Q99758	16	2275881-2340746	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Lipid transport, Transport"	Translocase	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 39.2;lung: 88.4"	"Group enriched"	"Detected in many"	6	"Alveolar cells type 1: 220.8;Alveolar cells type 2: 553.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Lung - Alveolar cells type 2, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA007884	Enhanced						NA	NA				"Cluster 34: Non-specific - Mixed function"	"Cluster 24: Neurons - Mixed function"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 72: Alveolar cells - Lung function"				"HPA007884: AB_1078077"	"unprognostic (2.64e-1)"	"unprognostic (2.19e-2)"	"unprognostic (6.09e-3)"	"unprognostic (2.61e-3)"	"unprognostic (2.20e-1)"	"unprognostic (1.35e-1)"	"unprognostic (2.90e-2)"	"unprognostic (1.86e-1)"	"unprognostic (6.58e-3)"	"unprognostic (3.67e-2)"	"unprognostic (1.71e-3)"	"unprognostic (2.22e-2)"	"unprognostic (5.33e-2)"	"unprognostic (3.32e-2)"	"unprognostic (7.85e-2)"	"unprognostic (2.91e-1)"	"unprognostic (1.30e-1)"
ABCB10	"EST20237, M-ABC2, MTABC2"	ENSG00000135776	"ATP binding cassette subfamily B member 10"	Q9NRK6	1	229516582-229558707	"Plasma proteins, Predicted membrane proteins, Transporters"	Transport			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"bone marrow: 59.3"	"Cell type enriched"	"Detected in many"	5	"Erythroid cells: 147.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB044063, CAB044065, HPA055175"	Uncertain						NA	NA			"Cluster 13: Non-specific - Mitochondria"	"Cluster 6: Bone marrow - Innate immune response"	"Cluster 15: Non-specific - Transcription"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 1: Erythroid cells - Oxygen transport"				"CAB044063: AB_353262, CAB044065: AB_2220666, HPA055175: AB_2682727"	"unprognostic (1.00e-1)"	"unprognostic (1.29e-2)"	"unprognostic (5.56e-3)"	"unprognostic (5.64e-2)"	"unprognostic (2.04e-1)"	"unprognostic (8.06e-3)"	"unprognostic (9.38e-2)"	"unprognostic (2.05e-1)"	"unprognostic (4.15e-2)"	"unprognostic (5.61e-2)"	"unprognostic (2.81e-1)"	"unprognostic (3.13e-1)"	"unprognostic (8.32e-2)"	"unprognostic (2.58e-1)"	"unprognostic (3.83e-1)"	"unprognostic (5.29e-2)"	"unprognostic (3.37e-2)"
ACADL	"ACAD4, LCAD"	ENSG00000115361	"Acyl-CoA dehydrogenase long chain"	P28330	2	210187126-210225447	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Fatty acid metabolism, Lipid metabolism"	Oxidoreductase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"liver: 27.2;pancreas: 27.6"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 2: 50.7;Early spermatids: 94.9;Late spermatids: 75.7;Leydig cells: 49.6;Peritubular cells: 50.6;Prostatic glandular cells: 93.2"	"Group enriched"	"Detected in many"	8	"liver cancer: 2.2;prostate cancer: 6.8;renal cancer: 8.8;thyroid cancer: 4.6"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"prostate cancer: 2.8;Rhabdoid: 2.4;testis cancer: 2.2"	"Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Liver - Hepatocytes, Lung - Alveolar cells type 2, Prostate - Prostate glandular cells, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA011990	Enhanced	Supported					NA	NA				"Cluster 68: Non-specific - Protein processing"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 40: Prostatic glandular cells - Transcription"	1			"HPA011990: AB_1844465"	"unprognostic (6.29e-3)"	"unprognostic (7.61e-2)"		"unprognostic (1.40e-1)"	"unprognostic (1.53e-1)"	"unprognostic (1.33e-2)"	"unprognostic (7.66e-3)"	"unprognostic (3.24e-1)"	"unprognostic (1.55e-1)"	"unprognostic (1.75e-1)"	"unprognostic (1.66e-1)"	"unprognostic (1.99e-1)"	"prognostic favorable (1.58e-11)"	"unprognostic (4.22e-3)"	"unprognostic (1.18e-4)"	"unprognostic (8.81e-3)"	"unprognostic (1.06e-1)"
ADAMTS3	"ADAMTS-4, KIAA0366"	ENSG00000156140	"ADAM metallopeptidase with thrombospondin type 1 motif 3"	O15072	4	72280969-72569221	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted secreted proteins"		"Heparin-binding, Hydrolase, Metalloprotease, Protease"	"Cancer-related genes, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"retina: 8.1"	"Group enriched"	"Detected in many"	4	"Cone photoreceptor cells: 32.3;Excitatory neurons: 48.5;Leydig cells: 23.6;Mesothelial cells: 14.7;Rod photoreceptor cells: 28.6"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Rhabdoid: 20.4"	"Adipose visceral - Mesothelial cells, Breast - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA021368, HPA021369"	Uncertain		Approved	"Intermediate filaments"	"Secreted to extracellular matrix"	Enzyme	NA	NA				"Cluster 40: Non-specific - Transcription"	"Cluster 33: Neurons - Mixed function"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 34: Neurons - Neuronal signaling"	1	"Intermediate filaments"		"HPA021368: AB_2670681, HPA021369: AB_2670682"	"unprognostic (1.93e-1)"	"unprognostic (3.47e-3)"	"unprognostic (1.41e-1)"	"unprognostic (1.05e-3)"	"unprognostic (6.11e-2)"	"unprognostic (2.60e-1)"	"unprognostic (3.26e-3)"	"unprognostic (1.60e-3)"	"unprognostic (5.92e-4)"	"unprognostic (3.11e-2)"	"unprognostic (1.93e-1)"	"unprognostic (2.60e-1)"	"unprognostic (8.63e-3)"	"unprognostic (1.65e-3)"	"unprognostic (1.17e-1)"	"unprognostic (2.72e-1)"	"unprognostic (1.50e-4)"
ADAP2	CENTA2	ENSG00000184060	"ArfGAP with dual PH domains 2"	Q9NPF8	17	30906344-30959322	"Predicted intracellular proteins"		"GTPase activation"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Extravillous trophoblasts: 101.0;Hofbauer cells: 189.0;Kupffer cells: 145.1;Macrophages: 117.0;monocytes: 47.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	9	"classical monocyte: 22.5;intermediate monocyte: 34.4;myeloid DC: 12.6;non-classical monocyte: 43.7"	"Group enriched"	"Detected in many"	9	"dendritic cells: 12.6;monocytes: 43.7"	"Cancer enhanced"	"Detected in many"		"Kidney cancer: 7.7"	"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Breast - Macrophages, Liver - Kupffer cells, Prostate - Macrophages, Testis - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA			"Cluster 40: Monocytes - Innate immune response"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 58: Macrophages - Innate immune response"					"unprognostic (4.00e-2)"	"unprognostic (1.68e-2)"	"prognostic unfavorable (5.62e-4)"	"unprognostic (2.25e-1)"	"unprognostic (9.26e-2)"	"prognostic favorable (3.97e-4)"	"prognostic unfavorable (3.12e-4)"	"unprognostic (2.38e-1)"	"unprognostic (3.40e-1)"	"unprognostic (1.54e-1)"	"unprognostic (2.51e-1)"	"unprognostic (9.49e-2)"	"prognostic unfavorable (2.36e-6)"	"unprognostic (1.42e-1)"	"unprognostic (1.42e-2)"	"unprognostic (1.17e-2)"	"unprognostic (1.14e-2)"
ADCYAP1	PACAP	ENSG00000141433	"Adenylate cyclase activating polypeptide 1"	P18509	18	904871-912172	"Predicted secreted proteins"	Neurogenesis	Hormone		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 12.0;lymphoid tissue: 10.6"	"Group enriched"	"Detected in some"	15	"granulocytes: 324.1;Pancreatic endocrine cells: 91.7"	"Cancer enhanced"	"Detected in some"		"pancreatic cancer: 3.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Neuroblastoma: 17.8;Rhabdoid: 20.7;thyroid cancer: 10.7"	"Colon - Colon enteroendocrine cells, Pancreas - Beta cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			HPA065887	Supported	Supported			"Secreted in other tissues"	Hormone	NA	NA				"Cluster 5: Brain & Testis - Signal transduction"	"Cluster 43: Hindbrain - Mixed function"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 30: Granulocytes - Unknown function"	2			"HPA065887: "	"unprognostic (2.68e-1)"	"unprognostic (1.83e-2)"	"unprognostic (7.09e-2)"	"unprognostic (4.04e-2)"	"unprognostic (2.23e-1)"	"unprognostic (3.87e-4)"	"unprognostic (9.58e-3)"	"unprognostic (1.00e-1)"	"unprognostic (2.34e-1)"	"unprognostic (6.86e-2)"	"unprognostic (4.16e-2)"	"unprognostic (9.94e-2)"	"prognostic favorable (2.91e-6)"	"unprognostic (2.24e-3)"	"unprognostic (9.22e-2)"	"unprognostic (1.74e-1)"	"unprognostic (5.74e-4)"
ALCAM	"CD166, MEMD"	ENSG00000170017	"Activated leukocyte cell adhesion molecule"	Q13740	3	105366909-105576900	"Cancer-related genes, CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"	"Adaptive immunity, Cell adhesion, Immunity"		"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	5	"parathyroid gland: 424.3"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 292.6;Oligodendrocyte precursor cells: 638.2;Oligodendrocytes: 913.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"myeloid DC: 29.6"	"Lineage enriched"	"Detected in many"	6	"dendritic cells: 29.6"	"Low cancer specificity"	"Detected in all"			"Breast - Breast glandular cells, Colon - Enteric glia cells, Liver - Hepatocytes, Skin - Sebaceous gland cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB002148, HPA010926"	Enhanced		Uncertain	Vesicles	"Secreted to blood"	Immunity	NA	NA		1600000000	"Cluster 2: Dendritic cells - Unknown function"	"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 69: Neurons - Neuronal signaling"	3	Vesicles		"CAB002148: AB_442053, HPA010926: AB_1078449"	"unprognostic (6.82e-2)"	"unprognostic (2.66e-1)"	"unprognostic (2.13e-1)"	"unprognostic (2.19e-1)"	"unprognostic (9.48e-3)"	"unprognostic (2.08e-2)"	"unprognostic (1.63e-3)"	"unprognostic (3.89e-2)"	"unprognostic (1.75e-1)"	"unprognostic (4.01e-2)"	"unprognostic (1.09e-1)"	"unprognostic (1.07e-1)"	"prognostic favorable (3.15e-4)"	"unprognostic (3.15e-1)"	"unprognostic (4.47e-2)"	"unprognostic (9.57e-2)"	"unprognostic (7.76e-2)"
ANKDD1A	FLJ25870	ENSG00000166839	"Ankyrin repeat and death domain containing 1A"	Q495B1	15	64911902-64958691	"Predicted intracellular proteins, Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adrenal gland: 8.6"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 198.8;Leydig cells: 60.8;Peritubular cells: 77.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"NK-cell: 3.1"	"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"Myeloma: 10.0"	"Heart muscle - Fibroblasts, Prostate - Fibroblasts"	"Low region specificity"	"Detected in some"			"Region enriched"	"Detected in all"	5	"cerebellum: 16.2"	HPA040757	Approved		Approved	Nucleoplasm	"Secreted - unknown location"	"No annotated function"	NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 26: Adrenal gland - Steroid metabolism"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 47: Astrocytes - Unknown function"		Nucleoplasm		"HPA040757: AB_10960566"	"unprognostic (3.72e-4)"	"unprognostic (1.86e-1)"	"unprognostic (6.07e-3)"	"unprognostic (3.25e-2)"	"unprognostic (4.78e-1)"	"unprognostic (2.49e-1)"	"unprognostic (1.14e-1)"	"unprognostic (1.22e-3)"	"unprognostic (5.11e-3)"	"unprognostic (5.57e-2)"	"unprognostic (4.37e-2)"	"unprognostic (1.60e-1)"	"unprognostic (3.15e-7)"	"unprognostic (1.06e-1)"	"unprognostic (1.98e-1)"	"unprognostic (8.04e-3)"	"unprognostic (1.64e-2)"
ANKRA2		ENSG00000164331	"Ankyrin repeat family A member 2"	Q9H9E1	5	73552190-73565667	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA003968, HPA065263"	Approved		Supported	"Nucleoplasm,Plasma membrane,Cell Junctions"			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 68: Non-specific - Protein processing"	"Cluster 55: Non-specific - Transcription"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 6: Ovarian stromal cells - Transcription"	5	"Plasma membrane"	"Nucleoplasm, Cell Junctions"	"HPA003968: , HPA065263: AB_2685449"	"unprognostic (1.75e-1)"	"unprognostic (5.78e-2)"	"unprognostic (1.40e-1)"	"unprognostic (1.86e-1)"	"unprognostic (3.31e-1)"	"unprognostic (3.89e-2)"	"unprognostic (5.68e-2)"	"unprognostic (6.19e-2)"	"unprognostic (3.47e-2)"	"unprognostic (1.09e-1)"	"unprognostic (1.06e-2)"	"unprognostic (1.79e-1)"	"unprognostic (9.80e-3)"	"unprognostic (3.36e-1)"	"unprognostic (3.31e-1)"	"unprognostic (6.65e-2)"	"unprognostic (1.13e-3)"
