Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
AGO2	"CASC7, EIF2C2, hAGO2, LINC00980, Q10"	ENSG00000123908	"Argonaute RISC catalytic component 2"	Q9UKV8	8	140520156-140635633	"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Host-virus interaction, RNA-mediated gene silencing, Transcription, Transcription regulation, Translation regulation"	"Endonuclease, Hydrolase, Nuclease, Repressor, Ribonucleoprotein, RNA-binding"	"Disease variant, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Langerhans cells: 256.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in single"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB019309, HPA067849"	Approved		Supported	"Cytosol,Cytoplasmic bodies"			NA	NA		65000	"Cluster 35: Neutrophils - Protein binding"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 6: Non-specific - Immune response"	"Cluster 40: Non-specific - Unknown function"	"Cluster 29: Monocytes - Innate immune response"	28	"Cytoplasmic bodies"	Cytosol	"CAB019309: , HPA067849: "	"unprognostic (2.75e-2)"	"unprognostic (1.79e-3)"	"unprognostic (1.27e-1)"	"prognostic unfavorable (1.21e-4)"	"unprognostic (2.46e-1)"	"unprognostic (2.15e-1)"	"unprognostic (1.49e-3)"	"unprognostic (8.86e-2)"	"unprognostic (2.21e-1)"	"unprognostic (8.50e-2)"	"unprognostic (3.47e-2)"	"unprognostic (2.73e-1)"	"prognostic unfavorable (1.82e-5)"	"unprognostic (1.32e-1)"	"unprognostic (2.77e-1)"	"unprognostic (1.32e-1)"	"unprognostic (3.02e-1)"
AKAP8L	"HAP95, NAKAP95"	ENSG00000011243	"A-kinase anchoring protein 8 like"	Q9ULX6	19	15380050-15419141	"Predicted intracellular proteins"	"Host-virus interaction, mRNA processing, mRNA splicing, Transcription, Transcription regulation"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA042485, HPA042546"	Enhanced		Supported	"Nuclear speckles"			NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 79: Non-specific - Transcription"	"Cluster 34: Non-specific - Mixed function"	"Cluster 40: Non-specific - Unknown function"	"Cluster 55: Non-specific - Transcription"	49	"Nuclear speckles"		"HPA042485: AB_2678019, HPA042546: AB_2678046"	"unprognostic (9.52e-3)"	"unprognostic (5.23e-2)"	"prognostic unfavorable (3.49e-4)"	"unprognostic (1.08e-2)"	"unprognostic (3.25e-1)"	"unprognostic (3.53e-2)"	"unprognostic (1.38e-2)"	"unprognostic (2.87e-2)"	"unprognostic (1.08e-1)"	"unprognostic (3.57e-2)"	"prognostic favorable (8.04e-4)"	"unprognostic (1.01e-2)"	"prognostic unfavorable (1.08e-7)"	"unprognostic (2.77e-1)"	"unprognostic (1.07e-1)"	"unprognostic (8.80e-2)"	"unprognostic (2.34e-3)"
AMBN		ENSG00000178522	Ameloblastin	Q9NP70	4	70592256-70607288	"Disease related genes, Human disease related genes, Predicted secreted proteins"	Biomineralization		"Amelogenesis imperfecta"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in single"		"brain: 2.8"	"Cell type enhanced"	"Detected in single"		"Microglial cells: 1.8"	"Group enriched"	"Detected in some"	7	"cervical cancer: 2.6;endometrial cancer: 2.9"	"Region enhanced"	"Detected in single"		"basal ganglia: 2.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"colorectal cancer: 2.5;Rhabdoid: 7.4"		"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA036099			Uncertain	Nucleoplasm,Vesicles	"Secreted in other tissues"	Other	NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 33: Neurons - Mixed function"	"Cluster 40: Non-specific - Unknown function"	"Cluster 8: Neurons - Neuronal signaling"	5	Vesicles	Nucleoplasm	"HPA036099: "															"unprognostic (3.22e-1)"		
ANKRD18B	bA255A11.3	ENSG00000230453	"Ankyrin repeat domain 18B"	A2A2Z9	9	33524251-33608848	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 12.0;testis: 4.2"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 37.5;Excitatory neurons: 13.4;Muller glia cells: 15.0;Spermatocytes: 25.9"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Lung - Respiratory ciliated cells, Skin - Keratinocyte (other)"									"HPA046346, HPA046695, HPA049923, HPA051288"	Uncertain						NA	NA				"Cluster 65: Cerebellum - Nervous system development"	"Cluster 37: Neurons - Mixed function"	"Cluster 40: Non-specific - Unknown function"	"Cluster 31: Spermatocytes - Spermatogenesis"				"HPA046346: AB_2679631, HPA046695: , HPA049923: AB_2680954, HPA051288: AB_2681421"	"unprognostic (4.71e-2)"	"unprognostic (1.85e-1)"	"unprognostic (4.85e-3)"	"unprognostic (1.00e-2)"	"unprognostic (1.13e-1)"	"unprognostic (1.17e-2)"	"unprognostic (1.29e-4)"	"unprognostic (1.45e-2)"	"unprognostic (9.84e-2)"	"unprognostic (8.65e-2)"	"unprognostic (2.54e-4)"	"unprognostic (1.01e-2)"	"unprognostic (6.43e-5)"	"unprognostic (4.89e-2)"	"unprognostic (9.75e-4)"	"unprognostic (8.25e-2)"	"unprognostic (5.18e-2)"
ANKRD46		ENSG00000186106	"Ankyrin repeat domain 46"	Q86W74	8	100509752-100559784	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Liver - Hepatocytes, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA013758	Approved		Approved	Cytosol			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 3: Non-specific - Unknown function"	"Cluster 14: Neurons - Synaptic function"	"Cluster 40: Non-specific - Unknown function"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"		Cytosol		"HPA013758: AB_10962626"	"unprognostic (3.71e-3)"	"unprognostic (9.01e-2)"	"unprognostic (2.03e-1)"	"unprognostic (2.22e-2)"	"unprognostic (9.82e-2)"	"unprognostic (1.16e-1)"	"unprognostic (2.63e-1)"	"unprognostic (8.84e-2)"	"unprognostic (4.79e-2)"	"unprognostic (3.56e-1)"	"unprognostic (2.98e-2)"	"unprognostic (1.51e-1)"	"unprognostic (8.08e-3)"	"unprognostic (5.29e-2)"	"unprognostic (1.82e-1)"	"unprognostic (1.81e-2)"	"unprognostic (6.29e-3)"
AP3M2	"AP47B, CLA20"	ENSG00000070718	"Adaptor related protein complex 3 subunit mu 2"	P53677	8	42152946-42171673	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Early spermatids: 65.3;Late spermatids: 70.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Liver - Vascular Endothelial cells, Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB014876, HPA045591, HPA048380"	Approved						NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 17: Neuronal - Synaptic function"	"Cluster 14: Neurons - Synaptic function"	"Cluster 40: Non-specific - Unknown function"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"				"CAB014876: , HPA045591: AB_2679377, HPA048380: AB_2680379"	"unprognostic (5.53e-2)"	"unprognostic (2.26e-2)"	"unprognostic (3.50e-2)"	"prognostic unfavorable (3.46e-4)"	"unprognostic (3.33e-1)"	"unprognostic (1.14e-1)"	"unprognostic (2.02e-2)"	"unprognostic (8.20e-2)"	"unprognostic (1.13e-1)"	"unprognostic (2.47e-1)"	"unprognostic (3.68e-1)"	"unprognostic (4.80e-2)"	"unprognostic (3.61e-2)"	"unprognostic (2.69e-1)"	"unprognostic (4.32e-1)"	"unprognostic (8.04e-2)"	"prognostic favorable (2.38e-4)"
ARFGEF1	"ARFGEP1, BIG1, DKFZP434L057, p200"	ENSG00000066777	"ADP ribosylation factor guanine nucleotide exchange factor 1"	Q9Y6D6	8	67173511-67343781	"Disease related genes, Predicted intracellular proteins"	"Protein transport, Transport"	"Guanine-nucleotide releasing factor"	"Autism spectrum disorder, Disease variant, Epilepsy, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes, Testis - Spermatogonia, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA023399, HPA023822"	Supported	Supported	Enhanced	"Nucleoplasm,Golgi apparatus,Cytosol"			NA	NA			"Cluster 3: Non-specific - Nuclear processes"	"Cluster 39: Retina & Testis - Cilium"	"Cluster 50: Non-specific - Nucleic acid binding"	"Cluster 40: Non-specific - Unknown function"	"Cluster 55: Non-specific - Transcription"	7	"Golgi apparatus"	"Nucleoplasm, Cytosol"	"HPA023399: AB_1844981, HPA023822: AB_1844982"	"prognostic unfavorable (8.76e-4)"	"unprognostic (1.62e-1)"	"unprognostic (4.60e-2)"	"unprognostic (1.01e-2)"	"unprognostic (1.11e-1)"	"unprognostic (5.49e-2)"	"unprognostic (1.52e-2)"	"unprognostic (4.52e-1)"	"unprognostic (5.38e-2)"	"unprognostic (4.67e-2)"	"unprognostic (2.13e-3)"	"unprognostic (1.31e-1)"	"prognostic favorable (2.48e-4)"	"unprognostic (1.13e-1)"	"unprognostic (2.84e-1)"	"unprognostic (1.62e-1)"	"unprognostic (1.61e-2)"
ARHGAP39	"CrGAP, KIAA1688, Vilse"	ENSG00000147799	"Rho GTPase activating protein 39"	Q9C0H5	8	144529179-144685846	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 16.2;testis: 21.2"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 32.5;Ciliated cells: 33.8;Cone photoreceptor cells: 22.1;Excitatory neurons: 40.3;Inhibitory neurons: 31.7;Oligodendrocytes: 28.7;Rod photoreceptor cells: 23.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Lung - Respiratory ciliated cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA044491			Approved	"Nucleoplasm,Microtubules,Cytokinetic bridge,Cytosol"			Yes	NA				"Cluster 66: Non-specific - Transcription"	"Cluster 53: Neurons - Mixed function"	"Cluster 40: Non-specific - Unknown function"	"Cluster 42: Ciliated cells - Cilium assembly"		Cytosol	"Nucleoplasm, Microtubules, Cytokinetic bridge"	"HPA044491: AB_10794775"	"unprognostic (3.42e-2)"	"unprognostic (2.65e-2)"	"unprognostic (9.85e-2)"	"unprognostic (4.17e-1)"	"unprognostic (1.53e-1)"	"unprognostic (2.49e-1)"	"unprognostic (1.74e-7)"	"unprognostic (1.89e-2)"	"unprognostic (3.00e-1)"	"unprognostic (2.02e-1)"	"unprognostic (6.90e-3)"	"unprognostic (1.53e-1)"	"unprognostic (5.19e-2)"	"unprognostic (1.26e-2)"	"unprognostic (1.42e-1)"	"unprognostic (1.27e-1)"	"unprognostic (9.97e-2)"
ARMC1	"Arcp, FLJ10511"	ENSG00000104442	"Armadillo repeat containing 1"	Q9NVT9	8	65602458-65634217	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Oocytes: 125.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA026085	Approved		Approved	Mitochondria			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 3: Non-specific - Unknown function"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 40: Non-specific - Unknown function"	"Cluster 70: Spermatocytes & Spermatids - Spermatid development"	1	Mitochondria		"HPA026085: AB_1845031"	"prognostic unfavorable (4.81e-4)"	"unprognostic (1.35e-1)"	"unprognostic (1.87e-1)"	"prognostic unfavorable (2.87e-4)"	"unprognostic (8.18e-2)"	"unprognostic (1.45e-2)"	"prognostic unfavorable (7.73e-4)"	"unprognostic (4.13e-2)"	"unprognostic (7.49e-2)"	"unprognostic (2.19e-2)"	"prognostic unfavorable (9.15e-4)"	"unprognostic (1.81e-1)"	"unprognostic (3.30e-3)"	"unprognostic (1.08e-1)"	"unprognostic (1.07e-1)"	"unprognostic (1.98e-1)"	"unprognostic (1.66e-1)"
ASH2L	"ASH2, ASH2L1, ASH2L2, Bre2"	ENSG00000129691	"ASH2 like, histone lysine methyltransferase complex subunit"	Q9UBL3	8	38105493-38144076	"Predicted intracellular proteins"	"Transcription, Transcription regulation"	"Chromatin regulator, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA042289	Approved		Supported	"Nucleoplasm,Plasma membrane"			Yes	No			"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 16: Non-specific - Transcription"	"Cluster 14: Neurons - Synaptic function"	"Cluster 40: Non-specific - Unknown function"	"Cluster 70: Spermatocytes & Spermatids - Spermatid development"	18	Nucleoplasm	"Plasma membrane"	"HPA042289: AB_10795608"	"unprognostic (9.39e-2)"	"unprognostic (5.58e-3)"	"unprognostic (2.67e-3)"	"unprognostic (5.40e-3)"	"unprognostic (2.87e-1)"	"unprognostic (2.66e-2)"	"unprognostic (4.04e-1)"	"unprognostic (9.15e-2)"	"unprognostic (1.30e-1)"	"unprognostic (1.12e-1)"	"unprognostic (5.10e-2)"	"unprognostic (9.73e-3)"	"prognostic favorable (4.25e-4)"	"unprognostic (9.95e-2)"	"unprognostic (1.27e-1)"	"unprognostic (7.69e-3)"	"unprognostic (2.54e-1)"
