Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABCD2	"ALDL1, ALDR, ALDRP"	ENSG00000173208	"ATP binding cassette subfamily D member 2"	Q9UBJ2	12	39550033-39619803	"Metabolic proteins, Predicted membrane proteins, Transporters"	Transport	"Hydrolase, Translocase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adipose tissue: 15.2"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 67.8;Bipolar cells: 46.3;Excitatory neurons: 32.1;Inhibitory neurons: 32.9"	"Cancer enriched"	"Detected in single"	7	"glioma: 1.9"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Lineage enriched"	"Detected in single"	4	"T-cells: 4.2"	"Group enriched"	"Detected in some"	8	"lymphoma: 2.2;Myeloma: 8.2;Neuroblastoma: 3.5"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Colon - Colon enteroendocrine cells, Heart muscle - Cardiomyocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA			"Cluster 39: T-cells - T-cell receptor"	"Cluster 34: Non-specific - Mixed function"	"Cluster 2: Neurons - Nucleosome"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 25: Bipolar cells - Visual perception"					"unprognostic (1.26e-3)"	"unprognostic (4.06e-4)"	"unprognostic (9.27e-2)"	"unprognostic (1.15e-2)"	"unprognostic (2.06e-1)"	"unprognostic (7.31e-5)"	"unprognostic (3.42e-2)"	"unprognostic (2.90e-2)"	"unprognostic (8.06e-3)"	"unprognostic (3.43e-2)"	"unprognostic (1.24e-2)"	"unprognostic (1.20e-1)"	"unprognostic (3.47e-4)"	"unprognostic (5.04e-2)"	"unprognostic (8.04e-2)"	"unprognostic (1.13e-1)"	"unprognostic (6.74e-2)"
ABHD14A	"DKFZP564O243, DORZ1"	ENSG00000248487	"Abhydrolase domain containing 14A"	Q9BUJ0	3	51971426-51981196	"Predicted intracellular proteins, Predicted membrane proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 122.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes, Skin - Fibroblast_2, Stomach - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA038153, HPA056913"	Approved		Supported	Vesicles			NA	NA		420000	"Cluster 11: T-cells - Unknown function"	"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 25: Bipolar cells - Visual perception"		Vesicles		"HPA038153: AB_2675868, HPA056913: AB_2683275"	"unprognostic (4.15e-3)"	"unprognostic (6.73e-2)"	"unprognostic (1.98e-1)"	"unprognostic (3.34e-2)"	"unprognostic (2.71e-1)"	"unprognostic (1.08e-2)"	"unprognostic (8.92e-2)"	"prognostic favorable (4.72e-4)"	"unprognostic (3.96e-1)"	"unprognostic (2.46e-2)"	"unprognostic (5.52e-3)"	"unprognostic (1.51e-2)"	"unprognostic (1.97e-2)"	"unprognostic (9.74e-2)"	"unprognostic (2.17e-1)"	"unprognostic (1.33e-1)"	"unprognostic (1.30e-2)"
ABHD3	LABH3	ENSG00000158201	"Abhydrolase domain containing 3, phospholipase"	Q8WU67	18	21650901-21704780	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"	"Lipid metabolism, Phospholipid metabolism"	"Hydrolase, Serine esterase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Distal enterocytes: 116.4;Syncytiotrophoblasts: 110.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA010729	Approved		Approved	"Nucleoplasm,Vesicles,Plasma membrane"			NA	NA			"Cluster 42: Non-specific - Vesicular transport"	"Cluster 45: Intestine - Digestion"	"Cluster 44: Non-specific - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 5: Enterocytes - Absorption"		"Nucleoplasm, Plasma membrane"	Vesicles	"HPA010729: AB_1844449"	"unprognostic (1.46e-1)"	"unprognostic (4.61e-2)"	"unprognostic (2.37e-2)"	"unprognostic (3.52e-1)"	"unprognostic (8.46e-2)"	"unprognostic (3.14e-3)"	"unprognostic (3.54e-3)"	"unprognostic (1.52e-1)"	"prognostic unfavorable (8.52e-4)"	"unprognostic (6.21e-2)"	"unprognostic (1.98e-1)"	"unprognostic (6.37e-2)"	"unprognostic (1.73e-1)"	"unprognostic (2.15e-2)"	"unprognostic (1.00e-1)"	"unprognostic (3.98e-2)"	"unprognostic (4.58e-2)"
ACBD4	FLJ13322	ENSG00000181513	"Acyl-CoA binding domain containing 4"	Q8NC06	17	45132600-45144181	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 90.7"	"Cell type enhanced"	"Detected in many"		"Proximal enterocytes: 54.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA051772	Approved		Approved	Nucleoplasm,Vesicles			Yes	No			"Cluster 24: Non-specific - Transcription"	"Cluster 83: Liver - Metabolism"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 22: Proximal enterocytes - Digestion"		"Nucleoplasm, Vesicles"		"HPA051772: AB_2681603"	"unprognostic (1.57e-2)"	"unprognostic (1.45e-1)"	"unprognostic (2.59e-2)"	"unprognostic (1.54e-1)"	"unprognostic (5.33e-3)"	"unprognostic (1.60e-2)"	"prognostic favorable (4.76e-4)"	"unprognostic (2.27e-2)"	"unprognostic (9.06e-2)"	"unprognostic (4.86e-2)"	"prognostic favorable (4.64e-4)"	"unprognostic (8.24e-2)"	"unprognostic (2.04e-3)"	"unprognostic (1.97e-1)"	"unprognostic (2.12e-1)"	"unprognostic (1.27e-1)"	"prognostic favorable (6.53e-4)"
ACSBG2	"BGR, DKFZp434K1635, PRTD-NY3"	ENSG00000130377	"Acyl-CoA synthetase bubblegum family member 2"	Q5FVE4	19	6135247-6193094	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Differentiation, Fatty acid metabolism, Lipid metabolism, Spermatogenesis"	"Developmental protein, Ligase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	226	"testis: 125.5"	"Cell type enriched"	"Detected in some"	4	"Late spermatids: 1739.0"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA043421, HPA051013"	Enhanced		Supported	Cytosol			NA	NA				"Cluster 10: Testis - Spermatid development"	"Cluster 25: Non-specific - Transcription"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 36: Late spermatids - Unknown function"		Cytosol		"HPA043421: AB_10794182, HPA051013: AB_2681311"	"unprognostic (4.13e-2)"	"unprognostic (1.28e-1)"	"unprognostic (2.47e-1)"	"unprognostic (3.27e-2)"	"unprognostic (4.33e-2)"	"unprognostic (1.92e-4)"	"unprognostic (1.96e-2)"	"unprognostic (4.17e-2)"	"unprognostic (2.07e-1)"	"unprognostic (2.62e-1)"	"unprognostic (6.88e-3)"	"unprognostic (3.13e-2)"	"unprognostic (3.91e-3)"	"unprognostic (2.20e-1)"	"unprognostic (9.23e-2)"	"unprognostic (8.78e-2)"	"unprognostic (4.70e-4)"
ACSM4		ENSG00000215009	"Acyl-CoA synthetase medium chain family member 4"	P0C7M7	12	7304072-7328719	"Enzymes, Metabolic proteins, Predicted membrane proteins"	"Fatty acid metabolism, Lipid metabolism"	Ligase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in some"		"Early spermatids: 1.5;Excitatory neurons: 1.2;Horizontal cells: 1.3;Inhibitory neurons: 1.0;Spermatogonia: 2.8"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Neuroblastoma: 1.2"		"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA049895	Uncertain						NA	NA					"Cluster 24: Neurons - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 67: Spermatogonia - Spermatogenesis"				"HPA049895: AB_2680940"	"unprognostic (9.50e-5)"	"unprognostic (5.45e-2)"	"unprognostic (4.84e-2)"	"unprognostic (6.06e-4)"	"unprognostic (1.77e-2)"	"unprognostic (1.76e-2)"	"unprognostic (2.24e-3)"	"unprognostic (3.31e-3)"	"unprognostic (3.85e-2)"	"unprognostic (8.78e-2)"	"unprognostic (3.27e-1)"	"unprognostic (3.60e-1)"	"unprognostic (2.45e-9)"	"unprognostic (1.82e-2)"	"unprognostic (1.97e-1)"	"unprognostic (1.27e-1)"	"unprognostic (1.73e-1)"
ADA2	"ADGF, CECR1, IDGFL"	ENSG00000093072	"Adenosine deaminase 2"	Q9NZK5	22	17178790-17258235	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins"		"Heparin-binding, Hydrolase"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"lymphoid tissue: 110.0"	"Cell type enhanced"	"Detected in many"		"dendritic cells: 117.0;Hofbauer cells: 91.6;Kupffer cells: 215.4;Langerhans cells: 133.1;Macrophages: 139.4;monocytes: 190.8;Plasma cells: 74.8;Schwann cells: 75.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"Leukemia: 15.1;lymphoma: 7.8;Myeloma: 23.5;Rhabdoid: 7.1;testis cancer: 17.4"	"Lung - Macrophages, Testis - Late spermatids"					"Low region specificity"	"Detected in all"			HPA007888	Uncertain				"Secreted to blood"	Enzyme	NA	NA		58000000	"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 29: Monocytes - Innate immune response"				"HPA007888: AB_1078495"	"unprognostic (1.03e-3)"	"unprognostic (2.00e-3)"	"unprognostic (6.59e-2)"	"unprognostic (2.50e-1)"	"unprognostic (1.48e-2)"	"unprognostic (7.01e-3)"	"unprognostic (4.48e-2)"	"unprognostic (3.09e-3)"	"unprognostic (3.80e-2)"	"prognostic favorable (9.26e-4)"	"prognostic favorable (8.91e-4)"	"unprognostic (1.41e-1)"	"unprognostic (1.49e-1)"	"unprognostic (4.86e-3)"	"unprognostic (1.96e-2)"	"unprognostic (4.83e-2)"	"unprognostic (2.51e-1)"
ADAM18	"ADAM27, tMDCIII"	ENSG00000168619	"ADAM metallopeptidase domain 18"	Q9Y3Q7	8	39584489-39730065	"Predicted intracellular proteins, Predicted membrane proteins"	"Differentiation, Spermatogenesis"	"Developmental protein"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	74	"testis: 8.9"	"Group enriched"	"Detected in some"	4	"Early spermatids: 81.0;Spermatocytes: 115.4"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in single"								"Intracellular and membrane"	"Developmental protein"	NA	NA				"Cluster 10: Testis - Spermatid development"		"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 31: Spermatocytes - Spermatogenesis"																	"unprognostic (2.10e-4)"		"unprognostic (1.18e-1)"		
ADAM29	"CT73, svph1"	ENSG00000168594	"ADAM metallopeptidase domain 29"	Q9UKF5	4	174829668-174978180	"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	71	"testis: 39.9"	"Group enriched"	"Detected in some"	31	"Early spermatids: 431.0;Late spermatids: 304.1"	"Not detected"	"Not detected"			"Region enriched"	"Detected in single"	4	"hypothalamus: 1.5"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA				"Cluster 10: Testis - Spermatid development"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 11: Late spermatids - Unknown function"					"unprognostic (6.40e-3)"				"unprognostic (2.03e-2)"			"unprognostic (4.72e-3)"			"unprognostic (4.93e-2)"		"unprognostic (1.16e-6)"	"unprognostic (1.35e-1)"	"unprognostic (1.17e-2)"		
ADAMDEC1	M12.219	ENSG00000134028	"ADAM like decysin 1"	O15204	8	24384285-24406013	"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"		"Hydrolase, Metalloprotease, Protease"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	6	"intestine: 413.0"	"Group enriched"	"Detected in some"	4	"Hofbauer cells: 13.0;Kupffer cells: 11.2;Macrophages: 28.4"	"Cancer enhanced"	"Detected in all"		"testis cancer: 16.7"	"Low region specificity"	"Detected in some"			"Immune cell enhanced"	"Detected in some"		"eosinophil: 1.9"	"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in single"		"lymphoma: 1.1"	"Adipose visceral - Macrophages"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"								"Secreted in other tissues"	Enzyme	NA	NA		28000000		"Cluster 45: Intestine - Digestion"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 58: Macrophages - Innate immune response"					"unprognostic (1.17e-2)"	"unprognostic (1.80e-2)"	"unprognostic (4.15e-3)"	"unprognostic (3.60e-1)"	"unprognostic (6.21e-2)"	"unprognostic (3.84e-3)"	"unprognostic (2.12e-1)"	"unprognostic (2.90e-1)"	"unprognostic (1.61e-1)"	"unprognostic (5.99e-3)"	"unprognostic (2.79e-1)"	"unprognostic (8.80e-2)"	"unprognostic (1.74e-2)"	"unprognostic (2.06e-1)"	"unprognostic (1.35e-2)"	"unprognostic (3.66e-2)"	"unprognostic (8.23e-2)"
