Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
A3GALT2	"A3GALT2P, IGB3S, IGBS3S"	ENSG00000184389	"Alpha 1,3-galactosyltransferase 2"	U3KPV4	1	33306766-33321098	"Enzymes, Predicted membrane proteins"	"Lipid metabolism"	"Glycosyltransferase, Transferase"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA					"Cluster 37: Neurons - Mixed function"	"Cluster 4: Non-specific - Transcription"	"Cluster 65: Neurons - Synaptic function"					"unprognostic (1.86e-2)"	"unprognostic (2.36e-2)"		"unprognostic (2.39e-1)"	"unprognostic (1.18e-1)"	"unprognostic (2.61e-3)"		"unprognostic (4.96e-2)"	"unprognostic (6.83e-2)"	"unprognostic (5.81e-2)"	"unprognostic (1.23e-1)"	"unprognostic (1.89e-1)"	"unprognostic (4.90e-8)"	"unprognostic (1.17e-1)"		"unprognostic (1.12e-2)"	"unprognostic (7.87e-2)"
ACTN4	FSGS1	ENSG00000130402	"Actinin alpha 4"	O43707	19	38647649-38731589	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Protein transport, Transport"	Actin-binding	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Alveolar cells type 1: 607.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA001873, HPA006035"	Supported		Approved	"Actin filaments,Cytosol"			NA	NA		71000000	"Cluster 7: Non-specific - Innate immune response"	"Cluster 75: Epithelium - Extracellular exosomes"	"Cluster 11: White matter - Signal transduction"	"Cluster 4: Non-specific - Transcription"	"Cluster 32: Smooth muscle cells - Muscle contraction"	14	"Actin filaments"	Cytosol	"HPA001873: AB_1078096, HPA006035: AB_1078095"	"unprognostic (1.03e-1)"	"unprognostic (6.34e-2)"	"unprognostic (2.97e-2)"	"unprognostic (2.52e-2)"	"unprognostic (2.37e-1)"	"unprognostic (3.34e-2)"	"unprognostic (2.21e-2)"	"prognostic unfavorable (8.82e-4)"	"unprognostic (1.70e-1)"	"unprognostic (5.85e-3)"	"prognostic unfavorable (5.65e-4)"	"unprognostic (2.99e-1)"	"prognostic favorable (5.25e-5)"	"unprognostic (6.59e-2)"	"unprognostic (1.91e-1)"	"unprognostic (6.75e-3)"	"unprognostic (6.52e-2)"
AKT1S1	"Lobe, MGC2865, PRAS40"	ENSG00000204673	"AKT1 substrate 1"	Q96B36	19	49869033-49878459	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Syncytiotrophoblasts: 137.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB021903, HPA043590, HPA064427, HPA075510"	Approved		Supported	Cytosol			NA	NA			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 43: Non-specific - Mitochondrial translation"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 4: Non-specific - Transcription"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"	2	Cytosol		"CAB021903: , HPA043590: AB_2678569, HPA064427: AB_2685261, HPA075510: "	"unprognostic (2.11e-1)"	"unprognostic (1.38e-1)"	"unprognostic (2.64e-1)"	"unprognostic (2.21e-1)"	"unprognostic (1.19e-1)"	"unprognostic (2.04e-1)"	"prognostic unfavorable (3.70e-4)"	"unprognostic (1.41e-2)"	"unprognostic (1.41e-1)"	"unprognostic (3.18e-1)"	"prognostic favorable (6.60e-4)"	"unprognostic (5.48e-2)"	"prognostic unfavorable (7.34e-6)"	"unprognostic (3.20e-2)"	"unprognostic (2.84e-1)"	"unprognostic (1.36e-1)"	"unprognostic (3.65e-1)"
AKT2	PKBbeta	ENSG00000105221	"AKT serine/threonine kinase 2"	P31751	19	40230317-40285536	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins"	"Apoptosis, Carbohydrate metabolism, Glucose metabolism, Glycogen biosynthesis, Glycogen metabolism, Sugar transport, Translation regulation, Transport"	"Developmental protein, Kinase, Serine/threonine-protein kinase, Transferase"	"Cancer-related genes, Diabetes mellitus, Disease variant, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB004204, HPA064521, CAB080295"	Uncertain		Supported	Nucleoplasm,Vesicles,Cytosol			NA	NA			"Cluster 34: B-cells - Unknown function"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 48: Non-specific - Mixed function"	"Cluster 4: Non-specific - Transcription"	"Cluster 55: Non-specific - Transcription"	4	"Nucleoplasm, Vesicles, Cytosol"		"CAB004204: AB_626659, CAB080295: , HPA064521: AB_2685278"	"unprognostic (6.13e-2)"	"unprognostic (2.21e-1)"	"unprognostic (1.56e-1)"	"prognostic unfavorable (1.05e-6)"	"unprognostic (2.85e-1)"	"unprognostic (6.40e-3)"	"unprognostic (9.59e-2)"	"unprognostic (1.22e-2)"	"unprognostic (2.98e-2)"	"unprognostic (2.49e-2)"	"unprognostic (3.02e-1)"	"prognostic unfavorable (4.74e-4)"	"unprognostic (1.30e-2)"	"unprognostic (1.89e-1)"	"unprognostic (3.28e-1)"	"unprognostic (6.16e-2)"	"unprognostic (2.00e-1)"
ALDH16A1	MGC10204	ENSG00000161618	"Aldehyde dehydrogenase 16 family member A1"	Q8IZ83	19	49453225-49471050	"Plasma proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA059488	Approved						NA	NA		600000	"Cluster 29: Non-specific - Unknown function"	"Cluster 47: Spleen - Immune response"	"Cluster 6: Non-specific - Immune response"	"Cluster 4: Non-specific - Transcription"	"Cluster 53: Fibroblasts - ECM organization"	2			"HPA059488: AB_2684037"	"unprognostic (2.39e-1)"	"unprognostic (3.95e-3)"	"unprognostic (7.10e-2)"	"unprognostic (1.11e-1)"	"unprognostic (1.74e-1)"	"unprognostic (2.95e-3)"	"unprognostic (5.58e-2)"	"unprognostic (1.45e-1)"	"unprognostic (3.92e-2)"	"unprognostic (4.90e-1)"	"unprognostic (1.19e-3)"	"unprognostic (4.28e-2)"	"unprognostic (1.91e-3)"	"unprognostic (2.94e-2)"	"unprognostic (4.19e-1)"	"unprognostic (1.27e-1)"	"unprognostic (5.23e-3)"
ALKBH6	MGC15677	ENSG00000239382	"AlkB homolog 6"	Q3KRA9	19	36009120-36014239	"Cancer-related genes, Predicted intracellular proteins"		"Dioxygenase, Oxidoreductase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA074340			Approved	"Nucleoplasm,Focal adhesion sites"			NA	NA			"Cluster 19: Eosinophils - Unknown function"	"Cluster 33: Brain - Neuronal signaling"	"Cluster 45: Non-specific - Mixed function"	"Cluster 4: Non-specific - Transcription"	"Cluster 7: T-cells - T-cell receptor"		Nucleoplasm	"Focal adhesion sites"	"HPA074340: AB_2686680"	"unprognostic (1.90e-3)"	"unprognostic (1.82e-1)"	"unprognostic (5.16e-3)"	"unprognostic (1.12e-2)"	"unprognostic (1.24e-1)"	"unprognostic (5.86e-5)"	"unprognostic (6.21e-2)"	"unprognostic (4.53e-2)"	"unprognostic (3.95e-1)"	"unprognostic (3.56e-2)"	"unprognostic (8.78e-4)"	"unprognostic (1.77e-2)"	"unprognostic (2.31e-5)"	"unprognostic (9.34e-2)"	"unprognostic (2.15e-1)"	"unprognostic (3.82e-1)"	"unprognostic (1.05e-3)"
AP2A1	"ADTAA, CLAPA1"	ENSG00000196961	"Adaptor related protein complex 2 subunit alpha 1"	O95782	19	49767001-49807114	"Predicted intracellular proteins, Transporters"	"Endocytosis, Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Late spermatids: 149.5;Syncytiotrophoblasts: 232.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"non-classical monocyte: 20.6"	"Lineage enriched"	"Detected in all"	4	"monocytes: 20.6"	"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			CAB004306	Approved		Approved	Vesicles			NA	NA		61000	"Cluster 40: Monocytes - Innate immune response"	"Cluster 78: Testis - Transcription"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 4: Non-specific - Transcription"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"	3	Vesicles		"CAB004306: AB_2274034"	"unprognostic (4.33e-2)"	"unprognostic (1.52e-1)"	"unprognostic (4.61e-1)"	"unprognostic (7.18e-2)"	"unprognostic (1.88e-1)"	"unprognostic (1.23e-1)"	"unprognostic (1.92e-2)"	"unprognostic (5.85e-3)"	"unprognostic (4.84e-1)"	"prognostic unfavorable (2.91e-4)"	"unprognostic (2.82e-2)"	"unprognostic (2.38e-2)"	"prognostic unfavorable (2.83e-9)"	"unprognostic (2.63e-1)"	"unprognostic (1.45e-1)"	"unprognostic (7.90e-2)"	"unprognostic (1.72e-3)"
AP2S1	"CLAPS2, FBH3, FBHOk, HHC3"	ENSG00000042753	"Adaptor related protein complex 2 subunit sigma 1"	P53680	19	46838136-46850846	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters"	"Endocytosis, Protein transport, Transport"		"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Hofbauer cells: 1013.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA			"Cluster 29: Non-specific - Unknown function"	"Cluster 33: Brain - Neuronal signaling"	"Cluster 14: Neurons - Synaptic function"	"Cluster 4: Non-specific - Transcription"	"Cluster 58: Macrophages - Innate immune response"	1				"unprognostic (1.34e-1)"	"unprognostic (5.93e-2)"	"unprognostic (9.89e-2)"	"unprognostic (1.97e-1)"	"unprognostic (1.30e-1)"	"unprognostic (6.60e-2)"	"unprognostic (4.86e-3)"	"unprognostic (1.11e-2)"	"unprognostic (9.54e-2)"	"unprognostic (2.19e-1)"	"unprognostic (5.25e-2)"	"unprognostic (1.83e-1)"	"prognostic unfavorable (1.48e-5)"	"unprognostic (5.79e-2)"	"unprognostic (3.56e-1)"	"unprognostic (3.07e-1)"	"unprognostic (6.05e-2)"
ARHGAP35	"GRF-1, GRLF1, KIAA1722, P190A, p190ARhoGAP, p190RhoGAP"	ENSG00000160007	"Rho GTPase activating protein 35"	Q9NRY4	19	46860997-47005077	"Cancer-related genes, Predicted intracellular proteins"	"Transcription, Transcription regulation"	"DNA-binding, GTPase activation, Repressor"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enriched"	"Detected in many"	6	"Late spermatids: 679.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Testis - Late spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB037311, HPA055184, HPA056470"	Approved		Supported	"Nuclear bodies,Aggresome"			NA	NA			"Cluster 30: Non-specific - DNA binding"	"Cluster 44: Testis - Spermatogenesis"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 4: Non-specific - Transcription"	"Cluster 63: Late spermatids - Spermatogenesis"		"Nuclear bodies"	Aggresome	"CAB037311: AB_477435, HPA055184: AB_2682730, HPA056470: AB_2683142"	"unprognostic (5.47e-3)"	"unprognostic (1.38e-1)"	"unprognostic (1.80e-1)"	"unprognostic (2.40e-2)"	"unprognostic (2.01e-2)"	"unprognostic (7.78e-3)"	"unprognostic (9.82e-3)"	"unprognostic (4.41e-2)"	"unprognostic (2.71e-1)"	"unprognostic (2.73e-2)"	"unprognostic (3.25e-2)"	"unprognostic (1.92e-1)"	"prognostic favorable (5.55e-8)"	"unprognostic (2.78e-1)"	"unprognostic (1.45e-1)"	"unprognostic (1.04e-1)"	"unprognostic (1.16e-1)"
ARHGEF33		ENSG00000214694	"Rho guanine nucleotide exchange factor 33"	A8MVX0	2	38889875-38975454	"Predicted intracellular proteins"		"Guanine-nucleotide releasing factor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 18.4;testis: 10.8"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 32.4;Late spermatids: 27.7;Oocytes: 102.9;Spermatocytes: 31.7;Spermatogonia: 34.3"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	12	"eosinophil: 4.7"	"Lineage enriched"	"Detected in single"	12	"granulocytes: 4.7"	"Cancer enhanced"	"Detected in some"		"cervical cancer: 3.7"	"Lung - Respiratory ciliated cells, Testis - Early spermatids"	"Region enriched"	"Detected in many"	32	"cerebellum: 280.4"	"Region enriched"	"Detected in all"	8	"cerebellum: 51.8"	"HPA034661, HPA041051"	Enhanced		Approved	Nucleoplasm,Vesicles,Cytosol			NA	NA			"Cluster 19: Eosinophils - Unknown function"	"Cluster 65: Cerebellum - Nervous system development"	"Cluster 35: Non-specific - DNA binding"	"Cluster 4: Non-specific - Transcription"	"Cluster 31: Spermatocytes - Spermatogenesis"		Vesicles	"Nucleoplasm, Cytosol"	"HPA034661: AB_10669679, HPA041051: AB_2677274"	"unprognostic (8.38e-2)"	"unprognostic (7.05e-4)"	"unprognostic (1.95e-1)"	"unprognostic (4.67e-2)"	"unprognostic (1.35e-1)"	"unprognostic (1.49e-3)"	"unprognostic (1.49e-1)"	"unprognostic (3.66e-1)"	"unprognostic (3.37e-1)"	"unprognostic (5.82e-2)"	"unprognostic (2.05e-3)"	"unprognostic (4.99e-1)"	"unprognostic (4.12e-2)"	"unprognostic (6.14e-2)"	"unprognostic (1.56e-1)"	"unprognostic (2.42e-1)"	"unprognostic (1.99e-1)"
