Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABCF3	EST201864	ENSG00000161204	"ATP binding cassette subfamily F member 3"	Q9NUQ8	3	184186095-184194012	"Predicted intracellular proteins, Transporters"	"Antiviral defense"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA036332	Approved		Approved	Nucleoli,Cytosol			NA	NA			"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 3: Non-specific - Unknown function"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 63: Non-specific - Protein processing"	"Cluster 3: Basal prostatic cells - Lipid metabolism"	2	Cytosol	Nucleoli	"HPA036332: AB_10603571"	"unprognostic (1.70e-2)"	"unprognostic (1.16e-1)"	"unprognostic (3.10e-2)"	"unprognostic (3.81e-2)"	"unprognostic (4.11e-1)"	"unprognostic (1.12e-1)"	"prognostic unfavorable (4.16e-5)"	"unprognostic (5.18e-2)"	"unprognostic (5.97e-2)"	"unprognostic (2.67e-1)"	"unprognostic (1.01e-1)"	"unprognostic (5.52e-2)"	"unprognostic (1.85e-2)"	"unprognostic (3.72e-2)"	"unprognostic (1.44e-1)"	"unprognostic (1.94e-2)"	"unprognostic (6.53e-2)"
ABHD10	FLJ11342	ENSG00000144827	"Abhydrolase domain containing 10, depalmitoylase"	Q9NUJ1	3	111979010-111993368	"Enzymes, Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036991, HPA036992, HPA066081"	Supported		Approved	Mitochondria	"Intracellular and membrane"	Enzyme	No	No		71000	"Cluster 32: Basophils - Transcription"	"Cluster 26: Adrenal gland - Steroid metabolism"	"Cluster 31: Non-specific - Transcription"	"Cluster 63: Non-specific - Protein processing"	"Cluster 39: Non-specific - Basic cellular processes"		Mitochondria		"HPA036991: AB_2675420, HPA036992: AB_10672345, HPA066081: AB_2685610"	"unprognostic (1.65e-1)"	"prognostic favorable (7.57e-4)"	"unprognostic (1.61e-1)"	"unprognostic (1.63e-1)"	"unprognostic (1.05e-1)"	"unprognostic (1.30e-2)"	"unprognostic (8.95e-2)"	"unprognostic (1.14e-1)"	"unprognostic (8.50e-2)"	"unprognostic (1.69e-2)"	"unprognostic (1.70e-1)"	"unprognostic (3.91e-2)"	"prognostic favorable (4.72e-9)"	"unprognostic (1.59e-2)"	"unprognostic (1.72e-1)"	"unprognostic (4.18e-3)"	"unprognostic (2.76e-2)"
ACAD9	"MGC14452, NPD002"	ENSG00000177646	"Acyl-CoA dehydrogenase family member 9"	Q9H845	3	128879596-128924003	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"		Oxidoreductase	"Disease variant, Primary mitochondrial disease"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (other), Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA037716, HPA046720"	Supported		Enhanced	Mitochondria			No	No			"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 21: Testis - Unknown function"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 63: Non-specific - Protein processing"	"Cluster 39: Non-specific - Basic cellular processes"		Mitochondria		"HPA037716: AB_10673638, HPA046720: AB_2679773"	"unprognostic (1.04e-1)"	"unprognostic (1.28e-2)"	"unprognostic (1.15e-1)"	"prognostic unfavorable (3.05e-4)"	"unprognostic (3.61e-1)"	"unprognostic (2.83e-1)"	"prognostic unfavorable (3.67e-6)"	"unprognostic (1.30e-1)"	"unprognostic (3.74e-1)"	"unprognostic (3.25e-2)"	"unprognostic (1.37e-1)"	"unprognostic (6.96e-3)"	"prognostic favorable (4.32e-8)"	"unprognostic (1.52e-1)"	"unprognostic (2.64e-2)"	"unprognostic (6.56e-2)"	"unprognostic (9.96e-2)"
ACAP2	"CENTB2, CNT-B2, KIAA0041"	ENSG00000114331	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"	Q15057	3	195274745-195443044	"Plasma proteins, Predicted intracellular proteins"		"GTPase activation"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"neutrophil: 227.1"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA034807, HPA034808"	Supported		Approved	Endosomes			NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 16: Non-specific - Transcription"	"Cluster 31: Non-specific - Transcription"	"Cluster 63: Non-specific - Protein processing"	"Cluster 74: Neutrophils - Degranulation"		Endosomes		"HPA034807: AB_10669896, HPA034808: AB_10673103"	"unprognostic (9.13e-2)"	"unprognostic (1.75e-3)"	"unprognostic (7.05e-2)"	"unprognostic (2.16e-2)"	"unprognostic (2.90e-2)"	"unprognostic (5.64e-2)"	"unprognostic (3.08e-3)"	"unprognostic (7.17e-2)"	"unprognostic (3.18e-2)"	"unprognostic (1.57e-1)"	"unprognostic (5.49e-2)"	"unprognostic (2.36e-2)"	"unprognostic (1.01e-2)"	"unprognostic (1.05e-1)"	"unprognostic (1.58e-1)"	"unprognostic (3.77e-2)"	"unprognostic (8.54e-2)"
ACTL6A	"Actl6, Arp4, BAF53A, INO80K, SMARCN1"	ENSG00000136518	"Actin like 6A"	O96019	3	179562886-179588407	"Disease related genes, Plasma proteins, Predicted intracellular proteins"	"DNA damage, DNA recombination, DNA repair, Growth regulation, Neurogenesis, Transcription, Transcription regulation"	"Activator, Chromatin regulator"	"Disease variant, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Oocytes: 241.2;Spermatocytes: 224.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB012188, HPA018671, HPA063149"	Supported		Enhanced	Nucleoplasm,Cytosol			NA	NA		18000	"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 4: Testis - Basic cellular processes"	"Cluster 30: White matter - Myelination"	"Cluster 63: Non-specific - Protein processing"	"Cluster 15: Non-specific - Mixed function"	16	Nucleoplasm	Cytosol	"CAB012188: AB_304125, HPA018671: AB_2669914, HPA063149: "	"unprognostic (2.13e-1)"	"unprognostic (5.33e-2)"	"unprognostic (1.54e-2)"	"unprognostic (2.24e-3)"	"unprognostic (7.79e-3)"	"unprognostic (1.51e-2)"	"prognostic unfavorable (1.89e-5)"	"unprognostic (3.36e-2)"	"unprognostic (1.09e-3)"	"unprognostic (2.13e-2)"	"prognostic unfavorable (5.44e-5)"	"unprognostic (1.03e-2)"	"prognostic unfavorable (4.80e-5)"	"unprognostic (4.21e-2)"	"unprognostic (1.96e-1)"	"unprognostic (4.21e-3)"	"unprognostic (5.20e-2)"
ADPGK	"ADP-GK, DKFZp434B195"	ENSG00000159322	"ADP dependent glucokinase"	Q9BRR6	15	72751294-72785846	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	Glycolysis	"Kinase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"dendritic cells: 107.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA045194, HPA058525"	Approved		Approved	Centrosome	"Intracellular and membrane"	Enzyme	NA	NA		66000	"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 44: Non-specific - Mixed function"	"Cluster 63: Non-specific - Protein processing"	"Cluster 58: Macrophages - Innate immune response"		Centrosome		"HPA045194: AB_10964638, HPA058525: AB_2683742"	"unprognostic (5.96e-3)"	"unprognostic (1.19e-1)"	"unprognostic (2.22e-1)"	"unprognostic (1.82e-1)"	"unprognostic (1.29e-1)"	"unprognostic (1.98e-1)"	"unprognostic (1.45e-1)"	"unprognostic (8.50e-2)"	"unprognostic (2.27e-1)"	"unprognostic (1.09e-1)"	"unprognostic (1.21e-1)"	"prognostic unfavorable (2.22e-4)"	"prognostic unfavorable (4.52e-7)"	"unprognostic (1.92e-1)"	"unprognostic (6.05e-2)"	"unprognostic (1.60e-1)"	"unprognostic (2.07e-2)"
AGA	ASRG	ENSG00000038002	Aspartylglucosaminidase	P20933	4	177430774-177442437	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"		"Hydrolase, Protease"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes, Testis - Spermatogonia, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA031415, HPA031417"	Enhanced				"Intracellular and membrane"	Enzyme	NA	NA		36000000	"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 53: Non-specific - Glycosylation"	"Cluster 50: Non-specific - Nucleic acid binding"	"Cluster 63: Non-specific - Protein processing"	"Cluster 77: Plasma cells - Protein processing"	3			"HPA031415: AB_10603578, HPA031417: AB_10670967"	"unprognostic (8.76e-2)"	"unprognostic (1.56e-1)"	"unprognostic (2.22e-3)"	"unprognostic (2.11e-3)"	"unprognostic (2.70e-2)"	"prognostic unfavorable (8.61e-4)"	"prognostic unfavorable (1.99e-4)"	"unprognostic (3.79e-1)"	"unprognostic (6.44e-2)"	"unprognostic (4.23e-2)"	"unprognostic (4.28e-2)"	"unprognostic (1.09e-1)"	"unprognostic (7.49e-2)"	"unprognostic (2.07e-1)"	"unprognostic (3.49e-1)"	"unprognostic (7.42e-2)"	"unprognostic (1.47e-2)"
ALG3	"CDGS4, D16Ertd36e, Not56, NOT56L"	ENSG00000214160	"ALG3 alpha-1,3- mannosyltransferase"	Q92685	3	184242301-184249548	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"		"Glycosyltransferase, Transferase"	"Congenital disorder of glycosylation, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Late spermatids: 234.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA045103	Enhanced						NA	NA			"Cluster 13: Non-specific - Mitochondria"	"Cluster 68: Non-specific - Protein processing"	"Cluster 44: Non-specific - Mixed function"	"Cluster 63: Non-specific - Protein processing"	"Cluster 77: Plasma cells - Protein processing"	10			"HPA045103: AB_10960547"	"unprognostic (3.63e-2)"	"unprognostic (2.60e-1)"	"unprognostic (2.36e-2)"	"unprognostic (1.80e-3)"	"unprognostic (3.63e-1)"	"unprognostic (7.93e-3)"	"prognostic unfavorable (1.58e-5)"	"prognostic unfavorable (8.67e-5)"	"unprognostic (6.18e-2)"	"unprognostic (1.24e-1)"	"unprognostic (4.19e-3)"	"unprognostic (6.15e-2)"	"prognostic unfavorable (1.25e-4)"	"unprognostic (9.35e-2)"	"unprognostic (1.03e-1)"	"unprognostic (2.64e-1)"	"unprognostic (5.02e-2)"
ANAPC13	"APC13, DKFZP566D193, SWM1"	ENSG00000129055	"Anaphase promoting complex subunit 13"	Q9BS18	3	134477706-134486716	"Predicted intracellular proteins"	"Cell cycle, Cell division, Mitosis, Ubl conjugation pathway"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Distal tubular cells: 381.1;Proximal tubular cells: 357.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA046114	Uncertain		Approved	Mitochondria,Cytosol			NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 26: Adrenal gland - Steroid metabolism"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 63: Non-specific - Protein processing"	"Cluster 39: Non-specific - Basic cellular processes"	4	"Mitochondria, Cytosol"		"HPA046114: AB_10961429"	"unprognostic (2.84e-2)"	"prognostic favorable (1.66e-4)"	"unprognostic (2.98e-1)"	"unprognostic (7.67e-2)"	"unprognostic (1.65e-1)"	"unprognostic (1.57e-1)"	"prognostic unfavorable (1.67e-4)"	"unprognostic (3.57e-1)"	"unprognostic (2.90e-1)"	"unprognostic (2.28e-3)"	"unprognostic (6.44e-2)"	"unprognostic (4.36e-1)"	"prognostic favorable (2.66e-7)"	"unprognostic (3.10e-1)"	"unprognostic (9.90e-2)"	"unprognostic (2.39e-1)"	"unprognostic (1.16e-1)"
AP2M1	"AP50, CLAPM1, mu2"	ENSG00000161203	"Adaptor related protein complex 2 subunit mu 1"	Q96CW1	3	184174689-184184214	"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"	"Endocytosis, Protein transport, Transport"		"Disease variant, Epilepsy, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Adipose progenitor cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036849, HPA069870"	Uncertain		Supported	"Plasma membrane"			NA	NA		7500	"Cluster 29: Non-specific - Unknown function"	"Cluster 30: Heart muscle - Heart development"	"Cluster 14: Neurons - Synaptic function"	"Cluster 63: Non-specific - Protein processing"	"Cluster 39: Non-specific - Basic cellular processes"	38	"Plasma membrane"		"HPA036849: AB_10672101, HPA069870: AB_2686217"	"unprognostic (1.16e-1)"	"unprognostic (1.35e-2)"	"unprognostic (5.28e-3)"	"unprognostic (4.96e-3)"	"unprognostic (1.79e-1)"	"unprognostic (2.88e-2)"	"prognostic unfavorable (9.12e-4)"	"unprognostic (3.80e-3)"	"unprognostic (2.09e-1)"	"unprognostic (5.53e-2)"	"unprognostic (4.11e-2)"	"unprognostic (9.18e-2)"	"prognostic unfavorable (7.45e-6)"	"unprognostic (2.61e-2)"	"unprognostic (4.09e-2)"	"unprognostic (1.60e-2)"	"unprognostic (1.28e-1)"
