Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
AANAT	SNAT	ENSG00000129673	"Aralkylamine N-acetyltransferase"	Q16613	17	76453351-76470117	"Enzymes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins"	"Biological rhythms, Melatonin biosynthesis"	"Acyltransferase, Transferase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"retina: 10.6;testis: 4.5"	"Cell type enriched"	"Detected in some"	12	"Bipolar cells: 227.5"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA054321			Supported	Cytosol	"Intracellular and membrane"	Enzyme	NA	NA				"Cluster 39: Retina & Testis - Cilium"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 1: Neuronal - Visual perception"	"Cluster 25: Bipolar cells - Visual perception"	3	Cytosol		"HPA054321: AB_2682449"	"unprognostic (7.89e-2)"	"unprognostic (2.62e-1)"	"unprognostic (1.41e-1)"	"unprognostic (2.44e-1)"	"unprognostic (1.83e-2)"	"unprognostic (2.03e-2)"	"unprognostic (1.05e-2)"	"unprognostic (3.09e-1)"	"unprognostic (1.01e-2)"	"unprognostic (3.61e-1)"	"unprognostic (9.30e-2)"	"unprognostic (4.19e-1)"	"unprognostic (2.81e-7)"	"unprognostic (1.04e-1)"	"unprognostic (6.00e-2)"	"unprognostic (4.47e-2)"	"unprognostic (1.34e-2)"
ABCG4	WHITE2	ENSG00000172350	"ATP binding cassette subfamily G member 4"	Q9H172	11	119149052-119162653	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Lipid transport, Transport"	Translocase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"brain: 22.3;retina: 50.4"	"Group enriched"	"Detected in some"	4	"Bipolar cells: 14.2;Cone photoreceptor cells: 54.4;Rod photoreceptor cells: 45.4"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Neuroblastoma: 1.4"	"Colon - Colon enteroendocrine cells, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA057635	Enhanced						NA	NA				"Cluster 28: Neuronal - Transcription"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 66: Photoreceptor cells - Visual perception"	5			"HPA057635: "	"unprognostic (3.26e-2)"	"unprognostic (4.75e-4)"	"unprognostic (6.31e-2)"	"unprognostic (1.83e-3)"	"unprognostic (3.76e-2)"	"unprognostic (3.66e-2)"	"unprognostic (1.13e-1)"	"unprognostic (9.35e-2)"	"unprognostic (1.67e-1)"	"unprognostic (9.07e-2)"	"unprognostic (3.29e-2)"	"unprognostic (8.78e-2)"	"unprognostic (2.25e-1)"	"unprognostic (4.15e-4)"	"unprognostic (2.26e-1)"	"unprognostic (6.48e-3)"	"unprognostic (2.65e-3)"
ACLY	"ACL, ATPCL, CLATP"	ENSG00000131473	"ATP citrate lyase"	P53396	17	41866917-41930542	"Cancer-related genes, Citric acid cycle related proteins, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Lipid biosynthesis, Lipid metabolism"	Transferase	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Colon - Macrophages, Prostate - Prostate glandular cells, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB007783, HPA022434, HPA022953, HPA022959, HPA028758"	Enhanced		Enhanced	Nucleoplasm,Cytosol			No	No		3100000	"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 51: Thyroid gland - Unknown function"	"Cluster 43: Hindbrain - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 38: Proximal tubular cells - Transmembrane transport"		Cytosol	Nucleoplasm	"CAB007783: AB_562242, HPA022434: AB_1844513, HPA022953: AB_1844514, HPA022959: AB_1844515, HPA028758: AB_10603575"	"unprognostic (2.21e-2)"	"prognostic unfavorable (1.79e-4)"	"unprognostic (1.41e-1)"	"unprognostic (1.21e-2)"	"unprognostic (2.83e-1)"	"unprognostic (8.94e-3)"	"prognostic unfavorable (3.66e-4)"	"unprognostic (3.38e-3)"	"unprognostic (4.11e-2)"	"unprognostic (5.94e-3)"	"unprognostic (2.13e-2)"	"unprognostic (3.01e-2)"	"unprognostic (3.88e-3)"	"unprognostic (1.66e-1)"	"unprognostic (9.36e-2)"	"unprognostic (3.90e-2)"	"unprognostic (4.67e-3)"
ADCY1	"AC1, DFNB44"	ENSG00000164742	"Adenylate cyclase 1"	Q08828	7	45574140-45723116	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Biological rhythms, cAMP biosynthesis"	"Calmodulin-binding, Lyase"	"Cancer-related genes, Deafness, Non-syndromic deafness"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 35.8;liver: 18.7;retina: 51.4"	"Cell type enhanced"	"Detected in many"		"Cone photoreceptor cells: 263.4;Excitatory neurons: 142.3;Horizontal cells: 98.8;Inhibitory neurons: 113.4;Rod photoreceptor cells: 205.0"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"skin cancer: 26.1"	"Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB018364, HPA068274"	Uncertain		Uncertain	Mitochondria			NA	NA				"Cluster 17: Neuronal - Synaptic function"	"Cluster 53: Neurons - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 66: Photoreceptor cells - Visual perception"		Mitochondria		"CAB018364: AB_2223098, HPA068274: "	"unprognostic (9.41e-3)"	"unprognostic (7.30e-4)"	"unprognostic (9.31e-2)"	"unprognostic (2.98e-1)"	"unprognostic (4.18e-2)"	"unprognostic (3.07e-3)"	"unprognostic (1.32e-1)"	"unprognostic (7.31e-2)"	"unprognostic (1.64e-3)"	"unprognostic (2.89e-1)"	"unprognostic (7.73e-3)"	"unprognostic (1.54e-1)"	"unprognostic (4.74e-6)"	"unprognostic (2.49e-1)"	"unprognostic (7.65e-3)"	"unprognostic (2.87e-1)"	"unprognostic (2.23e-1)"
ADGRB3	"BAI3, KIAA0550"	ENSG00000135298	"Adhesion G protein-coupled receptor B3"	O60242	6	68635282-69390571	"G-protein coupled receptors, Plasma proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 29.2;pituitary gland: 23.1"	"Group enriched"	"Detected in many"	10	"Astrocytes: 1702.7;Excitatory neurons: 3716.2;Inhibitory neurons: 2624.2;Oligodendrocyte precursor cells: 1910.7;Oligodendrocytes: 1127.0"	"Cancer enriched"	"Detected in single"	10	"glioma: 3.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	4	"Neuroblastoma: 12.1"	"Colon - Enteric glia cells, Liver - Hepatic stellate cells, Lung - Fibroblast_1, Prostate - Fibroblasts, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA		8600		"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 34: Non-specific - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 34: Neurons - Neuronal signaling"	3				"unprognostic (1.71e-1)"	"unprognostic (9.01e-2)"	"unprognostic (2.69e-1)"	"unprognostic (3.72e-3)"	"unprognostic (3.27e-2)"	"unprognostic (1.04e-1)"	"unprognostic (2.73e-2)"	"unprognostic (1.51e-1)"	"unprognostic (1.08e-1)"	"unprognostic (1.36e-2)"	"unprognostic (5.08e-5)"	"unprognostic (4.93e-2)"	"unprognostic (1.32e-1)"	"unprognostic (1.55e-3)"	"unprognostic (2.43e-1)"	"unprognostic (1.01e-1)"	"unprognostic (8.16e-3)"
ADIG	"MGC39724, RP5-1100H13.2, SMAF1"	ENSG00000182035	Adipogenin	Q0VDE8	20	38581195-38588463	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"				"Evidence at transcript level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Tissue enriched"	"Detected in some"	21	"testis: 52.0"	"Cell type enriched"	"Detected in some"	7	"Late spermatids: 1730.2"	"Cancer enhanced"	"Detected in single"		"thyroid cancer: 0.6"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA041124	Uncertain						NA	NA				"Cluster 42: Testis - Spermatogenesis"	"Cluster 33: Neurons - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 63: Late spermatids - Spermatogenesis"				"HPA041124: AB_10795534"					"unprognostic (2.97e-2)"		"unprognostic (7.69e-3)"					"unprognostic (2.27e-1)"	"unprognostic (4.52e-3)"			"unprognostic (1.34e-2)"	
AGBL1	"CCP4, FLJ32310"	ENSG00000273540	"AGBL carboxypeptidase 1"	Q96MI9	15	86079871-87049169	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"		"Carboxypeptidase, Hydrolase, Metalloprotease, Protease"	"Corneal dystrophy"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	8	"skeletal muscle: 7.6;tongue: 22.3"	"Cell type enhanced"	"Detected in some"		"Alveolar cells type 2: 11.1;Astrocytes: 27.2;Excitatory neurons: 15.1;Inhibitory neurons: 24.7;Oligodendrocyte precursor cells: 44.3;Oocytes: 20.6;Skeletal myocytes: 45.9"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Lung - Alveolar cells type 2, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Region enriched"	"Detected in some"	6	"hippocampal formation: 6.1"								NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 33: Neurons - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 76: Oligodendrocyte precursor - Unknown function"									"unprognostic (3.70e-2)"	"unprognostic (4.46e-2)"		"unprognostic (1.06e-1)"									
AGL	GDE	ENSG00000162688	"Amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"	P35573	1	99850361-99924023	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins"	"Glycogen biosynthesis"	"Glycosidase, Glycosyltransferase, Hydrolase, Multifunctional enzyme, Transferase"	"Disease variant, Glycogen storage disease"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	5	"skeletal muscle: 248.4;tongue: 203.8"	"Cell type enhanced"	"Detected in all"		"Cardiomyocytes: 147.9;Muller glia cells: 138.3;Skeletal myocytes: 274.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Cancer enriched"	"Detected in all"	6	"Gallbladder cancer: 80.4"	"Liver - Hepatocytes, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA028498, HPA054340"	Approved		Supported	"Nucleoplasm,Nuclear bodies,Cytosol"			NA	NA		450000	"Cluster 15: NK-cells - Unknown function"	"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 25: Non-specific - Transcription"	"Cluster 1: Neuronal - Visual perception"	"Cluster 2: Skeletal myocytes - Muscle contraction"		Nucleoplasm	"Nuclear bodies, Cytosol"	"HPA028498: AB_10600975, HPA054340: AB_2682455"	"unprognostic (2.90e-1)"	"unprognostic (5.34e-2)"	"unprognostic (3.99e-3)"	"unprognostic (2.18e-2)"	"unprognostic (6.46e-3)"	"unprognostic (5.13e-2)"	"unprognostic (1.12e-1)"	"unprognostic (1.92e-2)"	"unprognostic (9.37e-3)"	"unprognostic (1.11e-1)"	"unprognostic (8.10e-3)"	"unprognostic (7.61e-2)"	"prognostic favorable (1.73e-10)"	"unprognostic (6.38e-2)"	"unprognostic (2.89e-1)"	"unprognostic (1.15e-1)"	"unprognostic (7.13e-2)"
AIPL1	LCA4	ENSG00000129221	"Aryl hydrocarbon receptor interacting protein like 1"	Q9NZN9	17	6393693-6435199	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Sensory transduction, Vision"		"Disease variant, Leber congenital amaurosis"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	218	"retina: 810.0"	"Group enriched"	"Detected in some"	5	"Cone photoreceptor cells: 1366.1;Rod photoreceptor cells: 1629.2"	"Cancer enriched"	"Detected in single"	12	"testis cancer: 0.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Brain cancer: 4.3;Uterine cancer: 6.6"	"Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA026578	Enhanced		Supported	"Nucleoplasm,Nuclear speckles,Cytosol"			NA	NA				"Cluster 76: Retina - Visual perception"	"Cluster 6: Non-specific - Immune response"	"Cluster 1: Neuronal - Visual perception"	"Cluster 66: Photoreceptor cells - Visual perception"	17	Nucleoplasm	"Nuclear speckles, Cytosol"	"HPA026578: AB_2671905"		"unprognostic (2.42e-2)"		"unprognostic (1.17e-1)"	"unprognostic (2.02e-2)"	"unprognostic (1.68e-3)"		"unprognostic (3.24e-1)"		"unprognostic (1.13e-3)"				"unprognostic (3.76e-1)"	"unprognostic (5.35e-2)"		
AK4P3	"AK3L2, AK3L2P"	ENSG00000233381	"Adenylate kinase 4 pseudogene 3"		12	31615023-31652095	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Tissue enhanced"	"Detected in some"		"kidney: 1.1;placenta: 1.2"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	4	"testis cancer: 1.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"												"HPA042753, HPA049461"	Uncertain		Supported	Mitochondria			NA	NA					"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 29: Monocytes - Innate immune response"		Mitochondria		"HPA042753: AB_2678146, HPA049461: AB_2680776"	"unprognostic (7.54e-2)"	"unprognostic (9.93e-5)"	"unprognostic (2.39e-2)"		"unprognostic (2.26e-2)"	"unprognostic (1.55e-2)"	"unprognostic (1.04e-3)"	"unprognostic (1.48e-3)"	"unprognostic (8.13e-2)"	"unprognostic (1.12e-1)"	"unprognostic (6.61e-2)"	"unprognostic (2.48e-2)"	"unprognostic (5.34e-2)"	"unprognostic (9.03e-2)"	"unprognostic (9.98e-2)"		"unprognostic (6.66e-2)"
