Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
AARS2	"AARSL, bA444E17.1, KIAA1270"	ENSG00000124608	"Alanyl-tRNA synthetase 2, mitochondrial"	Q5JTZ9	6	44298731-44313347	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"	"Protein biosynthesis"	"Aminoacyl-tRNA synthetase, Ligase, RNA-binding, tRNA-binding"	"Cancer-related genes, Cardiomyopathy, Disease variant, Neurodegeneration, Premature ovarian failure, Primary mitochondrial disease"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA035636, HPA061396"	Approved		Enhanced	Mitochondria			NA	NA			"Cluster 14: Non-specific - Unknown function"	"Cluster 66: Non-specific - Transcription"	"Cluster 15: Non-specific - Transcription"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 55: Non-specific - Transcription"	1	Mitochondria		"HPA035636: AB_10670837, HPA061396: AB_2684502"	"unprognostic (1.56e-1)"	"unprognostic (3.24e-2)"	"unprognostic (2.58e-2)"	"unprognostic (2.04e-3)"	"unprognostic (2.83e-1)"	"unprognostic (1.69e-1)"	"unprognostic (8.83e-3)"	"unprognostic (5.12e-2)"	"unprognostic (3.64e-2)"	"unprognostic (1.38e-1)"	"unprognostic (2.19e-2)"	"unprognostic (1.37e-2)"	"unprognostic (1.74e-1)"	"unprognostic (1.84e-1)"	"unprognostic (1.48e-1)"	"unprognostic (1.08e-1)"	"unprognostic (2.02e-1)"
ABCC10	"EST182763, MRP7, SIMRP7"	ENSG00000124574	"ATP binding cassette subfamily C member 10"	Q5T3U5	6	43427366-43450427	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Lipid transport, Transport"	Translocase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA041607, HPA045464"	Approved						NA	NA			"Cluster 13: Non-specific - Mitochondria"	"Cluster 66: Non-specific - Transcription"	"Cluster 48: Non-specific - Mixed function"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 7: T-cells - T-cell receptor"				"HPA041607: AB_2677579, HPA045464: AB_2679336"	"unprognostic (2.41e-1)"	"unprognostic (2.76e-1)"	"unprognostic (1.85e-2)"	"unprognostic (2.64e-1)"	"unprognostic (1.34e-1)"	"unprognostic (1.69e-2)"	"unprognostic (3.01e-3)"	"unprognostic (1.85e-2)"	"unprognostic (8.88e-2)"	"unprognostic (2.64e-1)"	"unprognostic (8.35e-2)"	"unprognostic (1.29e-1)"	"prognostic unfavorable (1.90e-4)"	"unprognostic (2.75e-1)"	"unprognostic (3.85e-1)"	"unprognostic (1.58e-1)"	"unprognostic (2.80e-2)"
ABCF1	"ABC50, EST123147"	ENSG00000204574	"ATP binding cassette subfamily F member 1"	Q8NE71	6	30571393-30597179	"Plasma proteins, Predicted intracellular proteins, Transporters"		Activator		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA017578	Approved		Enhanced	Cytosol			NA	NA		490000	"Cluster 33: Non-specific - ATP binding"	"Cluster 66: Non-specific - Transcription"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 39: Non-specific - Basic cellular processes"		Cytosol		"HPA017578: AB_1844438"	"unprognostic (5.85e-2)"	"unprognostic (2.88e-1)"	"unprognostic (1.49e-1)"	"unprognostic (1.41e-3)"	"unprognostic (4.31e-2)"	"unprognostic (7.03e-2)"	"prognostic unfavorable (9.47e-4)"	"unprognostic (5.50e-2)"	"unprognostic (3.45e-2)"	"unprognostic (1.70e-2)"	"unprognostic (2.35e-1)"	"unprognostic (2.77e-1)"	"unprognostic (3.50e-2)"	"unprognostic (1.65e-1)"	"unprognostic (3.65e-1)"	"unprognostic (1.68e-3)"	"unprognostic (7.16e-2)"
ABHD16A	"BAT5, D6S82E, NG26"	ENSG00000204427	"Abhydrolase domain containing 16A, phospholipase"	O95870	6	31686955-31703356	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted membrane proteins"	"Lipid metabolism"	Hydrolase	"Disease variant, Hereditary spastic paraplegia, Neurodegeneration"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Oligodendrocytes: 19.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Testis - Early spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA058606	Approved						NA	NA		37000	"Cluster 14: Non-specific - Unknown function"	"Cluster 43: Non-specific - Mitochondrial translation"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 49: Non-specific - Transcription"	46			"HPA058606: AB_2683774"	"unprognostic (1.44e-1)"	"unprognostic (1.10e-1)"	"unprognostic (7.26e-2)"	"prognostic unfavorable (2.63e-4)"	"unprognostic (3.14e-1)"	"unprognostic (1.76e-1)"	"unprognostic (2.24e-1)"	"unprognostic (8.75e-2)"	"unprognostic (1.07e-1)"	"unprognostic (6.17e-3)"	"unprognostic (1.97e-3)"	"unprognostic (6.02e-2)"	"unprognostic (1.30e-2)"	"unprognostic (9.35e-2)"	"unprognostic (1.81e-1)"	"unprognostic (5.11e-3)"	"unprognostic (1.60e-3)"
ABRACL	"C6orf115, Costars, HSPC280, PRO2013"	ENSG00000146386	"ABRA C-terminal like"	Q9P1F3	6	139028745-139043302	"Plasma proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Hofbauer cells: 366.4;Proximal tubular cells: 417.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Macrophages, Kidney - Proximal tubular cells, Skin - Outer root sheath cells, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA030217	Enhanced		Approved	Nucleoplasm,Cytosol			NA	NA		9200000	"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation"	"Cluster 51: Neurons - Mixed function"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 19: NK-cells - Adaptive immune response"		Nucleoplasm	Cytosol	"HPA030217: AB_10602335"	"unprognostic (1.10e-2)"	"unprognostic (1.63e-1)"	"unprognostic (9.30e-2)"	"unprognostic (2.28e-1)"	"unprognostic (2.13e-1)"	"unprognostic (1.72e-1)"	"unprognostic (7.93e-3)"	"unprognostic (1.37e-1)"	"unprognostic (1.50e-1)"	"unprognostic (2.21e-1)"	"unprognostic (8.17e-2)"	"unprognostic (2.16e-1)"	"unprognostic (3.07e-3)"	"unprognostic (5.90e-3)"	"unprognostic (3.63e-2)"	"unprognostic (3.29e-2)"	"prognostic favorable (1.65e-6)"
ABT1	Esf2	ENSG00000146109	"Activator of basal transcription 1"	Q9ULW3	6	26596953-26600739	"Predicted intracellular proteins"	"Transcription, Transcription regulation"	"DNA-binding, RNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Syncytiotrophoblasts: 110.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA077039			Approved	Vesicles			NA	NA			"Cluster 42: Non-specific - Vesicular transport"	"Cluster 6: Bone marrow - Innate immune response"	"Cluster 15: Non-specific - Transcription"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 39: Non-specific - Basic cellular processes"	13	Vesicles		"HPA077039: AB_2732328"	"unprognostic (1.32e-1)"	"unprognostic (3.94e-2)"	"unprognostic (3.05e-1)"	"unprognostic (1.15e-3)"	"unprognostic (1.77e-1)"	"unprognostic (7.74e-2)"	"unprognostic (2.55e-2)"	"unprognostic (2.36e-2)"	"unprognostic (1.85e-2)"	"prognostic favorable (1.89e-4)"	"unprognostic (2.30e-3)"	"unprognostic (2.93e-2)"	"unprognostic (7.25e-3)"	"unprognostic (7.20e-2)"	"unprognostic (9.57e-2)"	"unprognostic (1.49e-1)"	"prognostic favorable (3.80e-4)"
ACAT2		ENSG00000120437	"Acetyl-CoA acetyltransferase 2"	Q9BWD1	6	159762045-159779112	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"		"Acyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in all"	5	"liver: 224.4"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 2: 206.8;Basal respiratory cells: 265.8;Hepatocytes: 225.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Liver - Hepatocytes, Lung - Alveolar cells type 2, Prostate - Prostate glandular cells, Skin - Sebaceous gland cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB021106, HPA025736, HPA025765, HPA025811"	Enhanced		Approved	Nucleoplasm,Cytosol			NA	NA		14000000	"Cluster 3: Non-specific - Nuclear processes"	"Cluster 83: Liver - Metabolism"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 62: Hepatocytes - Metabolism"	3	Cytosol	Nucleoplasm	"CAB021106: AB_10058215, HPA025736: AB_1844487, HPA025765: AB_1844485, HPA025811: AB_1844488"	"unprognostic (3.31e-1)"	"unprognostic (2.44e-2)"	"prognostic favorable (1.12e-4)"	"prognostic unfavorable (7.25e-4)"	"unprognostic (1.38e-1)"	"unprognostic (2.03e-1)"	"unprognostic (9.25e-2)"	"unprognostic (4.76e-2)"	"unprognostic (1.43e-1)"	"unprognostic (2.58e-1)"	"unprognostic (1.21e-1)"	"unprognostic (1.59e-1)"	"prognostic unfavorable (7.38e-4)"	"unprognostic (1.39e-1)"	"unprognostic (1.50e-2)"	"unprognostic (8.56e-2)"	"unprognostic (2.54e-2)"
AFG1L	"AFG1, LACE1"	ENSG00000135537	"AFG1 like ATPase"	Q8WV93	6	108294991-108526796	"Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enriched"	"Detected in all"	4	"Early spermatids: 745.1"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Testis - Late spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA030154, HPA030155, HPA030659"	Approved				"Intracellular and membrane"	Enzyme	NA	NA			"Cluster 18: Non-specific - Translation"	"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 53: Neurons - Mixed function"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 18: Early spermatids - Unknown function"	2			"HPA030154: AB_10600769, HPA030155: AB_10601232, HPA030659: AB_10602415"	"unprognostic (9.76e-5)"	"unprognostic (1.72e-1)"	"unprognostic (1.68e-1)"	"unprognostic (3.76e-2)"	"unprognostic (1.62e-1)"	"unprognostic (7.04e-2)"	"unprognostic (2.57e-1)"	"unprognostic (5.53e-2)"	"unprognostic (2.35e-3)"	"unprognostic (1.48e-1)"	"unprognostic (2.73e-2)"	"unprognostic (9.61e-2)"	"unprognostic (8.40e-8)"	"unprognostic (2.03e-2)"	"unprognostic (2.03e-1)"	"unprognostic (1.41e-1)"	"unprognostic (1.23e-1)"
AGPAT1	"LPAAT-alpha, LPLAT1"	ENSG00000204310	"1-acylglycerol-3-phosphate O-acyltransferase 1"	Q99943	6	32168212-32178096	"Enzymes, Metabolic proteins, Predicted membrane proteins"	"Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism"	"Acyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in all"		"Late spermatids: 99.7"	"Low cancer specificity"	"Detected in all"			"Region enhanced"	"Detected in all"		"hypothalamus: 65.3"	"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Skin - Sebaceous gland cells, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA048478, HPA073355"	Approved		Supported	"Endoplasmic reticulum,Rods & Rings"			NA	NA			"Cluster 29: Non-specific - Unknown function"	"Cluster 66: Non-specific - Transcription"	"Cluster 1: Neurons - Mixed function"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 22: Proximal enterocytes - Digestion"	1	"Endoplasmic reticulum"	"Rods & Rings"	"HPA048478: AB_2680411, HPA073355: AB_2686596"	"prognostic unfavorable (1.93e-4)"	"unprognostic (9.35e-3)"	"unprognostic (1.87e-3)"	"prognostic unfavorable (5.21e-4)"	"unprognostic (4.79e-2)"	"unprognostic (7.05e-2)"	"unprognostic (7.16e-3)"	"unprognostic (1.55e-1)"	"unprognostic (3.79e-1)"	"unprognostic (4.24e-3)"	"unprognostic (1.84e-3)"	"unprognostic (1.77e-1)"	"unprognostic (6.58e-2)"	"unprognostic (1.97e-2)"	"unprognostic (2.16e-1)"	"unprognostic (9.92e-3)"	"unprognostic (7.00e-2)"
AHI1	"FLJ20069, JBTS3, ORF1"	ENSG00000135541	"Abelson helper integration site 1"	Q8N157	6	135283407-135498434	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Cilium biogenesis/degradation, Differentiation"	"Developmental protein"	"Ciliopathy, Disease variant, Joubert syndrome"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Cone photoreceptor cells: 895.4;Excitatory neurons: 611.9;Inhibitory neurons: 627.7;Rod photoreceptor cells: 2519.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA031698, HPA046684"	Approved		Supported	Centrosome			NA	NA			"Cluster 41: Basophils - Unknown function"	"Cluster 64: Neuronal - Transcription"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 66: Photoreceptor cells - Visual perception"	4	Centrosome		"HPA031698: AB_2673997, HPA046684: AB_2679752"	"unprognostic (4.00e-2)"	"unprognostic (2.86e-1)"	"unprognostic (8.13e-2)"	"unprognostic (1.02e-1)"	"unprognostic (3.17e-2)"	"unprognostic (2.18e-2)"	"unprognostic (2.70e-3)"	"unprognostic (2.11e-1)"	"unprognostic (2.11e-1)"	"unprognostic (4.58e-2)"	"prognostic favorable (7.51e-5)"	"unprognostic (2.81e-2)"	"prognostic unfavorable (4.07e-9)"	"unprognostic (2.49e-2)"	"unprognostic (1.88e-1)"	"unprognostic (3.36e-2)"	"unprognostic (6.19e-3)"
