Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ADGRV1	"DKFZp761P0710, FEB4, GPR98, KIAA0686, MASS1, USH2C, VLGR1"	ENSG00000164199	"Adhesion G protein-coupled receptor V1"	Q8WXG9	5	90529344-91164437	"Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Sensory transduction, Vision"	"G-protein coupled receptor, Hydrolase, Receptor, Transducer"	"Deafness, Retinitis pigmentosa, Usher syndrome"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	12	"adrenal gland: 516.2"	"Cell type enriched"	"Detected in many"	11	"Astrocytes: 2093.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 26.4"	"Kidney - Ascending Loop of Henle cells, Liver - Hepatocytes, Lung - Alveolar cells type 2, Prostate - Prostate glandular cells, Skin - Eccrine sweat gland cells, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA067503	Approved		Approved	"Lipid droplets"			NA	NA			"Cluster 42: Non-specific - Vesicular transport"	"Cluster 26: Adrenal gland - Steroid metabolism"	"Cluster 51: Neurons - Mixed function"	"Cluster 50: Lymphoma - Unknown function"	"Cluster 47: Astrocytes - Unknown function"	1	"Lipid droplets"		"HPA067503: AB_2685856"	"unprognostic (1.29e-1)"	"unprognostic (3.02e-1)"	"unprognostic (3.69e-2)"	"unprognostic (1.38e-1)"	"unprognostic (4.01e-2)"	"unprognostic (2.61e-1)"	"unprognostic (3.76e-2)"	"unprognostic (1.62e-3)"	"unprognostic (1.48e-2)"	"unprognostic (1.87e-1)"	"unprognostic (3.95e-3)"	"unprognostic (7.50e-3)"	"unprognostic (9.73e-7)"	"unprognostic (1.87e-2)"	"unprognostic (5.24e-2)"	"unprognostic (3.48e-2)"	"unprognostic (7.14e-2)"
AKAP13	"AKAP-Lbc, ARHGEF13, BRX, c-lbc, HA-3, Ht31, LBC, PROTO-LB"	ENSG00000170776	"A-kinase anchoring protein 13"	Q12802	15	85380571-85749358	"Plasma proteins, Predicted intracellular proteins"		"Guanine-nucleotide releasing factor"	Proto-oncogene	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Alveolar cells type 2: 588.6;dendritic cells: 930.8;granulocytes: 657.7;monocytes: 1041.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA019773	Approved		Supported	Cytosol			NA	NA		14000	"Cluster 41: Basophils - Unknown function"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 12: Non-specific - Vasculature"	"Cluster 50: Lymphoma - Unknown function"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	5	Cytosol		"HPA019773: AB_1844686"	"unprognostic (4.61e-2)"	"unprognostic (1.16e-1)"	"unprognostic (3.96e-2)"	"unprognostic (2.78e-2)"	"unprognostic (1.04e-1)"	"unprognostic (1.58e-1)"	"unprognostic (5.33e-2)"	"unprognostic (7.72e-2)"	"unprognostic (1.33e-1)"	"unprognostic (1.11e-1)"	"unprognostic (3.99e-2)"	"unprognostic (3.92e-1)"	"unprognostic (6.69e-2)"	"unprognostic (4.88e-2)"	"unprognostic (4.80e-2)"	"unprognostic (1.46e-1)"	"unprognostic (3.81e-3)"
ALOX15	15-LOX-1	ENSG00000161905	"Arachidonate 15-lipoxygenase"	P16050	17	4630919-4642294	"Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Fatty acid metabolism, Lipid metabolism"	"Dioxygenase, Oxidoreductase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adipose tissue: 36.0;fallopian tube: 12.3"	"Cell type enhanced"	"Detected in some"		"Ciliated cells: 80.6;Club cells: 44.7;Early spermatids: 25.9;Ionocytes: 41.6;Langerhans cells: 94.8;Mesothelial cells: 110.2"	"Cancer enhanced"	"Detected in many"		"cervical cancer: 6.6"	"Low region specificity"	"Detected in many"			"Immune cell enriched"	"Detected in some"	194	"eosinophil: 608.0"	"Lineage enriched"	"Detected in many"	194	"granulocytes: 608.0"	"Cancer enhanced"	"Detected in some"		"prostate cancer: 24.6"	"Adipose visceral - Mesothelial cells, Lung - Respiratory ciliated cells"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in all"		"hippocampal formation: 18.6"	"CAB004962, CAB004963, HPA013859"	Approved						NA	NA			"Cluster 19: Eosinophils - Unknown function"	"Cluster 7: Adipose tissue - Mixed function"	"Cluster 33: Neurons - Mixed function"	"Cluster 50: Lymphoma - Unknown function"	"Cluster 35: Respiratory epithelial cells - Unknown function"	1			"CAB004962: , CAB004963: , HPA013859: AB_1844758"	"unprognostic (5.31e-4)"	"unprognostic (1.43e-2)"	"unprognostic (2.81e-2)"	"unprognostic (8.36e-3)"	"unprognostic (2.22e-1)"	"unprognostic (8.60e-2)"	"unprognostic (2.36e-1)"	"unprognostic (2.66e-2)"	"unprognostic (1.70e-2)"	"unprognostic (1.84e-2)"	"unprognostic (2.51e-2)"	"unprognostic (3.77e-1)"	"unprognostic (1.31e-3)"	"unprognostic (1.88e-2)"	"unprognostic (1.30e-1)"	"unprognostic (2.78e-1)"	"unprognostic (1.59e-1)"
ANKRD55	FLJ11795	ENSG00000164512	"Ankyrin repeat domain 55"	Q3KP44	5	56099680-56233330	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 3.8;lymphoid tissue: 3.5;testis: 9.6"	"Group enriched"	"Detected in some"	5	"Early spermatids: 170.9;Inhibitory neurons: 98.7;Late spermatids: 50.5;Spermatocytes: 48.5"	"Cancer enriched"	"Detected in single"	6	"testis cancer: 1.2"	"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in many"	5	"basophil: 23.1;eosinophil: 20.8;naive CD4 T-cell: 19.9"	"Group enriched"	"Detected in many"	74	"granulocytes: 23.1;T-cells: 19.9"	"Cancer enhanced"	"Detected in some"		"Leukemia: 7.0;lymphoma: 3.6"	"Liver - Sinusoid Endothelial cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"HPA051049, HPA061649"	Uncertain		Approved	"Nucleoplasm,Nuclear speckles,Cytosol"			NA	NA			"Cluster 36: Eosinophils - Protein ubiquitination"	"Cluster 44: Testis - Spermatogenesis"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 50: Lymphoma - Unknown function"	"Cluster 65: Neurons - Synaptic function"	17	"Nucleoplasm, Nuclear speckles"	Cytosol	"HPA051049: AB_2681326, HPA061649: "	"unprognostic (1.00e-4)"	"unprognostic (1.58e-4)"	"unprognostic (2.63e-1)"	"unprognostic (1.93e-1)"	"unprognostic (7.78e-4)"	"unprognostic (1.46e-3)"	"unprognostic (1.47e-1)"	"unprognostic (1.33e-2)"	"unprognostic (1.47e-1)"	"unprognostic (1.16e-1)"	"unprognostic (1.33e-1)"	"unprognostic (1.40e-1)"	"unprognostic (7.19e-6)"	"unprognostic (2.56e-2)"	"unprognostic (1.48e-1)"	"unprognostic (3.25e-2)"	"unprognostic (1.01e-1)"
APBA1	"D9S411E, MINT1, X11"	ENSG00000107282	"Amyloid beta precursor protein binding family A member 1"	Q02410	9	69427532-69672371	"Predicted intracellular proteins, Transporters"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 36.8"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 50.8;Excitatory neurons: 126.0;Horizontal cells: 40.3;Inhibitory neurons: 173.9;Microglial cells: 75.1;Oligodendrocyte precursor cells: 132.5;Oligodendrocytes: 98.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA061287			Supported	"Golgi apparatus"			NA	NA				"Cluster 61: Brain - Neuronal signaling"	"Cluster 24: Neurons - Mixed function"	"Cluster 50: Lymphoma - Unknown function"	"Cluster 69: Neurons - Neuronal signaling"	2	"Golgi apparatus"		"HPA061287: AB_2684467"	"unprognostic (4.02e-2)"	"unprognostic (4.64e-2)"	"unprognostic (7.29e-2)"	"unprognostic (8.94e-3)"	"unprognostic (1.06e-1)"	"unprognostic (1.53e-1)"	"unprognostic (4.21e-3)"	"unprognostic (8.49e-3)"	"unprognostic (2.22e-1)"	"unprognostic (2.33e-1)"	"unprognostic (2.46e-5)"	"unprognostic (1.60e-1)"	"unprognostic (3.09e-2)"	"unprognostic (4.99e-3)"	"unprognostic (3.14e-2)"	"unprognostic (2.28e-1)"	"unprognostic (4.66e-3)"
ARHGEF3	"DKFZP434F2429, GEF3, STA3, XPLN"	ENSG00000163947	"Rho guanine nucleotide exchange factor 3"	Q9NR81	3	56727418-57079329	"Predicted intracellular proteins"		"Guanine-nucleotide releasing factor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 152.6;NK-cells: 119.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Kidney - Podocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA034715, HPA064945"	Uncertain		Approved	Cytosol			NA	NA			"Cluster 27: T-cells - Unknown function"	"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 50: Lymphoma - Unknown function"	"Cluster 19: NK-cells - Adaptive immune response"	7	Cytosol		"HPA034715: AB_10600780, HPA064945: AB_2685389"	"unprognostic (1.84e-2)"	"unprognostic (2.22e-2)"	"unprognostic (1.62e-2)"	"prognostic favorable (2.17e-4)"	"unprognostic (8.25e-2)"	"prognostic favorable (2.61e-4)"	"unprognostic (9.42e-2)"	"unprognostic (3.83e-2)"	"unprognostic (9.67e-2)"	"unprognostic (7.44e-2)"	"unprognostic (6.90e-2)"	"unprognostic (4.99e-2)"	"prognostic favorable (1.96e-7)"	"unprognostic (8.24e-2)"	"unprognostic (1.92e-1)"	"unprognostic (1.81e-2)"	"unprognostic (3.84e-2)"
BATF3	"JDP1, JUNDM1, SNFT"	ENSG00000123685	"Basic leucine zipper ATF-like transcription factor 3"	Q9NR55	1	212686417-212699840	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding, Repressor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 25.5"	"Cell type enhanced"	"Detected in many"		"Extravillous trophoblasts: 48.0;granulocytes: 23.2;Langerhans cells: 45.6;Macrophages: 24.2;monocytes: 39.2;Schwann cells: 66.7"	"Low cancer specificity"	"Detected in many"			"Region enhanced"	"Detected in all"		"choroid plexus: 16.9"	"Group enriched"	"Detected in many"	5	"intermediate monocyte: 65.9;myeloid DC: 55.3;non-classical monocyte: 99.6"	"Group enriched"	"Detected in many"	34	"dendritic cells: 55.3;monocytes: 99.6"	"Group enriched"	"Detected in all"	6	"Adrenocortical cancer: 24.8;lymphoma: 93.4"		"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA075858			Supported	Nucleoplasm,Nucleoli,Cytosol			NA	NA			"Cluster 40: Monocytes - Innate immune response"	"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 50: Lymphoma - Unknown function"	"Cluster 28: Dendritic cells - Antigen presentation"	14	Nucleoli	"Nucleoplasm, Cytosol"	"HPA075858: "	"unprognostic (3.87e-2)"	"unprognostic (2.10e-2)"	"unprognostic (4.29e-2)"	"unprognostic (6.85e-2)"	"unprognostic (6.33e-2)"	"unprognostic (3.15e-2)"	"unprognostic (3.84e-2)"	"unprognostic (6.59e-2)"	"unprognostic (3.08e-1)"	"unprognostic (6.47e-2)"	"unprognostic (1.28e-2)"	"unprognostic (1.75e-1)"	"unprognostic (6.43e-10)"	"unprognostic (9.88e-2)"	"unprognostic (5.19e-2)"	"unprognostic (3.90e-1)"	"unprognostic (7.08e-2)"
BEST4	VMD2L2	ENSG00000142959	"Bestrophin 4"	Q8NFU0	1	44783585-44788170	"Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Chloride channel, Ion channel"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"choroid plexus: 14.2;intestine: 26.6"	"Cell type enriched"	"Detected in some"	32	"Paneth cells: 1407.0"	"Low cancer specificity"	"Detected in many"			"Region enriched"	"Detected in all"	4	"choroid plexus: 37.1"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in single"			"Colon - Colon enterocytes, Lung - Respiratory ciliated cells, Skin - Outer root sheath cells"					"Low region specificity"	"Detected in all"			HPA058564	Uncertain						NA	NA				"Cluster 45: Intestine - Digestion"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 50: Lymphoma - Unknown function"	"Cluster 5: Enterocytes - Absorption"				"HPA058564: AB_2683759"	"unprognostic (5.76e-2)"	"unprognostic (1.22e-1)"	"unprognostic (3.15e-2)"	"unprognostic (6.20e-2)"	"unprognostic (6.51e-3)"	"unprognostic (1.09e-1)"	"unprognostic (8.39e-2)"	"unprognostic (1.45e-3)"	"unprognostic (1.04e-1)"	"unprognostic (8.97e-2)"	"unprognostic (5.72e-2)"	"unprognostic (1.29e-1)"	"unprognostic (2.69e-5)"	"unprognostic (1.43e-1)"	"unprognostic (3.72e-1)"	"unprognostic (1.28e-1)"	"unprognostic (4.13e-3)"
CACNA1D	"CACH3, CACN4, CACNL1A2, Cav1.3, CCHL1A2"	ENSG00000157388	"Calcium voltage-gated channel subunit alpha1 D"	Q01668	3	53328963-53813733	"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel, Voltage-gated channel"	"Cancer-related genes, Deafness, Disease variant, Epilepsy, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Group enriched"	"Detected in many"	5	"Excitatory neurons: 242.8;Horizontal cells: 112.0;Inhibitory neurons: 339.0;Microglial cells: 120.8;Oligodendrocyte precursor cells: 185.4"	"Cancer enhanced"	"Detected in many"		"prostate cancer: 5.9"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	9	"basophil: 3.7"	"Lineage enriched"	"Detected in single"	20	"granulocytes: 3.7"	"Low cancer specificity"	"Detected in many"			"Breast - Breast glandular cells, Skeletal muscle - Fibroblasts, Testis - Peritubular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA020215	Uncertain		Approved	"Nuclear membrane"			NA	NA			"Cluster 46: Basophils - Proteolysis"	"Cluster 64: Neuronal - Transcription"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 50: Lymphoma - Unknown function"	"Cluster 69: Neurons - Neuronal signaling"		"Nuclear membrane"		"HPA020215: AB_1845860"	"unprognostic (5.85e-2)"	"unprognostic (4.90e-3)"	"unprognostic (5.09e-2)"	"unprognostic (2.24e-2)"	"unprognostic (7.55e-2)"	"unprognostic (1.77e-2)"	"unprognostic (1.92e-1)"	"unprognostic (2.32e-2)"	"unprognostic (2.95e-1)"	"unprognostic (4.42e-2)"	"unprognostic (3.90e-3)"	"unprognostic (1.53e-1)"	"prognostic favorable (8.34e-8)"	"unprognostic (1.14e-1)"	"unprognostic (3.05e-2)"	"unprognostic (8.09e-3)"	"unprognostic (6.70e-3)"
CES4A	"CES8, FLJ37464"	ENSG00000172824	"Carboxylesterase 4A"	Q5XG92	16	66988589-67010417	"Predicted intracellular proteins, Predicted secreted proteins"		"Hydrolase, Serine esterase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"fallopian tube: 17.4;skin 1: 13.6"	"Cell type enhanced"	"Detected in many"		"Breast glandular cells: 44.7;Ciliated cells: 49.1;Excitatory neurons: 51.8;Oligodendrocytes: 35.0;Spermatocytes: 32.6"	"Cancer enhanced"	"Detected in many"		"renal cancer: 5.3"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"non-classical monocyte: 3.6"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in some"			"Lung - Respiratory ciliated cells, Skin - Keratinocyte (granular)"	"Not detected"	"Not detected"							HPA035701	Approved		Approved	Cytosol	"Secreted - unknown location"	Enzyme	NA	NA			"Cluster 13: Non-specific - Mitochondria"	"Cluster 13: Skin - Cornification"	"Cluster 34: Non-specific - Mixed function"	"Cluster 50: Lymphoma - Unknown function"	"Cluster 17: Breast glandular cells - Lactation"		Cytosol		"HPA035701: AB_10696357"	"unprognostic (6.34e-2)"	"unprognostic (2.09e-1)"	"unprognostic (3.18e-1)"	"unprognostic (3.26e-2)"	"unprognostic (1.99e-1)"	"unprognostic (6.20e-2)"	"unprognostic (2.12e-2)"	"unprognostic (2.04e-2)"	"unprognostic (5.78e-3)"	"unprognostic (3.93e-2)"	"unprognostic (2.02e-3)"	"unprognostic (3.15e-2)"	"prognostic unfavorable (2.35e-6)"	"unprognostic (1.20e-1)"	"unprognostic (2.23e-1)"	"unprognostic (1.74e-2)"	"unprognostic (1.33e-3)"
