Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ACBD3	"GCP60, GOCAP1, GOLPH1, PAP7"	ENSG00000182827	"Acyl-CoA binding domain containing 3"	Q9H3P7	1	226144679-226186741	"Plasma proteins, Predicted intracellular proteins, Transporters"	"Host-virus interaction, Lipid biosynthesis, Lipid metabolism, Steroid biosynthesis"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA015594	Approved		Supported	"Golgi apparatus"			NA	NA		29000	"Cluster 20: Non-specific - DNA binding"	"Cluster 75: Epithelium - Extracellular exosomes"	"Cluster 21: Non-specific - Metabolism"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 77: Plasma cells - Protein processing"	3	"Golgi apparatus"		"HPA015594: AB_1844491"	"unprognostic (1.82e-3)"	"unprognostic (1.53e-2)"	"unprognostic (7.43e-2)"	"unprognostic (1.14e-1)"	"unprognostic (2.85e-1)"	"unprognostic (5.34e-2)"	"unprognostic (2.78e-2)"	"unprognostic (1.25e-1)"	"unprognostic (2.93e-2)"	"unprognostic (2.87e-1)"	"unprognostic (4.66e-3)"	"unprognostic (1.79e-1)"	"unprognostic (3.41e-2)"	"unprognostic (1.30e-1)"	"unprognostic (2.29e-1)"	"unprognostic (2.80e-3)"	"unprognostic (2.54e-3)"
ACBD6	MGC2404	ENSG00000230124	"Acyl-CoA binding domain containing 6"	Q9BR61	1	180269653-180502954	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA028179, HPA028457"	Approved		Approved	Nucleoplasm,Cytosol			NA	NA			"Cluster 30: Non-specific - DNA binding"	"Cluster 4: Testis - Basic cellular processes"	"Cluster 31: Non-specific - Transcription"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 24: Cytotrophoblasts - Mitochondria"	3	Nucleoplasm	Cytosol	"HPA028179: AB_10601788, HPA028457: "	"unprognostic (3.12e-1)"	"unprognostic (4.38e-2)"	"unprognostic (1.66e-1)"	"unprognostic (7.66e-2)"	"unprognostic (1.48e-1)"	"unprognostic (1.66e-1)"	"unprognostic (2.93e-3)"	"unprognostic (1.75e-2)"	"unprognostic (2.03e-2)"	"unprognostic (2.73e-2)"	"unprognostic (7.05e-2)"	"unprognostic (2.11e-1)"	"prognostic unfavorable (4.02e-7)"	"unprognostic (1.26e-1)"	"unprognostic (1.74e-1)"	"unprognostic (1.21e-1)"	"unprognostic (2.51e-1)"
ADAM15	MDC15	ENSG00000143537	"ADAM metallopeptidase domain 15"	Q13444	1	155050566-155062775	"Predicted intracellular proteins, Predicted membrane proteins"	"Angiogenesis, Cell adhesion, Collagen degradation"	"Hydrolase, Metalloprotease, Protease"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Adipocytes: 161.8;Endothelial cells: 136.5;Extravillous trophoblasts: 191.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"classical monocyte: 39.1;intermediate monocyte: 26.5;myeloid DC: 64.1"	"Group enriched"	"Detected in all"	5	"dendritic cells: 64.1;monocytes: 39.1"	"Low cancer specificity"	"Detected in all"			"Colon - Endothelial cells, Heart muscle - Endothelial cells, Pancreas - Endothelial cells, Testis - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA011633, HPA072878"	Uncertain		Uncertain	Vesicles			NA	NA		640000	"Cluster 26: Monocytes - Plasma membrane proteins"	"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	19	Vesicles		"HPA011633: AB_1844574, HPA072878: "	"unprognostic (6.35e-3)"	"unprognostic (1.51e-1)"	"unprognostic (1.60e-1)"	"unprognostic (7.60e-2)"	"prognostic unfavorable (5.83e-5)"	"unprognostic (2.09e-1)"	"prognostic unfavorable (3.49e-4)"	"unprognostic (2.07e-2)"	"unprognostic (1.09e-1)"	"unprognostic (1.16e-1)"	"unprognostic (1.06e-2)"	"unprognostic (2.70e-1)"	"prognostic unfavorable (5.64e-9)"	"unprognostic (3.35e-2)"	"unprognostic (6.20e-2)"	"unprognostic (2.04e-2)"	"unprognostic (7.40e-2)"
ADAR	"ADAR1, DRADA, G1P1, IFI4"	ENSG00000160710	"Adenosine deaminase RNA specific"	P55265	1	154581695-154628013	"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Antiviral defense, Immunity, Innate immunity, mRNA processing, RNA-mediated gene silencing"	"DNA-binding, Hydrolase, RNA-binding"	"Aicardi-Goutieres syndrome, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA003890, HPA051519, CAB056157"	Enhanced		Enhanced	Nucleoplasm,Nucleoli			No	No			"Cluster 7: Non-specific - Innate immune response"	"Cluster 16: Non-specific - Transcription"	"Cluster 1: Neurons - Mixed function"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 58: Macrophages - Innate immune response"	2	Nucleoli	Nucleoplasm	"CAB056157: AB_2665578, HPA003890: AB_1078103, HPA051519: AB_2681520"	"unprognostic (3.46e-1)"	"unprognostic (8.11e-2)"	"unprognostic (1.42e-1)"	"unprognostic (1.83e-2)"	"unprognostic (2.38e-1)"	"unprognostic (9.37e-2)"	"unprognostic (2.07e-2)"	"unprognostic (6.97e-2)"	"unprognostic (2.03e-1)"	"unprognostic (2.90e-1)"	"unprognostic (4.13e-2)"	"unprognostic (7.16e-2)"	"prognostic unfavorable (7.30e-5)"	"unprognostic (3.44e-1)"	"unprognostic (1.49e-1)"	"unprognostic (9.00e-2)"	"unprognostic (3.94e-2)"
ADIPOR1	"ACDCR1, PAQR1"	ENSG00000159346	"Adiponectin receptor 1"	Q96A54	1	202940826-202958572	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Fatty acid metabolism, Lipid metabolism"	Receptor		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (other), Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"										NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 56: Non-specific - Unknown function"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 12: Squamous epithelial cells - Keratinization"	1				"unprognostic (1.67e-1)"	"unprognostic (1.58e-1)"	"unprognostic (3.81e-2)"	"unprognostic (2.74e-1)"	"unprognostic (1.59e-1)"	"unprognostic (1.22e-1)"	"unprognostic (9.95e-2)"	"unprognostic (4.32e-2)"	"unprognostic (1.47e-1)"	"prognostic favorable (5.27e-4)"	"prognostic unfavorable (5.50e-4)"	"unprognostic (1.13e-1)"	"unprognostic (1.79e-3)"	"unprognostic (5.90e-2)"	"unprognostic (1.75e-1)"	"unprognostic (2.84e-1)"	"unprognostic (8.63e-2)"
ADSS2	ADSS	ENSG00000035687	"Adenylosuccinate synthase 2"	P30520	1	244408494-244451909	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Purine biosynthesis"	Ligase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA024400	Supported		Approved	"Plasma membrane,Cytosol"			NA	NA		690000	"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 67: Lymphoid tissue & Bone marrow - Cell proliferation"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	1	Cytosol	"Plasma membrane"	"HPA024400: AB_1844623"	"unprognostic (4.24e-3)"	"unprognostic (2.63e-1)"	"unprognostic (3.95e-2)"	"unprognostic (8.68e-2)"	"unprognostic (6.91e-2)"	"unprognostic (2.04e-1)"	"unprognostic (1.62e-2)"	"unprognostic (2.58e-1)"	"unprognostic (1.12e-1)"	"unprognostic (1.01e-2)"	"unprognostic (1.44e-2)"	"unprognostic (3.10e-1)"	"unprognostic (1.35e-1)"	"unprognostic (7.62e-2)"	"unprognostic (1.86e-1)"	"unprognostic (2.04e-1)"	"unprognostic (1.18e-2)"
AHCTF1	ELYS	ENSG00000153207	"AT-hook containing transcription factor 1"	Q8WYP5	1	246839098-246931948	"Metabolic proteins, Predicted intracellular proteins, Transporters"	"Cell cycle, Cell division, mRNA transport, Protein transport, Translocation, Transport"	DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"monocytes: 91.1;Spermatocytes: 96.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"neutrophil: 3.0"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Stomach - Endothelial cells, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA031658	Uncertain		Supported	"Nucleoplasm,Nuclear membrane,Nuclear bodies"			NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 16: Non-specific - Transcription"	"Cluster 31: Non-specific - Transcription"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 57: Platelets - Hemostasis"	7	"Nucleoplasm, Nuclear membrane, Nuclear bodies"		"HPA031658: AB_10601968"	"unprognostic (3.10e-1)"	"unprognostic (1.10e-2)"	"unprognostic (2.20e-1)"	"unprognostic (6.11e-2)"	"unprognostic (7.96e-2)"	"unprognostic (2.42e-1)"	"unprognostic (3.12e-2)"	"unprognostic (8.50e-2)"	"unprognostic (2.06e-3)"	"unprognostic (2.53e-2)"	"unprognostic (7.12e-2)"	"unprognostic (2.39e-1)"	"prognostic unfavorable (3.49e-8)"	"unprognostic (7.65e-2)"	"unprognostic (1.51e-1)"	"unprognostic (2.91e-2)"	"unprognostic (8.52e-2)"
ALDH9A1	"ALDH4, ALDH7, ALDH9, E3"	ENSG00000143149	"Aldehyde dehydrogenase 9 family member A1"	P49189	1	165662216-165698562	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"		Oxidoreductase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Muller glia cells: 282.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Liver - Hepatocytes, Thyroid - Thyroid glandular cells"									"HPA006077, HPA010873"	Approved		Approved	Cytosol	"Intracellular and membrane"	Enzyme	NA	NA		2000000	"Cluster 21: Neutrophils - Unknown function"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 21: Non-specific - Metabolism"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 17: Breast glandular cells - Lactation"		Cytosol		"HPA006077: , HPA010873: AB_1078126"	"unprognostic (2.24e-1)"	"unprognostic (3.16e-2)"	"unprognostic (4.17e-2)"	"unprognostic (1.25e-1)"	"unprognostic (3.21e-2)"	"unprognostic (1.25e-1)"	"unprognostic (4.14e-2)"	"unprognostic (4.87e-2)"	"unprognostic (2.30e-1)"	"unprognostic (1.83e-1)"	"prognostic favorable (4.56e-4)"	"unprognostic (5.51e-2)"	"unprognostic (9.05e-2)"	"unprognostic (1.67e-1)"	"unprognostic (1.49e-1)"	"unprognostic (1.43e-1)"	"unprognostic (2.15e-1)"
ANGEL2	"Ccr4d, FLJ12793, KIAA0759L"	ENSG00000174606	"Angel homolog 2"	Q5VTE6	1	212992182-213015867	"Plasma proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA030795, HPA030796"	Uncertain		Approved	"Nucleoplasm,Nuclear bodies,Mitochondria"			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 28: Neuronal - Transcription"	"Cluster 33: Neurons - Mixed function"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 55: Non-specific - Transcription"		Nucleoplasm	"Nuclear bodies, Mitochondria"	"HPA030795: , HPA030796: AB_10600979"	"unprognostic (1.26e-1)"	"unprognostic (2.02e-1)"	"unprognostic (8.73e-2)"	"unprognostic (2.76e-1)"	"unprognostic (2.04e-2)"	"unprognostic (1.93e-2)"	"unprognostic (1.50e-1)"	"unprognostic (4.98e-2)"	"unprognostic (1.33e-2)"	"unprognostic (2.92e-1)"	"unprognostic (2.70e-3)"	"unprognostic (6.46e-2)"	"prognostic unfavorable (8.39e-6)"	"unprognostic (9.62e-2)"	"unprognostic (1.10e-1)"	"unprognostic (1.44e-1)"	"prognostic favorable (1.20e-4)"
ANP32E	"LANP-L, LANPL, MGC5350"	ENSG00000143401	"Acidic nuclear phosphoprotein 32 family member E"	Q9BTT0	1	150218417-150236156	"Predicted intracellular proteins"		"Chaperone, Chromatin regulator"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB021114, HPA063133, HPA067561"	Supported		Approved	Nucleoplasm,Centrosome,Cytosol			NA	NA		280000	"Cluster 3: Non-specific - Nuclear processes"	"Cluster 16: Non-specific - Transcription"	"Cluster 25: Non-specific - Transcription"	"Cluster 45: Non-specific - Nuclear processes"	"Cluster 52: Non-specific - Cell proliferation"	25	Nucleoplasm	"Centrosome, Cytosol"	"CAB021114: AB_10057407, HPA063133: AB_2684947, HPA067561: AB_2685861"	"unprognostic (1.04e-1)"	"unprognostic (2.40e-1)"	"unprognostic (2.51e-1)"	"unprognostic (8.95e-2)"	"unprognostic (1.69e-2)"	"unprognostic (1.47e-3)"	"prognostic unfavorable (4.50e-5)"	"unprognostic (1.64e-1)"	"unprognostic (6.58e-2)"	"unprognostic (3.91e-2)"	"unprognostic (7.73e-3)"	"unprognostic (2.47e-1)"	"prognostic unfavorable (3.82e-8)"	"unprognostic (1.76e-2)"	"unprognostic (1.60e-1)"	"unprognostic (1.77e-1)"	"unprognostic (3.52e-1)"
