Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
A4GNT	alpha4GnT	ENSG00000118017	Alpha-1,4-N-acetylglucosaminyltransferase	Q9UNA3	3	138123713-138132390	"Metabolic proteins, Predicted intracellular proteins"		"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	7	"stomach 1: 23.0"	"Group enriched"	"Detected in some"	75	"Cholangiocytes: 3.8;Gastric mucus-secreting cells: 14.1"	"Group enriched"	"Detected in some"	6	"pancreatic cancer: 2.5;stomach cancer: 3.6"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Kidney cancer: 1.0"		"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA008017	Enhanced				"Intracellular and membrane"	Enzyme	NA	NA				"Cluster 48: Stomach - Proteolysis"	"Cluster 3: Choroid plexus - Cilium"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 46: Gastric mucus-secreting cells - Digestion"				"HPA008017: AB_1078073"	"unprognostic (1.21e-1)"	"unprognostic (2.52e-1)"			"unprognostic (2.14e-1)"	"unprognostic (1.18e-2)"	"unprognostic (1.48e-2)"	"unprognostic (8.79e-2)"	"unprognostic (9.35e-2)"	"unprognostic (1.97e-1)"	"unprognostic (1.81e-1)"	"unprognostic (1.85e-1)"	"unprognostic (4.03e-2)"	"unprognostic (1.03e-1)"	"unprognostic (7.79e-2)"	"unprognostic (2.55e-2)"	"unprognostic (6.48e-3)"
ACE2	ACEH	ENSG00000130234	"Angiotensin converting enzyme 2"	Q9BYF1	X	15494566-15607236	"Enzymes, Metabolic proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"	"Host-virus interaction"	"Carboxypeptidase, Host cell receptor for virus entry, Hydrolase, Metalloprotease, Protease, Receptor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"gallbladder: 64.1;intestine: 237.9;kidney: 85.2"	"Cell type enriched"	"Detected in some"	5	"Proximal enterocytes: 201.8"	"Group enriched"	"Detected in many"	4	"colorectal cancer: 13.9;renal cancer: 26.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"ovarian cancer: 6.3"	"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Not detected"	"Not detected"			"HPA000288, CAB026174, CAB026213, CAB080024, CAB080025, CAB080027, CAB080028"	Enhanced				"Secreted to blood"	Receptor	NA	NA	4530000	400000		"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 22: Proximal enterocytes - Digestion"	13			"CAB026174: , CAB026213: , CAB080024: AB_10864415, CAB080025: AB_2809589, CAB080027: AB_2665870, CAB080028: AB_2665871, HPA000288: AB_1078160"	"unprognostic (1.40e-1)"	"unprognostic (7.26e-2)"	"unprognostic (2.76e-2)"	"unprognostic (5.71e-2)"	"unprognostic (2.51e-1)"	"unprognostic (5.26e-2)"	"prognostic favorable (4.21e-4)"	"unprognostic (2.34e-2)"	"unprognostic (6.74e-3)"	"unprognostic (2.54e-3)"	"unprognostic (1.00e-1)"	"unprognostic (1.74e-1)"	"prognostic favorable (2.12e-5)"	"unprognostic (1.94e-1)"	"unprognostic (9.62e-2)"	"unprognostic (2.11e-1)"	"unprognostic (7.10e-2)"
ACO2	ACONM	ENSG00000100412	"Aconitase 2"	Q99798	22	41447830-41529273	"Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Tricarboxylic acid cycle"	Lyase	"Disease variant, Neurodegeneration"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"heart muscle: 549.2;skeletal muscle: 637.1;tongue: 669.0"	"Cell type enhanced"	"Detected in all"		"Proximal enterocytes: 385.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA001097	Enhanced	Approved	Approved	Mitochondria			NA	NA		2000000	"Cluster 14: Non-specific - Unknown function"	"Cluster 23: Non-specific - Cellular respiration"	"Cluster 14: Neurons - Synaptic function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 22: Proximal enterocytes - Digestion"		Mitochondria		"HPA001097: AB_1078092"	"unprognostic (1.95e-1)"	"unprognostic (2.50e-2)"	"unprognostic (2.35e-2)"	"unprognostic (3.06e-2)"	"unprognostic (6.51e-2)"	"unprognostic (1.26e-1)"	"unprognostic (3.99e-2)"	"unprognostic (6.54e-2)"	"unprognostic (1.20e-2)"	"unprognostic (7.32e-2)"	"unprognostic (1.64e-2)"	"unprognostic (6.07e-2)"	"prognostic favorable (0.00e+0)"	"unprognostic (1.46e-2)"	"unprognostic (9.60e-2)"	"unprognostic (6.45e-2)"	"unprognostic (1.12e-2)"
ADCY2	"AC2, HBAC2, KIAA1060"	ENSG00000078295	"Adenylate cyclase 2"	Q08462	5	7396138-7830081	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"	"cAMP biosynthesis"	Lyase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"brain: 36.6;skeletal muscle: 66.0;tongue: 29.6"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 613.7;Excitatory neurons: 392.3;Inhibitory neurons: 405.6;Oligodendrocyte precursor cells: 170.3;Skeletal myocytes: 109.3"	"Cancer enhanced"	"Detected in some"		"glioma: 4.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"skin cancer: 5.0;testis cancer: 3.5"	"Breast - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB031482, HPA038015, HPA038483"	Approved						NA	NA				"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 51: Neurons - Mixed function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 34: Neurons - Neuronal signaling"				"CAB031482: AB_630838, HPA038015: AB_10673653, HPA038483: AB_10675799"	"unprognostic (6.48e-2)"	"unprognostic (2.60e-2)"	"unprognostic (1.49e-1)"	"unprognostic (5.65e-2)"	"unprognostic (3.77e-1)"	"unprognostic (4.03e-4)"	"unprognostic (1.94e-2)"	"unprognostic (1.60e-2)"	"unprognostic (2.20e-1)"	"unprognostic (1.48e-1)"	"unprognostic (2.67e-2)"	"unprognostic (7.68e-2)"	"unprognostic (1.09e-5)"	"unprognostic (1.05e-1)"	"unprognostic (7.33e-3)"	"unprognostic (4.90e-2)"	"unprognostic (3.92e-3)"
ADSL		ENSG00000239900	"Adenylosuccinate lyase"	P30566	22	40346461-40390463	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Purine biosynthesis"	Lyase	"Disease variant, Epilepsy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	6	"skeletal muscle: 333.1;tongue: 233.1"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Spermatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA000525, CAB019285"	Enhanced		Enhanced	Cytosol			NA	NA		440000	"Cluster 33: Non-specific - ATP binding"	"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 49: Non-specific - Transcription"		Cytosol		"CAB019285: , HPA000525: AB_1078106"	"unprognostic (2.80e-1)"	"unprognostic (2.12e-1)"	"prognostic favorable (2.38e-4)"	"unprognostic (2.64e-1)"	"unprognostic (1.02e-1)"	"unprognostic (6.87e-3)"	"prognostic unfavorable (5.81e-8)"	"unprognostic (1.35e-1)"	"unprognostic (1.25e-1)"	"unprognostic (3.99e-1)"	"unprognostic (6.28e-2)"	"unprognostic (1.85e-1)"	"unprognostic (2.99e-2)"	"unprognostic (8.43e-2)"	"unprognostic (2.70e-1)"	"unprognostic (4.06e-1)"	"unprognostic (1.44e-2)"
ALG12	"CDG1G, ECM39"	ENSG00000182858	"ALG12 alpha-1,6-mannosyltransferase"	Q9BV10	22	49900229-49918438	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"		"Glycosyltransferase, Transferase"	"Congenital disorder of glycosylation, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA003076, HPA051665"	Approved		Approved	"Endoplasmic reticulum"			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 68: Non-specific - Protein processing"	"Cluster 6: Non-specific - Immune response"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 77: Plasma cells - Protein processing"		"Endoplasmic reticulum"		"HPA003076: AB_2666777, HPA051665: AB_2681566"	"unprognostic (1.66e-1)"	"unprognostic (1.26e-1)"	"unprognostic (4.39e-3)"	"prognostic favorable (6.09e-4)"	"unprognostic (2.29e-1)"	"unprognostic (3.32e-2)"	"unprognostic (4.27e-3)"	"unprognostic (3.33e-2)"	"unprognostic (1.46e-1)"	"unprognostic (3.32e-2)"	"unprognostic (1.42e-1)"	"unprognostic (2.21e-1)"	"prognostic favorable (3.60e-5)"	"unprognostic (1.62e-2)"	"unprognostic (3.00e-2)"	"unprognostic (9.89e-3)"	"unprognostic (6.32e-2)"
AMELX	"AIH1, AMG"	ENSG00000125363	"Amelogenin X-linked"	Q99217	X	11293413-11300761	"Disease related genes, Human disease related genes, Predicted secreted proteins"	Biomineralization		"Amelogenesis imperfecta, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"urothelial cancer: 1.9"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"								"Secreted in other tissues"	Other	NA	NA					"Cluster 44: Non-specific - Mixed function"	"Cluster 66: Non-specific - Mitochondria"								"unprognostic (1.76e-1)"									"unprognostic (1.00e-1)"		"unprognostic (2.00e-1)"			
ANKRD54	LIAR	ENSG00000100124	"Ankyrin repeat domain 54"	Q6NXT1	22	37830855-37849327	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Spermatocytes: 65.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA071287	Approved		Approved	Nucleoplasm,Microtubules,Midbody			Yes	No			"Cluster 25: Non-specific - Unknown function"	"Cluster 8: Ciliated cells - Cilium organization"	"Cluster 46: Brainstem - Mixed function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 42: Ciliated cells - Cilium assembly"	1	"Microtubules, Midbody"	Nucleoplasm	"HPA071287: AB_2686380"	"unprognostic (5.36e-2)"	"prognostic favorable (2.06e-4)"	"unprognostic (1.02e-1)"	"prognostic favorable (7.38e-5)"	"unprognostic (1.14e-1)"	"unprognostic (1.50e-1)"	"unprognostic (1.65e-2)"	"unprognostic (1.77e-2)"	"unprognostic (1.06e-1)"	"unprognostic (3.41e-2)"	"prognostic favorable (6.16e-4)"	"unprognostic (2.53e-1)"	"unprognostic (6.33e-2)"	"unprognostic (1.13e-1)"	"unprognostic (5.07e-2)"	"unprognostic (1.89e-1)"	"unprognostic (3.02e-3)"
ANKS1B	"AIDA-1, ANKS2, cajalin-2, EB-1"	ENSG00000185046	"Ankyrin repeat and sterile alpha motif domain containing 1B"	Q7Z6G8	12	98726457-99984936	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	4	"brain: 68.2"	"Group enriched"	"Detected in many"	6	"Excitatory neurons: 2149.4;Inhibitory neurons: 1480.2;Oligodendrocyte precursor cells: 1236.7;Oligodendrocytes: 930.9"	"Cancer enhanced"	"Detected in some"		"glioma: 1.6"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA078230	Enhanced		Supported	"Nucleoplasm,Plasma membrane"			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 33: Brain - Neuronal signaling"	"Cluster 34: Non-specific - Mixed function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 34: Neurons - Neuronal signaling"		Nucleoplasm	"Plasma membrane"	"HPA078230: "	"unprognostic (5.50e-2)"	"unprognostic (3.26e-2)"	"unprognostic (1.01e-2)"	"unprognostic (6.87e-3)"	"unprognostic (1.18e-1)"	"unprognostic (1.14e-4)"	"unprognostic (7.94e-2)"	"unprognostic (2.47e-1)"	"unprognostic (1.84e-2)"	"unprognostic (3.03e-2)"	"unprognostic (4.97e-4)"	"unprognostic (2.81e-1)"	"unprognostic (1.14e-3)"	"unprognostic (1.64e-2)"	"unprognostic (1.15e-2)"	"unprognostic (1.09e-2)"	"unprognostic (3.75e-3)"
ANXA10	ANX14	ENSG00000109511	"Annexin A10"	Q9UJ72	4	168092537-168187736	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	5	"stomach 1: 473.8"	"Cell type enriched"	"Detected in some"	6	"Gastric mucus-secreting cells: 597.2"	"Group enriched"	"Detected in many"	5	"pancreatic cancer: 62.4;stomach cancer: 42.2;urothelial cancer: 19.6"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 72.6;Gastric cancer: 50.4;pancreatic cancer: 55.5"	"Liver - Hepatocytes, Stomach - Gastric mucous cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA005469, HPA074650"	Enhanced		Approved	Nucleoplasm,Nucleoli,Vesicles			NA	NA				"Cluster 48: Stomach - Proteolysis"		"Cluster 66: Non-specific - Mitochondria"	"Cluster 45: Non-specific - Mixed function"	2	"Nucleoplasm, Nucleoli"	Vesicles	"HPA005469: AB_1844849, HPA074650: "	"unprognostic (2.29e-2)"	"unprognostic (8.71e-3)"	"unprognostic (2.48e-2)"	"unprognostic (1.71e-1)"	"unprognostic (4.69e-1)"	"unprognostic (2.29e-2)"	"prognostic favorable (3.64e-6)"	"unprognostic (1.18e-3)"	"unprognostic (2.88e-1)"	"unprognostic (8.61e-4)"	"unprognostic (3.43e-2)"	"unprognostic (1.84e-1)"	"unprognostic (1.69e-3)"	"unprognostic (8.41e-2)"	"unprognostic (4.01e-1)"	"unprognostic (2.04e-1)"	"unprognostic (8.89e-3)"
