Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ENSG00000282988		ENSG00000282988	"Novel protein"		6	26195595-26199293	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Tissue enhanced"	"Detected in some"		"esophagus: 3.3"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 35.3;Paneth cells: 25.1;Prostatic glandular cells: 31.1;Proximal enterocytes: 29.7;Sertoli cells: 24.5"					"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"basophil: 17.0;neutrophil: 30.6"	"Lineage enriched"	"Detected in many"	6	"granulocytes: 30.6"	"Low cancer specificity"	"Detected in many"												HPA041189	Uncertain		Approved	Nucleoplasm			NA	Yes			"Cluster 35: Neutrophils - Protein binding"	"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 55: Non-specific - Transcription"	"Cluster 41: Non-specific - Nucleosome assembly"	"Cluster 61: Plasma cells - Immunoglobulins & histones"		Nucleoplasm		"HPA041189: AB_2677357"																	
H1-2	"H1.2, H1c, H1F2, H1s-1, HIST1H1C"	ENSG00000187837	"H1.2 linker histone, cluster member"	P16403	6	26055740-26056470	"Plasma proteins, Predicted intracellular proteins"		DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Syncytiotrophoblasts: 472.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	4	"basophil: 259.2;eosinophil: 460.0;neutrophil: 230.5"	"Lineage enriched"	"Detected in all"	6	"granulocytes: 460.0"	"Cancer enhanced"	"Detected in all"		"Myeloma: 366.4"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Prostate - Prostate glandular cells"	"Low region specificity"	"Detected in all"							"CAB011507, HPA055907"	Supported		Supported	"Nucleoplasm,Nucleoli rim"			NA	NA		5500000	"Cluster 22: Eosinophils - Transcription"	"Cluster 56: Non-specific - Unknown function"	"Cluster 25: Non-specific - Transcription"	"Cluster 41: Non-specific - Nucleosome assembly"	"Cluster 3: Basal prostatic cells - Lipid metabolism"		"Nucleoplasm, Nucleoli rim"		"CAB011507: AB_2117984, HPA055907: AB_2682966"	"unprognostic (4.43e-2)"	"unprognostic (1.57e-3)"	"unprognostic (1.31e-2)"	"unprognostic (2.96e-2)"	"unprognostic (5.47e-1)"	"unprognostic (1.22e-1)"	"unprognostic (1.96e-1)"	"unprognostic (1.64e-1)"	"unprognostic (1.13e-1)"	"unprognostic (1.07e-1)"	"prognostic unfavorable (1.12e-4)"	"unprognostic (1.45e-1)"	"prognostic unfavorable (1.56e-4)"	"unprognostic (1.85e-1)"	"unprognostic (8.93e-2)"	"unprognostic (3.08e-1)"	"prognostic favorable (8.06e-5)"
H1-3	"H1.3, H1d, H1F3, H1s-2, HIST1H1D"	ENSG00000124575	"H1.3 linker histone, cluster member"	P16402	6	26234212-26234987	"Predicted intracellular proteins"		DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 20.8;choroid plexus: 7.3"	"Cell type enhanced"	"Detected in many"		"Erythroid cells: 79.4;NK-cells: 68.8;Plasma cells: 150.5;T-cells: 108.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in some"			"Breast - T-cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA055907	Supported						NA	NA		4000000	"Cluster 24: Non-specific - Transcription"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 2: Neurons - Nucleosome"	"Cluster 41: Non-specific - Nucleosome assembly"	"Cluster 61: Plasma cells - Immunoglobulins & histones"				"HPA055907: AB_2682966"	"unprognostic (8.78e-2)"	"unprognostic (1.01e-4)"	"unprognostic (8.69e-2)"	"unprognostic (5.67e-2)"	"unprognostic (2.50e-1)"	"unprognostic (1.28e-1)"	"unprognostic (1.11e-2)"	"unprognostic (2.13e-1)"	"unprognostic (3.06e-2)"	"unprognostic (1.99e-1)"	"unprognostic (1.14e-2)"	"unprognostic (8.96e-2)"	"unprognostic (3.61e-8)"	"unprognostic (8.78e-2)"	"unprognostic (1.60e-1)"	"unprognostic (1.23e-3)"	"unprognostic (1.33e-2)"
H1-4	"H1.4, H1e, H1F4, H1s-4, HIST1H1E"	ENSG00000168298	"H1.4 linker histone, cluster member"	P10412	6	26156329-26157115	"Disease related genes, Predicted intracellular proteins"		DNA-binding	"Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	13	"bone marrow: 51.7"	"Cell type enhanced"	"Detected in many"		"Erythroid cells: 105.1;Plasma cells: 222.5"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"				"Low region specificity"	"Detected in all"							"CAB011506, HPA055907"	Supported		Supported	"Nuclear speckles,Cytosol"			NA	Yes		8300000	"Cluster 32: Basophils - Transcription"	"Cluster 6: Bone marrow - Innate immune response"	"Cluster 2: Neurons - Nucleosome"	"Cluster 41: Non-specific - Nucleosome assembly"	"Cluster 61: Plasma cells - Immunoglobulins & histones"	2	"Nuclear speckles"	Cytosol	"CAB011506: AB_470256, HPA055907: AB_2682966"	"unprognostic (6.96e-2)"	"unprognostic (1.25e-1)"	"unprognostic (3.06e-2)"	"unprognostic (1.86e-1)"	"unprognostic (9.62e-2)"	"unprognostic (1.04e-2)"	"unprognostic (5.78e-3)"	"unprognostic (2.31e-2)"	"unprognostic (1.24e-1)"	"unprognostic (1.00e-1)"	"unprognostic (1.20e-1)"	"unprognostic (1.37e-1)"	"unprognostic (7.72e-13)"	"unprognostic (4.54e-3)"	"unprognostic (3.46e-2)"	"unprognostic (1.30e-3)"	"unprognostic (2.18e-2)"
H1-5	"H1b, H1F5, H1s-3, HIST1H1B"	ENSG00000184357	"H1.5 linker histone, cluster member"	P16401	6	27866792-27867588	"Plasma proteins, Predicted intracellular proteins"		DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	7	"bone marrow: 7.7;lymphoid tissue: 2.0"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 15.4;Erythroid cells: 59.4;Plasma cells: 83.8;Squamous epithelial cells: 18.3"	"Cancer enhanced"	"Detected in many"		"colorectal cancer: 4.6"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Group enriched"	"Detected in many"	5	"B-cells: 10.3;dendritic cells: 12.2;T-cells: 3.3"	"Low cancer specificity"	"Detected in some"				"Not detected"	"Not detected"							"CAB012241, HPA055907, HPA060331"	Supported		Supported	Nucleoplasm			NA	NA		2300000	"Cluster 23: B-cells - Immunoglobulins"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 25: Non-specific - Transcription"	"Cluster 41: Non-specific - Nucleosome assembly"	"Cluster 61: Plasma cells - Immunoglobulins & histones"	1	Nucleoplasm		"CAB012241: , HPA055907: AB_2682966, HPA060331: "	"unprognostic (2.34e-1)"	"unprognostic (3.75e-4)"	"unprognostic (2.12e-2)"	"unprognostic (3.63e-2)"	"unprognostic (1.05e-1)"	"unprognostic (2.37e-2)"	"unprognostic (1.91e-2)"	"unprognostic (4.93e-2)"	"unprognostic (1.20e-1)"	"unprognostic (8.47e-2)"	"unprognostic (6.23e-3)"	"unprognostic (5.85e-2)"		"unprognostic (5.68e-4)"	"unprognostic (2.10e-1)"	"unprognostic (9.79e-2)"	"unprognostic (1.35e-1)"
H2AC11	"H2A.1b, H2A/p, H2AFP, HIST1H2AG, pH2A/f"	ENSG00000196787	"H2A clustered histone 11"	P0C0S8	6	27133043-27133535	"Predicted intracellular proteins"		DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 12.8;testis: 5.7"	"Cell type enhanced"	"Detected in many"		"Erythroid cells: 20.3;Gastric mucus-secreting cells: 57.2;Plasma cells: 48.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"												HPA041189	Supported		Supported	Nucleoplasm			NA	Yes			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 41: Non-specific - Nucleosome assembly"	"Cluster 61: Plasma cells - Immunoglobulins & histones"	13	Nucleoplasm		"HPA041189: AB_2677357"	"unprognostic (4.86e-2)"	"unprognostic (6.89e-2)"	"unprognostic (1.66e-1)"	"unprognostic (3.94e-1)"	"unprognostic (8.67e-2)"	"unprognostic (1.03e-3)"	"unprognostic (1.95e-1)"	"unprognostic (5.78e-2)"	"unprognostic (2.41e-1)"	"unprognostic (2.37e-1)"	"unprognostic (2.14e-3)"	"unprognostic (1.53e-2)"	"unprognostic (7.36e-2)"	"unprognostic (5.98e-2)"	"unprognostic (6.48e-2)"	"unprognostic (8.22e-3)"	"unprognostic (9.54e-2)"
H2AC12	"dJ86C11.1, H2A/S, H2AFALii, HIST1H2AH"	ENSG00000274997	"H2A clustered histone 12"	Q96KK5	6	27147106-27147562	"Predicted intracellular proteins"		DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	4	"bone marrow: 8.6"	"Group enriched"	"Detected in many"	4	"Erythroid cells: 28.6;Gastric mucus-secreting cells: 18.9;Plasma cells: 28.2"	"Cancer enhanced"	"Detected in some"		"colorectal cancer: 1.4"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"naive B-cell: 11.9"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"								"Low region specificity"	"Detected in all"			"CAB004030, HPA041189"	Supported		Supported	Nucleoplasm			NA	Yes			"Cluster 34: B-cells - Unknown function"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 30: White matter - Myelination"	"Cluster 41: Non-specific - Nucleosome assembly"	"Cluster 61: Plasma cells - Immunoglobulins & histones"		Nucleoplasm		"CAB004030: AB_2118804, HPA041189: AB_2677357"	"unprognostic (4.07e-1)"	"unprognostic (2.73e-3)"	"unprognostic (4.04e-2)"	"unprognostic (4.01e-1)"	"unprognostic (2.02e-1)"	"unprognostic (5.35e-3)"	"unprognostic (3.90e-2)"	"unprognostic (3.20e-1)"	"unprognostic (2.36e-1)"	"unprognostic (2.38e-3)"	"unprognostic (2.91e-1)"	"unprognostic (2.32e-1)"		"unprognostic (9.74e-3)"	"unprognostic (1.87e-1)"		"unprognostic (1.26e-4)"
H2AC13	"H2A/c, H2AFC, HIST1H2AI"	ENSG00000196747	"H2A clustered histone 13"	P0C0S8	6	27808173-27808667	"Predicted intracellular proteins"		DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 5.1"	"Group enriched"	"Detected in some"	8	"Erythroid cells: 48.3;Gastric mucus-secreting cells: 20.0;Plasma cells: 32.7;Squamous epithelial cells: 16.5"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"								"Low region specificity"	"Detected in all"			HPA041189	Supported		Supported	Nucleoplasm			NA	NA			"Cluster 14: Non-specific - Unknown function"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 41: Non-specific - Nucleosome assembly"	"Cluster 61: Plasma cells - Immunoglobulins & histones"	13	Nucleoplasm		"HPA041189: AB_2677357"	"unprognostic (1.23e-1)"	"unprognostic (6.21e-3)"	"unprognostic (6.82e-2)"	"unprognostic (5.57e-3)"	"unprognostic (1.38e-1)"	"unprognostic (4.48e-2)"	"unprognostic (9.11e-3)"	"unprognostic (1.13e-1)"	"unprognostic (1.96e-1)"	"unprognostic (1.27e-1)"	"unprognostic (9.54e-5)"	"unprognostic (5.50e-2)"	"unprognostic (1.50e-5)"	"unprognostic (1.43e-1)"	"unprognostic (1.85e-1)"	"unprognostic (1.89e-1)"	"unprognostic (6.24e-2)"
H2AC14	"H2A/E, H2AFE, HIST1H2AJ"	ENSG00000276368	"H2A clustered histone 14"	Q99878	6	27814302-27814777	"Predicted intracellular proteins"		DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	4	"bone marrow: 7.2"	"Cell type enhanced"	"Detected in some"		"Erythroid cells: 69.5;Gastric mucus-secreting cells: 17.1;Plasma cells: 39.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"T-reg: 2.8"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"												HPA041189	Supported		Supported	Nucleoplasm			NA	Yes			"Cluster 18: Non-specific - Translation"	"Cluster 6: Bone marrow - Innate immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 41: Non-specific - Nucleosome assembly"	"Cluster 52: Non-specific - Cell proliferation"		Nucleoplasm		"HPA041189: AB_2677357"	"unprognostic (8.95e-3)"	"unprognostic (4.08e-3)"	"unprognostic (3.28e-2)"	"unprognostic (5.72e-3)"	"unprognostic (2.29e-2)"	"unprognostic (2.69e-2)"	"unprognostic (6.06e-2)"	"unprognostic (1.97e-2)"	"unprognostic (1.05e-1)"	"unprognostic (2.18e-1)"	"unprognostic (9.39e-3)"	"unprognostic (3.43e-1)"		"unprognostic (9.35e-2)"	"unprognostic (1.51e-1)"		"unprognostic (1.88e-2)"
H2AC15	"H2A/d, H2AFD, HIST1H2AK"	ENSG00000275221	"H2A clustered histone 15"	P0C0S8	6	27837880-27838375	"Predicted intracellular proteins"		DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Gastric mucus-secreting cells: 6.5;Granulosa cells: 6.8;Plasma cells: 12.0;Prostatic glandular cells: 5.5;T-cells: 10.1"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"								"Low region specificity"	"Detected in some"			HPA041189	Supported		Supported	Nucleoplasm			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 74: Spermatids - Flagellum assembly"	"Cluster 55: Non-specific - Transcription"	"Cluster 41: Non-specific - Nucleosome assembly"	"Cluster 61: Plasma cells - Immunoglobulins & histones"	13	Nucleoplasm		"HPA041189: AB_2677357"																	
