Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
AAK1	"DKFZp686K16132, KIAA1048"	ENSG00000115977	"AP2 associated kinase 1"	Q2M2I8	2	69457997-69674349	"Enzymes, Predicted intracellular proteins"	Endocytosis	"Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"parathyroid gland: 86.0"	"Cell type enhanced"	"Detected in all"		"Cone photoreceptor cells: 433.3;Rod photoreceptor cells: 731.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA017931, HPA020289"	Enhanced		Approved	"Vesicles,Plasma membrane,Cytosol"			No	No			"Cluster 11: T-cells - Unknown function"	"Cluster 61: Brain - Neuronal signaling"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 19: NK-cells - Adaptive immune response"	2	"Vesicles, Plasma membrane"	Cytosol	"HPA017931: AB_1844406, HPA020289: AB_1844407"	"unprognostic (2.11e-3)"	"unprognostic (3.18e-2)"	"unprognostic (3.67e-1)"	"unprognostic (1.01e-3)"	"unprognostic (5.06e-2)"	"unprognostic (4.04e-2)"	"unprognostic (4.23e-2)"	"unprognostic (1.14e-1)"	"unprognostic (3.52e-1)"	"prognostic unfavorable (3.19e-4)"	"unprognostic (1.24e-1)"	"unprognostic (7.65e-2)"	"unprognostic (4.18e-2)"	"unprognostic (1.30e-1)"	"unprognostic (5.40e-2)"	"unprognostic (6.76e-3)"	"unprognostic (1.18e-1)"
ABCG1	ABC8	ENSG00000160179	"ATP binding cassette subfamily G member 1"	P45844	21	42199689-42297244	"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Lipid transport, Transport"	Translocase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Rod photoreceptor cells: 118.8;Syncytiotrophoblasts: 76.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	5	"eosinophil: 35.7;neutrophil: 36.8"	"Lineage enriched"	"Detected in all"	5	"granulocytes: 36.8"	"Low cancer specificity"	"Detected in many"			"Kidney - Endothelial cells, Liver - Vascular Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA031470, HPA031471"	Approved		Supported	"Golgi apparatus,Vesicles"			NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 58: Macrophages - Innate immune response"		"Golgi apparatus, Vesicles"		"HPA031470: AB_10599188, HPA031471: AB_10600201"	"unprognostic (2.89e-2)"	"unprognostic (2.53e-2)"	"unprognostic (9.96e-2)"	"unprognostic (4.20e-3)"	"unprognostic (2.87e-1)"	"unprognostic (3.09e-2)"	"unprognostic (5.74e-2)"	"unprognostic (2.07e-1)"	"unprognostic (1.54e-1)"	"unprognostic (1.66e-3)"	"unprognostic (3.66e-3)"	"unprognostic (6.37e-2)"	"prognostic favorable (7.16e-6)"	"unprognostic (1.40e-2)"	"unprognostic (2.00e-2)"	"unprognostic (1.66e-1)"	"unprognostic (2.42e-2)"
ACAP1	"CENTB1, KIAA0050"	ENSG00000072818	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"	Q15027	17	7336529-7351477	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"	"Protein transport, Transport"	"GTPase activation"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 40.5;intestine: 42.1;lymphoid tissue: 93.7"	"Cell type enriched"	"Detected in many"	10	"Late spermatids: 3006.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in some"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Group enriched"	"Detected in some"	58	"Leukemia: 31.2;lymphoma: 33.3;Myeloma: 17.4"	"Adipose subcutaneous - T-cells, Adipose visceral - T-cells, Breast - T-cells, Colon - T-cells, Kidney - T-cells, Liver - T-cells, Prostate - T-cells, Skin - T-cells, Testis - Late spermatids, Thyroid - T-cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA075570	Approved		Uncertain	"Golgi apparatus"			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 6: Non-specific - Immune response"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 63: Late spermatids - Spermatogenesis"	7	"Golgi apparatus"		"HPA075570: AB_2732295"	"unprognostic (1.20e-2)"	"prognostic favorable (3.66e-4)"	"unprognostic (2.49e-1)"	"prognostic favorable (2.97e-5)"	"unprognostic (4.43e-4)"	"prognostic favorable (4.17e-5)"	"unprognostic (5.66e-3)"	"unprognostic (1.11e-2)"	"unprognostic (4.67e-2)"	"unprognostic (2.48e-2)"	"unprognostic (1.42e-2)"	"unprognostic (1.91e-1)"	"prognostic unfavorable (1.65e-10)"	"unprognostic (1.14e-1)"	"unprognostic (5.58e-2)"	"unprognostic (2.90e-1)"	"unprognostic (8.61e-3)"
ACBD7	"bA455B2.2, FLJ38219"	ENSG00000176244	"Acyl-CoA binding domain containing 7"	Q8N6N7	10	15075475-15088776	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	5	"brain: 39.3"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 26.6;Ciliated cells: 8.3;Early spermatids: 7.9;Serous glandular cells: 5.8;Spermatocytes: 7.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Region enriched"	"Detected in all"	5	"olfactory bulb: 17.6"	"Low region specificity"	"Detected in all"			"HPA043326, HPA062478"			Approved	Vesicles,Cytosol			NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 47: Astrocytes - Unknown function"	2	"Vesicles, Cytosol"		"HPA043326: AB_2678429, HPA062478: AB_2684777"	"unprognostic (2.15e-1)"	"unprognostic (8.94e-2)"	"unprognostic (7.79e-3)"	"unprognostic (6.53e-3)"	"unprognostic (7.30e-2)"	"unprognostic (6.89e-3)"	"unprognostic (1.10e-2)"	"unprognostic (1.58e-1)"	"unprognostic (1.32e-1)"	"unprognostic (6.34e-2)"	"unprognostic (3.59e-3)"	"unprognostic (3.06e-1)"	"unprognostic (2.18e-4)"	"unprognostic (9.72e-2)"	"unprognostic (2.95e-1)"	"unprognostic (2.14e-1)"	"unprognostic (6.90e-2)"
ADA	ADA1	ENSG00000196839	"Adenosine deaminase"	P00813	20	44584896-44652252	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion, Nucleotide metabolism"	Hydrolase	"Disease variant, FDA approved drug targets, Hereditary hemolytic anemia, SCID"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	8	"intestine: 468.5;lymphoid tissue: 238.9"	"Cell type enhanced"	"Detected in many"		"dendritic cells: 107.6;Extravillous trophoblasts: 152.2;monocytes: 104.5;Oocytes: 77.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	4	"intermediate monocyte: 163.0;NK-cell: 90.4;non-classical monocyte: 351.2;plasmacytoid DC: 211.2"	"Group enriched"	"Detected in all"	4	"dendritic cells: 211.2;monocytes: 351.2;NK-cells: 90.4"	"Cancer enhanced"	"Detected in all"		"Leukemia: 168.9"		"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA001399, CAB004307, HPA023884"	Enhanced		Supported	"Plasma membrane,Cytosol"			No	No		470000	"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 34: Non-specific - Mixed function"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 4: Extravillous trophoblasts - Unknown function"		"Plasma membrane"	Cytosol	"CAB004307: AB_626634, HPA001399: AB_1078099, HPA023884: AB_1844573"	"unprognostic (4.30e-2)"	"unprognostic (6.89e-2)"	"unprognostic (3.96e-2)"	"prognostic unfavorable (1.23e-7)"	"unprognostic (9.33e-2)"	"unprognostic (9.07e-3)"	"prognostic unfavorable (6.77e-5)"	"prognostic unfavorable (2.20e-4)"	"unprognostic (1.59e-1)"	"unprognostic (2.16e-1)"	"unprognostic (3.66e-2)"	"unprognostic (3.48e-1)"	"prognostic unfavorable (2.94e-14)"	"unprognostic (2.29e-1)"	"unprognostic (1.04e-2)"	"unprognostic (1.53e-1)"	"unprognostic (1.82e-1)"
ADAMTS17	"FLJ16363, FLJ32769"	ENSG00000140470	"ADAM metallopeptidase with thrombospondin type 1 motif 17"	Q8TE56	15	99971437-100342005	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins"		"Hydrolase, Metalloprotease, Protease"	"Deafness, Dwarfism"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 10.4"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 110.8;Early spermatids: 75.3;Inhibitory neurons: 266.3;Late spermatids: 113.2;Oligodendrocyte precursor cells: 316.5"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Neuroblastoma: 6.0"	"Kidney - Ascending Loop of Henle cells, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA062487			Approved	Nucleoplasm	"Secreted to extracellular matrix"	Enzyme	NA	NA				"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 8: Neurons - Neuronal signaling"		Nucleoplasm		"HPA062487: AB_2684780"	"unprognostic (7.73e-2)"	"unprognostic (2.38e-2)"	"unprognostic (1.79e-2)"	"unprognostic (9.03e-3)"	"unprognostic (2.56e-1)"	"unprognostic (9.90e-3)"	"unprognostic (5.78e-2)"	"unprognostic (1.18e-3)"	"unprognostic (5.03e-3)"	"unprognostic (4.70e-2)"	"unprognostic (2.93e-1)"	"unprognostic (1.27e-1)"	"unprognostic (3.35e-2)"	"unprognostic (8.48e-2)"	"unprognostic (1.21e-1)"	"unprognostic (7.43e-3)"	"unprognostic (6.43e-2)"
AKAP5	"AKAP75, AKAP79"	ENSG00000179841	"A-kinase anchoring protein 5"	P24588	14	64465499-64474503	"Plasma proteins, Predicted intracellular proteins, Transporters"		Calmodulin-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	5	"brain: 17.5"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 16.6;granulocytes: 59.3;Intestinal goblet cells: 33.8;NK-cells: 22.5"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	8	"basophil: 2.9"	"Lineage enriched"	"Detected in single"	8	"granulocytes: 2.9"	"Low cancer specificity"	"Detected in many"				"Group enriched"	"Detected in all"	5	"amygdala: 27.6;basal ganglia: 79.0;cerebral cortex: 29.4;hippocampal formation: 30.8"	"Group enriched"	"Detected in all"	5	"amygdala: 32.3;basal ganglia: 105.6;cerebral cortex: 59.0;hippocampal formation: 57.6"	"CAB004308, HPA053891"	Enhanced	Supported	Approved	Nucleoplasm			NA	NA				"Cluster 61: Brain - Neuronal signaling"	"Cluster 33: Neurons - Mixed function"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	7	Nucleoplasm		"CAB004308: AB_626655, HPA053891: AB_2682294"	"unprognostic (4.29e-2)"	"unprognostic (5.89e-3)"	"unprognostic (3.44e-4)"	"unprognostic (2.30e-1)"	"unprognostic (1.73e-1)"	"unprognostic (2.24e-3)"	"unprognostic (1.08e-1)"	"unprognostic (3.57e-1)"	"unprognostic (6.92e-2)"	"unprognostic (3.02e-3)"	"unprognostic (8.23e-2)"	"unprognostic (1.42e-1)"	"unprognostic (5.44e-2)"	"unprognostic (4.49e-4)"	"unprognostic (2.11e-1)"	"unprognostic (2.42e-1)"	"unprognostic (7.45e-2)"
ALDH1A2	RALDH2	ENSG00000128918	"Aldehyde dehydrogenase 1 family member A2"	O94788	15	57953424-58497866	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Lipid metabolism"	Oxidoreductase	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"endometrium 1: 79.7;fallopian tube: 72.1"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 131.0;Endometrial stromal cells: 135.6;Late spermatids: 45.9;Mesothelial cells: 80.7;Oocytes: 69.1;Spermatocytes: 61.5"	"Low cancer specificity"	"Detected in many"			"Region enhanced"	"Detected in all"		"cerebral cortex: 27.1"	"Immune cell enriched"	"Detected in some"	15	"neutrophil: 32.8"	"Lineage enriched"	"Detected in single"	62	"granulocytes: 32.8"	"Cancer enhanced"	"Detected in many"		"Leukemia: 31.9;liver cancer: 16.2"	"Adipose visceral - Mesothelial cells, Heart muscle - Fibroblasts, Skeletal muscle - Fibroblasts, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			HPA010022	Approved						NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 59: Fallopian tube - Tissue development"	"Cluster 29: Forebrain - Mixed function"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 9: Endometrial stromal cells - Transcription"				"HPA010022: AB_1844723"	"unprognostic (1.11e-2)"	"unprognostic (2.52e-2)"	"unprognostic (2.00e-1)"	"unprognostic (3.09e-1)"	"unprognostic (1.44e-2)"	"unprognostic (1.16e-2)"	"unprognostic (1.04e-4)"	"unprognostic (1.08e-1)"	"unprognostic (9.03e-3)"	"unprognostic (6.92e-3)"	"unprognostic (5.48e-2)"	"unprognostic (6.19e-2)"	"unprognostic (2.57e-3)"	"unprognostic (3.18e-2)"	"unprognostic (4.95e-2)"	"unprognostic (1.99e-2)"	"unprognostic (1.80e-3)"
APOBEC3D	"APOBEC3DE, APOBEC3E, ARP6"	ENSG00000243811	"Apolipoprotein B mRNA editing enzyme catalytic subunit 3D"	Q96AK3	22	39021113-39033277	"Enzymes, Predicted intracellular proteins"	"Antiviral defense, Immunity, Innate immunity"	Hydrolase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 14.9"	"Cell type enhanced"	"Detected in some"		"B-cells: 3.7;Microglial cells: 2.7;NK-cells: 2.9;Plasma cells: 4.2;Sertoli cells: 2.7;T-cells: 4.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Myeloma: 13.1"	"Breast - T-cells, Liver - T-cells, Thyroid - T-cells"									HPA055116	Approved						NA	NA			"Cluster 16: Non-specific - Cell proliferation"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 25: Non-specific - Transcription"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 7: T-cells - T-cell receptor"				"HPA055116: AB_2682701"	"prognostic favorable (2.51e-5)"	"prognostic favorable (1.31e-4)"	"unprognostic (2.69e-2)"	"prognostic favorable (4.47e-4)"	"unprognostic (2.62e-2)"	"unprognostic (3.06e-2)"	"unprognostic (2.46e-1)"	"unprognostic (1.18e-1)"	"unprognostic (4.52e-2)"	"unprognostic (2.45e-2)"	"unprognostic (4.50e-2)"	"unprognostic (1.69e-1)"	"prognostic unfavorable (3.76e-7)"	"unprognostic (4.76e-2)"	"unprognostic (6.00e-2)"	"unprognostic (1.06e-2)"	"prognostic favorable (3.01e-4)"
ARHGDIB	"GDIA2, GDID4, Ly-GDI, RAP1GN1, RhoGDI2"	ENSG00000111348	"Rho GDP dissociation inhibitor beta"	P52566	12	14942031-14961728	"Plasma proteins, Predicted intracellular proteins"		"GTPase activation"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	5	"bone marrow: 1560.6;lymphoid tissue: 1047.1"	"Cell type enhanced"	"Detected in many"		"B-cells: 568.2;Extravillous trophoblasts: 794.7;granulocytes: 1048.6;Hofbauer cells: 1000.2;Kupffer cells: 615.5;monocytes: 883.1;NK-cells: 942.6;T-cells: 871.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Leukemia: 1348.1;lymphoma: 998.3"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB018584, HPA051235"	Enhanced		Supported	Cytosol			NA	NA		61000000	"Cluster 42: Non-specific - Vesicular transport"	"Cluster 77: Bone marrow - Cell proliferation"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	3	Cytosol		"CAB018584: AB_647972, HPA051235: AB_2681398"	"unprognostic (2.29e-3)"	"unprognostic (8.10e-2)"	"unprognostic (2.09e-1)"	"unprognostic (1.39e-2)"	"unprognostic (9.16e-2)"	"unprognostic (1.90e-2)"	"unprognostic (2.44e-1)"	"unprognostic (1.47e-2)"	"unprognostic (3.46e-1)"	"unprognostic (2.47e-2)"	"unprognostic (2.19e-2)"	"unprognostic (1.10e-1)"	"prognostic unfavorable (1.08e-4)"	"unprognostic (1.74e-1)"	"unprognostic (4.42e-3)"	"unprognostic (4.97e-2)"	"prognostic favorable (3.42e-4)"
