Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ABI3	"NESH, SSH3BP3"	ENSG00000108798	"ABI family member 3"	Q9P2A4	17	49210411-49223225	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lymphoid tissue: 67.8"	"Cell type enhanced"	"Detected in many"		"Hofbauer cells: 61.6;Kupffer cells: 110.4;Macrophages: 67.3;monocytes: 98.7;NK-cells: 175.0;T-cells: 55.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"intermediate monocyte: 735.3;non-classical monocyte: 792.7"	"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Leukemia: 10.7;lymphoma: 30.4"	"Heart muscle - Endothelial cells"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"HPA017345, HPA064805"	Enhanced						NA	NA			"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 19: NK-cells - Adaptive immune response"	50			"HPA017345: AB_2669592, HPA064805: "	"unprognostic (1.24e-1)"	"unprognostic (1.23e-2)"	"unprognostic (2.18e-2)"	"prognostic favorable (7.13e-4)"	"unprognostic (1.56e-1)"	"unprognostic (1.16e-3)"	"unprognostic (5.29e-1)"	"unprognostic (8.25e-2)"	"unprognostic (3.63e-2)"	"unprognostic (1.48e-1)"	"unprognostic (3.47e-2)"	"unprognostic (1.82e-1)"	"unprognostic (2.28e-3)"	"unprognostic (1.03e-1)"	"unprognostic (9.24e-3)"	"unprognostic (4.16e-2)"	"unprognostic (2.40e-1)"
ABR	MDB	ENSG00000159842	"ABR activator of RhoGEF and GTPase"	Q12979	17	1003519-1229738	"Predicted intracellular proteins"		"GTPase activation, Guanine-nucleotide releasing factor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 113.3"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 162.9;Late spermatids: 159.3;Microglial cells: 139.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	14	"basophil: 9.0"	"Lineage enriched"	"Detected in single"	15	"granulocytes: 9.0"	"Low cancer specificity"	"Detected in many"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA053618, HPA054824"	Enhanced		Approved	Nucleoplasm,Cytosol			NA	NA			"Cluster 25: Non-specific - Unknown function"	"Cluster 33: Brain - Neuronal signaling"	"Cluster 51: Neurons - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 36: Late spermatids - Unknown function"		Cytosol	Nucleoplasm	"HPA053618: AB_2682208, HPA054824: AB_2682616"	"unprognostic (1.69e-1)"	"prognostic favorable (4.03e-4)"	"unprognostic (1.58e-1)"	"unprognostic (1.94e-3)"	"unprognostic (1.12e-1)"	"unprognostic (2.20e-2)"	"unprognostic (4.99e-2)"	"unprognostic (7.53e-2)"	"unprognostic (1.91e-1)"	"unprognostic (9.61e-2)"	"unprognostic (7.20e-3)"	"unprognostic (4.43e-3)"	"prognostic favorable (2.21e-4)"	"unprognostic (2.27e-3)"	"unprognostic (1.61e-1)"	"unprognostic (2.46e-1)"	"unprognostic (1.74e-2)"
ACADM	"ACAD1, MCAD, MCADH"	ENSG00000117054	"Acyl-CoA dehydrogenase medium chain"	P11310	1	75724431-75787575	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Fatty acid metabolism, Lipid metabolism"	Oxidoreductase	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 356.4;skeletal muscle: 367.9;tongue: 458.9"	"Group enriched"	"Detected in all"	4	"Cardiomyocytes: 632.8;Distal tubular cells: 233.6;Hepatocytes: 279.0;Proximal tubular cells: 524.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skeletal muscle - Skeletal myocytes, Skin - Sebaceous gland cells, Testis - Spermatogonia, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA006198, HPA026542"	Enhanced		Enhanced	Mitochondria			NA	NA		930000	"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 35: Non-specific - Mitochondria"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"		Mitochondria		"HPA006198: AB_1078087, HPA026542: AB_1844469"	"unprognostic (9.04e-3)"	"unprognostic (2.36e-1)"	"prognostic favorable (7.30e-4)"	"unprognostic (5.09e-3)"	"unprognostic (1.61e-3)"	"unprognostic (5.68e-2)"	"unprognostic (6.75e-2)"	"unprognostic (1.11e-1)"	"unprognostic (8.02e-2)"	"unprognostic (4.95e-2)"	"unprognostic (9.40e-3)"	"unprognostic (3.35e-1)"	"prognostic favorable (3.83e-8)"	"unprognostic (1.27e-1)"	"unprognostic (4.09e-2)"	"unprognostic (3.56e-2)"	"unprognostic (1.24e-1)"
ACSF3		ENSG00000176715	"Acyl-CoA synthetase family member 3"	Q4G176	16	89088375-89164121	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Fatty acid metabolism, Lipid metabolism"	Ligase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Proximal enterocytes: 55.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA008322			Supported	Nucleoplasm,Mitochondria			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 6: Non-specific - Immune response"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 5: Enterocytes - Absorption"	4	Mitochondria	Nucleoplasm	"HPA008322: AB_1845294"	"unprognostic (1.94e-1)"	"unprognostic (3.35e-1)"	"unprognostic (4.66e-2)"	"unprognostic (1.56e-2)"	"unprognostic (1.14e-1)"	"unprognostic (7.87e-2)"	"unprognostic (5.68e-2)"	"unprognostic (1.45e-1)"	"unprognostic (2.89e-1)"	"unprognostic (1.96e-1)"	"prognostic favorable (3.76e-5)"	"unprognostic (3.36e-2)"	"prognostic favorable (5.97e-6)"	"unprognostic (2.33e-1)"	"unprognostic (5.09e-1)"	"unprognostic (3.67e-1)"	"unprognostic (2.00e-3)"
ACY3	"ACY-3, HCBP1, MGC9740"	ENSG00000132744	"Aminoacylase 3"	Q96HD9	11	67642555-67650730	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Host-virus interaction"	Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"intestine: 75.4;kidney: 56.6;liver: 33.0;pancreas: 21.5"	"Group enriched"	"Detected in many"	6	"Proximal enterocytes: 256.8;Proximal tubular cells: 433.6"	"Cancer enhanced"	"Detected in many"		"renal cancer: 24.8"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"non-classical monocyte: 34.3"	"Group enriched"	"Detected in many"	5	"dendritic cells: 8.7;monocytes: 34.3"	"Cancer enhanced"	"Detected in many"		"lymphoma: 18.2"	"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Thyroid - T-cells"	"Low region specificity"	"Detected in all"							"HPA039219, HPA048187"	Enhanced						NA	NA		13000	"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	15			"HPA039219: AB_10671872, HPA048187: AB_2680306"	"unprognostic (8.37e-3)"	"unprognostic (1.29e-1)"	"unprognostic (1.04e-1)"	"prognostic favorable (4.80e-4)"	"unprognostic (1.07e-1)"	"unprognostic (1.99e-2)"	"unprognostic (1.38e-2)"	"unprognostic (1.43e-1)"	"unprognostic (7.37e-4)"	"unprognostic (2.44e-3)"	"unprognostic (1.15e-1)"	"unprognostic (3.21e-1)"	"unprognostic (2.63e-3)"	"unprognostic (1.07e-1)"	"unprognostic (8.24e-2)"	"unprognostic (2.68e-2)"	"unprognostic (1.48e-3)"
ACYP2		ENSG00000170634	"Acylphosphatase 2"	P14621	2	53970838-54305300	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 109.0;skeletal muscle: 197.0;tongue: 153.1"	"Cell type enhanced"	"Detected in all"		"Cardiomyocytes: 227.2;Oligodendrocytes: 167.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA035301	Uncertain		Approved	Nucleoplasm			NA	NA			"Cluster 46: Basophils - Proteolysis"	"Cluster 54: Non-specific - Basic cellular processes"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 8: Neurons - Neuronal signaling"	2	Nucleoplasm		"HPA035301: AB_10670291"	"unprognostic (1.19e-1)"	"unprognostic (2.84e-2)"	"unprognostic (3.40e-1)"	"unprognostic (2.16e-1)"	"unprognostic (6.90e-3)"	"unprognostic (6.21e-2)"	"unprognostic (2.03e-3)"	"unprognostic (3.17e-1)"	"unprognostic (5.22e-2)"	"unprognostic (7.83e-3)"	"unprognostic (3.64e-3)"	"unprognostic (1.16e-1)"	"unprognostic (6.66e-2)"	"unprognostic (2.13e-1)"	"unprognostic (1.97e-1)"	"unprognostic (3.24e-1)"	"unprognostic (2.24e-2)"
ADAM32		ENSG00000197140	"ADAM metallopeptidase domain 32"	Q8TC27	8	39106990-39284917	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	15	"testis: 26.6"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 238.7;Excitatory neurons: 36.1;Inhibitory neurons: 28.6;Late spermatids: 55.9;Spermatocytes: 80.9"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA044156, HPA062151"	Enhanced		Approved	Nucleoplasm,Vesicles			NA	NA				"Cluster 44: Testis - Spermatogenesis"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 70: Spermatocytes & Spermatids - Spermatid development"	1	Vesicles	Nucleoplasm	"HPA044156: AB_10796798, HPA062151: AB_2684699"	"unprognostic (2.13e-1)"	"unprognostic (6.92e-2)"	"unprognostic (4.63e-3)"	"unprognostic (8.99e-2)"	"unprognostic (1.48e-1)"	"unprognostic (1.52e-2)"	"unprognostic (5.66e-3)"	"unprognostic (1.49e-1)"	"unprognostic (2.05e-1)"	"unprognostic (1.12e-1)"	"unprognostic (2.50e-1)"	"unprognostic (3.38e-2)"	"unprognostic (1.13e-7)"	"unprognostic (3.42e-1)"	"unprognostic (4.90e-2)"	"unprognostic (8.34e-3)"	"unprognostic (7.82e-2)"
ADORA2A	"ADORA2, RDC8"	ENSG00000128271	"Adenosine A2a receptor"	P29274	22	24417879-24442357	"Cancer-related genes, FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"bone marrow: 40.1;brain: 111.0;lymphoid tissue: 52.7"	"Cell type enhanced"	"Detected in some"		"B-cells: 6.1;Gastric mucus-secreting cells: 1.8;Plasma cells: 9.1;T-cells: 3.0"	"Not detected"	"Not detected"			"Region enriched"	"Detected in all"	8	"basal ganglia: 200.5"	"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"lymphoma: 45.6;Myeloma: 39.1"	"Kidney - Endothelial cells"	"Region enriched"	"Detected in many"	9	"basal ganglia: 399.9"	"Region enriched"	"Detected in many"	50	"basal ganglia: 187.1"	"CAB001943, HPA065566, HPA075997"	Enhanced	Supported					NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 5: Brain & Testis - Signal transduction"	"Cluster 33: Neurons - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 7: T-cells - T-cell receptor"	8			"CAB001943: , HPA065566: , HPA075997: AB_2732298"	"unprognostic (7.30e-2)"	"unprognostic (2.42e-2)"	"unprognostic (3.30e-2)"	"unprognostic (2.04e-1)"	"unprognostic (7.44e-2)"	"unprognostic (1.88e-3)"	"unprognostic (9.85e-2)"	"unprognostic (3.63e-1)"	"unprognostic (2.88e-2)"	"unprognostic (4.57e-3)"	"unprognostic (2.15e-3)"	"unprognostic (1.87e-3)"	"unprognostic (6.81e-4)"	"unprognostic (1.50e-1)"	"unprognostic (9.78e-3)"	"unprognostic (1.30e-1)"	"unprognostic (7.10e-3)"
AFF2	"FMR2, FRAXE"	ENSG00000155966	"ALF transcription elongation factor 2"	P51816	X	148500617-149000663	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"mRNA processing, mRNA splicing"	RNA-binding	"Intellectual disability"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 11.9;epididymis: 11.6;placenta: 14.2"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 28.6;Inhibitory neurons: 134.6;Oligodendrocyte precursor cells: 35.8;Rod photoreceptor cells: 18.6"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	7	"eosinophil: 1.0;neutrophil: 1.5"	"Lineage enriched"	"Detected in single"	12	"granulocytes: 1.5"	"Group enriched"	"Detected in some"	4	"Leukemia: 7.8;lymphoma: 16.5"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA003139	Approved						NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 40: Non-specific - Transcription"	"Cluster 29: Forebrain - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 65: Neurons - Synaptic function"				"HPA003139: AB_1078107"	"unprognostic (5.68e-2)"	"unprognostic (1.96e-1)"	"unprognostic (6.60e-2)"	"unprognostic (9.29e-3)"	"unprognostic (1.88e-2)"	"unprognostic (3.96e-1)"	"unprognostic (1.54e-1)"	"unprognostic (5.00e-2)"	"unprognostic (5.37e-2)"	"unprognostic (1.59e-1)"	"unprognostic (1.08e-2)"	"unprognostic (5.31e-2)"	"unprognostic (6.80e-2)"	"unprognostic (9.78e-5)"	"unprognostic (2.54e-2)"	"unprognostic (1.23e-1)"	"unprognostic (9.34e-2)"
AFF3	"LAF4, MLLT2-like"	ENSG00000144218	"ALF transcription elongation factor 3"	P51826	2	99545419-100192428	"Cancer-related genes, Disease related genes, Predicted intracellular proteins"	"Transcription, Transcription regulation"	"Activator, DNA-binding"	"Cancer-related genes, Disease variant, Dwarfism, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"B-cells: 219.7;dendritic cells: 121.1;Excitatory neurons: 474.7;Inhibitory neurons: 287.8;Oligodendrocyte precursor cells: 198.6;Prostatic glandular cells: 141.0"	"Group enriched"	"Detected in many"	5	"breast cancer: 11.4;prostate cancer: 7.3"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	6	"memory B-cell: 31.0;naive B-cell: 44.1;plasmacytoid DC: 23.8"	"Group enriched"	"Detected in many"	17	"B-cells: 44.1;dendritic cells: 23.8"	"Cancer enhanced"	"Detected in many"		"lymphoma: 22.6"	"Kidney - Fibroblasts, Prostate - Prostate glandular cells, Skeletal muscle - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA044512, HPA053379"	Approved		Supported	Nucleoplasm,Cytosol			NA	NA			"Cluster 23: B-cells - Immunoglobulins"	"Cluster 16: Non-specific - Transcription"	"Cluster 37: Neurons - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 73: B-cells - B-cell function"		Nucleoplasm	Cytosol	"HPA044512: AB_10795984, HPA053379: AB_2682133"	"unprognostic (1.05e-2)"	"unprognostic (3.01e-2)"	"unprognostic (2.30e-1)"	"unprognostic (4.88e-3)"	"unprognostic (1.02e-1)"	"unprognostic (4.98e-5)"	"unprognostic (1.11e-3)"	"unprognostic (3.04e-2)"	"unprognostic (8.75e-2)"	"unprognostic (3.07e-1)"	"unprognostic (1.95e-3)"	"unprognostic (7.57e-2)"	"prognostic unfavorable (5.64e-4)"	"unprognostic (6.40e-3)"	"unprognostic (6.79e-2)"	"unprognostic (3.69e-2)"	"unprognostic (7.87e-3)"
